"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46415.86,39.00,28.97,2.79,7.35,9.43,32.50,45.33,0.51%,24.40%,3.95,-31.60%,9.77%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-13.94%,90.30%,0.00%,1.44%,2.82,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,1.37%,-6.29%,-10.72%,4.56%,30.72%,29.94%,1.00,4.27,2.81%,2.89%,0.53%,-1.04%,3.55%,-7.07%,5.24%,-14.26%,36.89%,49.29,1.96%,0.39%,,1545.19,0.96,153.96,2.35%,1490496,11/22/2021 4:30:00 PM,177.31,11/18/1999,153.96,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10399.95,13.22,9.21,,0.93,2.74,7.16,231.11,0.70%,0.00%,4.29,85.00%,0.26%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-50.09%,77.50%,-1.66%,5.28%,1.12,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,12.54%,19.31%,18.44%,62.07%,156.85%,146.38%,2.42,2.80,5.28%,5.37%,16.76%,16.11%,37.59%,-1.35%,31.28%,-1.35%,228.27%,67.91,5.56%,1.30%,1.80,8690.64,1.24,56.79,6.93%,10738005,10/14/2021 4:30:00 PM,59.02,10/18/2016,56.85,0.11%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91%,-3.27%,0.97%,0.68%,-4.82%,-6.18%,,0.15,0.82%,0.77%,0.19%,-0.62%,-0.39%,-4.33%,1.95%,-8.59%,6.47%,47.87,-0.45%,0.34%,,232.03,0.43,17.77,-0.11%,100045,,,8/15/2018,,
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.83,43.57,,,,1.30,1354.25,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.07%,0.25,,,,1.70,1.70,0.00,0.00,,,,-0.31%,-0.61%,0.00%,-0.10%,,-1.11%,,0.03,0.24%,0.28%,-0.34%,-0.44%,-0.26%,-1.01%,0.21%,-2.40%,2.74%,39.41,0.10%,-0.10%,,283.04,0.15,9.76,0.00%,41827,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",38.23,,,,1.28,1.24,3.24,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,13.95,18.70%,0.00%,17.50%,5.12%,0.17%,0.52,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-16.20%,-32.79%,-51.23%,-59.93%,-0.83%,0.00%,1.70,0.15,13.23%,11.52%,-20.67%,-39.58%,-57.99%,-58.97%,7.84%,-93.97%,7.84%,27.71,-4.03%,7.83%,1.50,44.63,0.50,1.19,3.48%,22146,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",203.26,,,,,1963.00,,,,,,,,,,,,,20.71,,25.41%,0.00%,,,,0.00,,,,,,,,,,,0.67%,0.67%,,,,0.67%,,0.06,0.28%,0.35%,0.60%,0.59%,0.59%,-0.76%,5.09%,-0.76%,5.09%,,-0.96%,1.12%,,93.83,1.59,9.81,0.15%,149156,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2006.00,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,0.00%,1.31%,,,,2.35%,,0.07,0.49%,0.60%,0.37%,0.89%,1.07%,-4.75%,2.35%,-4.75%,2.77%,58.75,0.30%,-0.20%,,119.03,0.38,10.03,0.10%,44805,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,99.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-3.88%,,,,-0.02%,,0.05,17.94%,8.21%,-0.73%,-1.05%,-1.05%,-25.35%,11.06%,-25.35%,11.06%,,4.15%,6.60%,,76.14,4.78,0.50,11.01%,363642,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",516.99,,,,5169.88,1.58,3.20,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,54.40%,426.96%,1.33%,0.96,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,4.33%,1.17%,-23.27%,-3.98%,60.64%,70.48%,1.46,1.98,7.51%,9.60%,9.63%,0.75%,-3.56%,-22.89%,33.65%,-49.68%,75.10%,55.82,-3.21%,0.27%,1.70,172.16,1.26,25.06,-2.94%,217446,,50.00,8/8/2017,25.06,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95%,-2.12%,-3.75%,-7.70%,8.87%,3.14%,,0.86,0.67%,0.93%,0.73%,-2.10%,-3.44%,-5.36%,3.26%,-9.46%,7.39%,49.32,0.29%,1.90%,,2.87,0.46,62.80,2.19%,1312,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",111.12,,13.21,,5.50,0.59,5.24,22.68,,,-0.15,-743.40%,19.91%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.53,2.60%,4.43%,34.90%,-22.53%,0.77%,1.55,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-1.96%,-5.66%,-7.16%,-10.71%,-7.89%,-7.41%,1.77,0.09,3.00%,2.45%,-3.41%,-6.99%,-10.20%,-13.37%,3.55%,-20.81%,3.55%,38.19,4.48%,-1.76%,2.70,151.21,1.14,3.50,2.64%,172045,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.50,0.00%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",11435.35,,,,0.47,,0.79,,,,-5.50,-583.80%,99.20%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.50%,0.00%,56.40%,4.37%,15.42%,2.85,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,7.16%,-6.02%,-11.70%,-18.38%,12.55%,14.90%,1.66,0.97,6.10%,5.69%,2.36%,-5.30%,-13.76%,-18.93%,12.20%,-30.55%,23.18%,50.09,3.90%,0.81%,3.10,34717.09,1.37,18.12,4.74%,47425363,10/21/2021 8:30:00 AM,19.11,12/9/2013,18.21,0.50%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",61.17,4.95,,,0.29,0.46,4.28,305.84,0.64%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.80%,-11.18%,2.72%,6.33,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-13.55%,-23.99%,-17.79%,-24.17%,48.06%,51.65%,0.20,0.23,10.89%,5.86%,-16.54%,-22.74%,-23.69%,-31.94%,9.86%,-80.44%,53.89%,25.11,0.13%,0.00%,,17.31,0.49,3.12,0.13%,8561,,,3/17/1980,3.18,1.79%
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",746.70,8.61,8.65,,0.41,1.09,50.45,66.08,1.65%,10.50%,2.81,15.90%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-14.17%,95.50%,-2.14%,2.22%,2.81,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,2.80%,-4.12%,-11.93%,-27.29%,34.48%,27.74%,,0.95,3.71%,4.03%,1.67%,-4.76%,-14.33%,-23.57%,10.85%,-35.40%,49.51%,49.31,1.59%,1.66%,2.70,243.08,0.68,24.22,3.28%,165984,10/26/2021 8:30:00 AM,34.43,11/4/1982,24.22,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",143.26,,,,0.68,0.56,3.29,,,,-2.05,19.10%,24.10%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,6.50%,0.00%,49.80%,2.38%,13.47%,5.31,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-2.50%,-11.20%,-21.63%,-34.57%,-34.73%,-35.72%,1.74,0.28,5.59%,4.97%,-4.65%,-15.39%,-26.70%,-38.26%,5.19%,-60.79%,5.19%,40.19,1.30%,0.37%,2.70,643.44,0.61,5.47,1.67%,393445,11/4/2021 4:30:00 PM,15.36,9/26/2013,5.47,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",4059.89,58.40,46.10,4.87,7.88,10.20,39.88,115.67,0.49%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.56,0.30%,-22.85%,71.20%,-1.05%,2.56%,6.25,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,-1.14%,0.63%,18.26%,27.74%,21.28%,16.93%,0.56,2.14,3.34%,2.64%,-1.37%,3.62%,13.55%,-7.02%,17.03%,-7.02%,31.56%,50.53,0.48%,0.68%,3.00,170.21,0.77,77.91,1.16%,130573,11/4/2021 4:30:00 PM,71.00,1/3/1991,77.91,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14703.96,23.24,17.52,1.39,1.34,4.51,24.32,22.33,1.74%,25.10%,9.88,4.40%,10.40%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-4.62%,,-1.62%,4.89%,4.69,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,-2.47%,-0.19%,8.69%,14.38%,43.04%,45.75%,1.27,6.00,2.28%,2.43%,-0.88%,0.10%,10.61%,-5.55%,11.71%,-5.55%,60.37%,47.60,-0.14%,0.66%,2.20,647.31,0.77,229.57,0.52%,496880,11/15/2021 4:30:00 PM,254.69,11/29/2001,229.57,0.00%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2856717.16,30.85,27.99,1.97,7.81,45.17,45.61,36.40,0.51%,15.00%,5.61,71.40%,7.61%,22.00%,15.68%,11.10%,68.20%,28.80%,16487.12,16394.79,0.07%,-19.78%,58.80%,-0.56%,0.69%,1.26,27.60%,144.10%,50.00%,1.10,1.00,1.73,1.98,41.80%,29.80%,25.90%,-0.77%,7.75%,18.61%,29.39%,34.91%,30.37%,1.20,4.98,3.35%,2.86%,2.81%,10.27%,22.04%,-5.02%,24.27%,-5.02%,48.86%,59.38,0.76%,1.14%,1.80,89486.66,1.00,172.99,1.91%,89869341,10/28/2021 4:30:00 PM,174.22,12/12/1980,173.05,0.03%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",388.40,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.25,,,,,,,,,,,-0.10%,-0.51%,0.21%,-0.21%,,-0.72%,,0.03,0.33%,0.26%,-0.20%,-0.43%,0.02%,-2.12%,0.21%,-2.51%,1.16%,42.82,-0.05%,0.15%,,47.04,0.01,9.71,0.10%,604,,,5/10/2021,,
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2166.96,93.55,44.86,31.18,6.10,1.74,12.61,,3.32%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.50,0.90%,135.20%,98.50%,0.44%,1.46%,3.55,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,3.14%,-4.40%,-6.48%,-3.81%,29.61%,25.03%,1.23,1.05,2.70%,2.86%,0.81%,-4.14%,-1.89%,-11.56%,6.77%,-11.56%,33.00%,48.55,2.32%,1.26%,2.60,245.24,1.09,36.11,3.62%,268145,10/26/2021 4:30:00 PM,39.30,1/13/2011,36.11,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",34.88,11.96,,0.60,2.70,1.65,4.15,19.38,7.50%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.13,11.50%,0.32%,29.00%,1.28%,0.61%,0.95,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-3.03%,-7.25%,-16.99%,-6.57%,37.63%,42.54%,1.09,0.22,3.49%,3.51%,-3.67%,-6.17%,-3.80%,-10.99%,1.42%,-44.73%,57.49%,39.73,-1.23%,-0.92%,,20.02,2.01,6.40,-2.14%,40319,,,5/5/1995,6.49,1.41%
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",39.93,,,,,0.63,4.49,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.00%,-0.55%,0.73%,1.55,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,0.24%,-19.78%,-27.18%,-40.21%,-42.52%,-36.90%,0.97,0.02,8.64%,5.50%,-7.38%,-17.63%,-35.01%,-32.28%,9.63%,-75.33%,9.63%,36.06,1.75%,-0.99%,,625.50,1.25,0.30,0.75%,780624,,1.00,10/17/2003,0.29,-1.66%
23,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2639.44,5.22,6.88,0.52,0.69,0.99,,3.58,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-33.73%,,1.14%,13.77%,6.62,8.20%,20.50%,7.80%,0.80,0.80,0.64,0.90,57.00%,16.90%,13.20%,1.98%,-0.58%,20.46%,29.56%,60.93%,63.44%,1.12,2.82,3.45%,3.13%,0.57%,4.34%,20.49%,-6.17%,16.23%,-6.17%,77.50%,55.82,0.03%,1.28%,2.00,565.43,0.81,89.14,1.32%,458852,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.14,0.00%
24,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.79%,-5.68%,-5.16%,-12.37%,-5.97%,-8.80%,,1.19,1.09%,1.07%,-2.41%,-4.66%,-8.85%,-8.09%,2.41%,-20.23%,2.41%,38.69,0.94%,0.97%,,1111.85,1.12,81.72,1.92%,1245807,,,8/15/2008,81.72,0.00%
