,ticker,allocation,companyName,start_price,current_price,initial_investment,shares,cash_now,return,rank
1,WFRD,14.759249873289406,Weatherford International plc,34.16999816894531,35.810001373291016,368.98,10.8,386.75,4.82,1.0
9,SBLK,2.7876330461226555,Star Bulk Carriers Corp.,28.899999618530273,29.920000076293945,69.69,2.41,72.11,3.47,2.0
4,SBOW,11.748606183476937,"SilverBow Resources, Inc.",30.0,30.90999984741211,293.72,9.79,302.61,3.03,3.0
6,LQDA,7.288393309680689,Liquidia Corporation,7.190000057220459,7.380000114440918,182.21,25.34,187.01,2.63,4.0
7,VIST,6.234161175874303,"Vista Oil & Gas, S.A.B. de C.V.",8.289999961853027,8.5,155.85,18.8,159.8,2.53,5.0
2,VRTV,13.948302078053725,Veritiv Corporation,117.08000183105469,116.95999908447266,348.71,2.98,348.54,-0.05,6.0
3,OAS,13.492143943233653,Oasis Petroleum Inc.,147.8699951171875,147.69000244140625,337.3,2.28,336.73,-0.17,7.0
5,DAC,11.61682716675114,Danaos Corporation,93.5,93.12000274658203,290.42,3.11,289.6,-0.28,8.0
0,OBE,14.860618347693867,Obsidian Energy Ltd.,8.239999771118164,8.149999618530273,371.52,45.09,367.48,-1.09,9.0
8,BCRX,3.264064875823619,"BioCryst Pharmaceuticals, Inc.",18.139999389648438,16.84000015258789,81.6,4.5,75.78,-7.13,10.0
