"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",42565.22,35.67,26.30,2.55,6.74,7.85,27.03,40.12,0.60%,19.10%,3.94,71.00%,10.37%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.64%,90.70%,0.22%,1.42%,2.64,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-3.23%,-6.85%,-9.25%,-5.91%,10.30%,-12.01%,1.02,3.81,2.27%,2.34%,-7.92%,-9.18%,-7.19%,-15.22%,-0.28%,-21.77%,24.90%,31.66,-1.37%,-1.56%,,1619.79,1.16,140.47,-2.91%,1879719,11/22/2021 4:30:00 PM,175.32,11/18/1999,140.47,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",11074.42,13.98,9.20,,0.99,2.90,7.63,246.10,0.67%,0.00%,4.29,85.00%,3.85%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.17,0.10%,-49.91%,77.60%,0.28%,8.01%,1.73,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,-2.42%,14.19%,4.91%,71.82%,160.07%,0.79%,2.42,2.86,4.82%,4.56%,1.39%,14.07%,36.89%,-6.71%,38.81%,-6.71%,247.11%,58.06,-0.74%,-1.45%,1.80,8543.83,0.70,60.05,-2.18%,5945347,1/19/2022 4:30:00 PM,62.85,10/18/2016,60.20,0.25%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61%,0.73%,2.68%,0.10%,-1.58%,-0.88%,,0.14,0.63%,0.65%,0.27%,0.27%,0.60%,-2.99%,3.27%,-5.16%,7.97%,52.39,-0.17%,0.00%,,199.95,0.65,18.02,-0.17%,129935,,,8/15/2018,18.03,0.06%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.78,43.44,,,,1.30,1354.20,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,0.00%,0.08%,0.31,,,,1.70,1.70,0.00,0.00,,,,-0.41%,-0.41%,-0.31%,-0.21%,,-0.10%,,0.03,0.25%,0.26%,-0.29%,-0.59%,-0.52%,-1.32%,0.00%,-2.70%,2.42%,35.94,0.31%,-0.41%,,257.26,0.84,9.73,-0.10%,215143,,,3/25/2021,9.73,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",53.82,,,,1.79,1.83,4.56,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.01%,0.01,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-19.63%,35.38%,-26.36%,-46.32%,34.99%,64.41%,1.42,0.34,14.15%,21.06%,8.27%,2.21%,-31.70%,-40.14%,76.00%,-91.09%,76.00%,49.96,-3.30%,-4.71%,1.50,646.88,0.29,1.76,-7.85%,184419,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.80,2.27%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",215.32,,,,,223.86,307.60,,,,-0.02,,,,,,,,21.86,17.41,25.41%,0.00%,42.00%,241.16%,0.02%,0.04,,,,4.40,4.40,0.00,0.00,,,,-0.20%,1.03%,,,,0.61%,,0.04,0.18%,0.33%,0.28%,0.63%,0.63%,-0.61%,5.46%,-0.61%,5.46%,53.68,-0.20%,0.20%,,78.35,0.23,9.85,0.00%,17996,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,228.64,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,0.30%,1.41%,2.55%,,,0.30%,,0.09,0.72%,0.67%,0.30%,0.90%,1.21%,-4.46%,2.65%,-4.46%,3.07%,54.66,-0.40%,0.39%,,71.18,0.21,10.06,-0.01%,14762,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.67%,-3.93%,,,,-14.16%,,0.04,3.89%,9.17%,-8.97%,-7.04%,-7.04%,-28.28%,6.71%,-28.28%,6.71%,43.66,0.04%,0.52%,,57.82,0.03,0.48,0.57%,1525,,,11/11/2021,0.48,-0.04%
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",434.67,,,,4346.74,1.38,2.69,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.72%,5.11%,3.39,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,0.18%,-13.70%,-16.43%,-27.30%,15.07%,-9.23%,1.47,1.63,8.35%,6.27%,-9.24%,-7.59%,-15.88%,-32.55%,16.91%,-55.98%,53.16%,42.63,-8.67%,-2.08%,1.60,186.67,1.45,21.92,-10.57%,270278,,48.75,8/8/2017,21.90,-0.09%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51%,2.23%,-4.37%,-1.51%,1.70%,-2.15%,,0.70,0.86%,0.75%,-1.18%,-1.22%,-3.42%,-5.16%,3.37%,-9.36%,7.51%,44.67,-0.13%,-1.53%,,2.51,0.94,62.87,-1.66%,2359,,,7/21/2010,,
