"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",45037.34,36.86,27.17,2.63,7.13,8.11,28.60,42.45,0.58%,19.10%,3.94,71.00%,10.37%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.27%,90.70%,0.22%,1.34%,2.59,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-7.23%,-6.11%,-3.24%,-2.75%,13.27%,-9.08%,1.01,3.96,3.28%,2.43%,-6.03%,-6.81%,-3.77%,-12.39%,0.05%,-19.16%,29.07%,33.44,1.31%,-1.28%,,1554.21,1.62,145.16,0.01%,2518817,11/22/2021 4:30:00 PM,175.32,11/18/1999,144.58,-0.40%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10790.42,14.33,9.56,,0.96,2.97,7.43,239.79,0.65%,0.00%,4.29,85.00%,3.26%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.17,0.10%,-51.17%,77.40%,0.04%,6.03%,1.29,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,1.95%,23.13%,30.13%,72.77%,150.57%,3.29%,2.44,2.81,5.14%,4.69%,9.15%,20.28%,42.64%,-2.15%,42.26%,-2.15%,255.72%,66.42,-0.13%,-1.20%,1.80,8638.35,0.65,61.54,-1.33%,5625965,1/19/2022 4:30:00 PM,59.66,10/18/2016,61.55,0.02%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.47%,2.75%,-0.49%,-2.56%,-1.49%,,0.15,0.66%,0.66%,0.14%,-0.17%,0.13%,-3.58%,2.64%,-5.74%,7.31%,50.26,0.51%,-0.22%,,201.42,0.67,17.91,0.28%,134896,,,8/15/2018,,
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1219.98,43.62,,,,1.31,1355.53,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,,0.10%,0.36,,,,1.70,1.70,0.00,0.00,,,,0.10%,-0.10%,-0.10%,-0.41%,,0.31%,,0.03,0.38%,0.25%,0.06%,-0.25%,-0.13%,-0.91%,0.41%,-2.30%,2.84%,49.48,-0.20%,0.20%,,272.09,0.06,9.77,0.00%,16219,,,3/25/2021,9.78,0.10%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",51.51,,,,1.73,2.28,4.37,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.10%,0.05,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,84.03%,39.49%,-6.41%,-21.79%,73.81%,104.58%,1.44,0.37,53.16%,21.04%,49.49%,25.30%,-16.93%,-25.51%,119.00%,-88.91%,119.00%,58.76,-10.25%,-7.58%,1.50,591.46,2.31,2.19,-17.05%,1364535,11/10/2021 4:30:00 PM,32.50,1/29/2008,2.23,1.83%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.20,,,,,224.55,306.00,,,,-0.02,,,,,,,,21.68,17.41,25.41%,0.00%,42.00%,248.13%,0.01%,0.02,,,,4.40,4.40,0.00,0.00,,,,0.92%,1.13%,,,,0.92%,,0.07,0.54%,0.34%,0.79%,1.02%,1.02%,-0.30%,5.78%,-0.30%,5.78%,57.13,0.41%,-0.30%,,85.52,0.10,9.88,0.10%,8345,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,227.95,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,1.21%,0.15%,2.03%,,,0.00%,,0.08,0.14%,0.53%,0.10%,0.64%,0.94%,-4.75%,2.35%,-4.75%,2.77%,52.18,0.00%,0.00%,,67.63,0.00,10.03,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,6.24%,,,,-1.70%,,0.05,5.36%,10.02%,5.62%,6.53%,6.53%,-17.87%,22.20%,-17.87%,22.20%,53.27,0.00%,1.85%,,64.51,0.07,0.55,1.85%,4280,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",474.58,,,,4745.77,1.38,2.94,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,52.70%,-2.94%,1.90%,1.30,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-12.37%,-2.32%,-18.81%,-32.78%,23.62%,-9.40%,1.48,1.45,6.05%,6.21%,-10.10%,-9.33%,-15.76%,-32.68%,16.69%,-56.06%,52.88%,39.70,2.82%,-2.16%,1.70,181.01,0.36,21.88,0.60%,65788,,50.00,8/8/2017,21.88,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.90%,0.24%,-0.50%,-4.66%,4.39%,-1.65%,,0.70,0.86%,0.68%,-0.03%,-0.88%,-2.93%,-4.68%,3.90%,-8.90%,8.05%,47.38,-0.06%,-0.89%,,2.51,0.65,63.19,-0.96%,1633,,,7/21/2010,,
