,Date,News Headline,Article Link,Source
0,2022-03-02 09:30,10 Dividend Stocks to Buy According to Matthew Barretts Glendon Capital Management,https://finance.yahoo.com/news/10-dividend-stocks-buy-according-143057437.html,Insider Monkey
1,2022-02-25 21:02,Top Materials Stocks for March 2022,https://www.investopedia.com/top-materials-stocks-4582152?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,Investopedia
2,2022-02-24 12:32,CF Hits Record as Ukraine Crisis Threatens Fertilizer Supply,https://finance.yahoo.com/news/cf-hits-record-ukraine-crisis-173250082.html,Bloomberg
3,2022-02-23 17:58,"CF Industries Holdings, Inc. to Participate in Upcoming Investor Conferences",https://finance.yahoo.com/news/cf-industries-holdings-inc-participate-225800512.html,Business Wire
4,2022-02-17 09:09,"Company News for Feb 17, 2022",https://finance.yahoo.com/news/company-news-feb-17-2022-140902536.html,Zacks
5,2022-02-17 07:45,"Nutrien Earnings, Guidance Shoot Past Views; NTR Stock Near Buy Point",https://www.investors.com/news/cf-ntr-earnings-due-for-cream-of-the-crop-fertilizer-stocks/?src=A00220,Investor's Business Daily
6,2022-02-17 05:59,"Is CF Industries Holdings, Inc. (NYSE:CF) Potentially Undervalued?",https://finance.yahoo.com/news/cf-industries-holdings-inc-nyse-105937718.html,Simply Wall St.
7,2022-02-16 12:00,Stock Market Trades Lower On Mixed Ukraine Signals; Retail Sales Climb,https://www.investors.com/market-trend/stock-market-today/stock-market-trades-lower-on-mixed-ukraine-signals-retail-sales-climb/?src=A00220,Investor's Business Daily
8,2022-02-16 10:22,"Stock Market Falls As It Keeps Eye On Ukraine, Earnings, Fed; S&P Clings To Key Level",https://www.investors.com/market-trend/stock-market-today/stock-market-falls-as-it-keeps-eye-on-ukraine-earnings-fed-sp-clings-to-key-level/?src=A00220,Investor's Business Daily
9,2022-02-16 09:51,"Dow Jones Falls Ahead Of Fed Minutes; Airbnb Rallies, Roblox Crashes On Earnings",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-ahead-of-fed-minutes-airbnb-jumps-roblox-plunges-on-earnings/?src=A00220,Investor's Business Daily
