no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40597.02,53.89,38.3,2.95,14.64,10.55,11.99,44.4,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.73,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-7.32%,5.04%,45.74%,40.38%,79.30%,-7.71%,1.19,4.3,2.94%,3.27%,-3.30%,2.80%,35.17%,-10.70%,34.13%,-10.70%,102.49%,46.87,0.68%,-1.04%,2.3,2262.13,0.65,132.67,-0.36%,1461748,11/1/2021 4:30:00 PM,135.51,6/6/2014,130.99,-1.27%,59.0,94,1.45,132.67,137.56,129.7,98.46,65.52,148.57,16.0,2.14,56.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42322.29,19.97,17.66,1.43,2.79,,44.04,14.64,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-1.06%,1.92%,22.50%,31.83%,65.52%,-1.62%,0.88,50.52,2.50%,2.39%,1.67%,7.33%,25.87%,-2.25%,16.69%,-2.25%,85.52%,58.31,0.76%,0.63%,2.2,158.5,0.85,2062.49,1.40%,135508,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2062.49,0.00%,63.0,91,1.34,2062.49,2032.39,1926.39,1642.07,1111.71,2110.0,17.0,5.57,57.0,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35377.97,24.62,18.75,2.24,1.36,4.45,12.78,17.93,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.45,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-2.58%,3.32%,7.17%,23.16%,71.89%,-2.58%,1.42,2.73,2.28%,2.28%,0.26%,2.09%,13.22%,-4.77%,11.71%,-4.77%,76.54%,51.47,-1.50%,0.56%,2.1,1355.04,0.88,105.71,-0.95%,1196844,10/28/2021 8:30:00 AM,128.17,6/10/2004,105.71,0.00%,66.0,93,1.39,105.71,105.58,103.57,93.53,60.43,111.0,21.0,21.25,60.0,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,242170.4,47.31,39.34,4.74,1.19,13.2,17.97,7811.95,0.57%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.05,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-2.50%,1.44%,21.40%,33.33%,49.43%,-3.15%,0.64,12.88,1.93%,2.40%,-0.79%,3.04%,24.23%,-3.80%,14.25%,-3.80%,79.09%,50.48,0.66%,-0.68%,2.2,2205.23,1.12,549.8,-0.02%,2480055,12/9/2021 4:30:00 PM,549.05,11/27/1985,550.79,0.18%,63.0,86,1.21,549.8,555.18,534.86,443.62,307.0,571.49,22.0,-0.14,57.0,True
2135,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32464.01,27.98,9.22,1.12,3.64,3.64,13.99,11.8,0.91%,26.40%,1.73,3266.70%,55.11%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.69%,92.10%,4.00%,2.62%,1.57,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,10.76%,10.81%,30.20%,76.87%,177.16%,9.81%,3.06,2.02,3.85%,4.32%,13.16%,15.96%,57.38%,-0.63%,36.06%,-0.63%,219.58%,67.35,-0.14%,3.93%,1.8,10684.14,1.35,48.37,3.78%,14464828,11/2/2021 4:30:00 PM,51.27,3/17/1992,48.42,0.10%,75.0,98,2.11,48.37,42.99,42.71,32.02,16.11,48.99,27.0,6.0,66.66666666666667,True
2585,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,28993.16,40.46,39.09,6.74,19.28,9.73,441.97,80.81,2.30%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-46.65%,96.00%,-2.78%,1.67%,3.45,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-3.51%,4.29%,26.23%,25.67%,99.73%,-4.00%,0.35,5.15,2.71%,2.13%,0.32%,5.51%,24.77%,-4.89%,18.73%,-4.89%,104.25%,54.93,0.13%,-0.17%,2.1,634.34,1.05,217.65,-0.04%,663821,10/27/2021 4:30:00 PM,220.79,8/12/2004,217.65,0.00%,66.0,96,1.62,217.65,217.38,206.89,174.87,107.78,228.84,16.0,1.44,59.333333333333336,True
4570,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,17103.99,17.25,14.88,0.51,1.33,2.96,42.47,11.59,1.68%,7.20%,3.44,20.40%,3.16%,8.80%,33.50%,10.10%,51.60%,8.20%,294.03,289.67,0.30%,-0.21%,99.90%,-0.91%,1.97%,3.61,8.30%,17.80%,8.50%,1.8,0.8,0.4,0.4,40.60%,11.20%,8.10%,0.03%,1.16%,14.24%,16.46%,55.60%,-1.12%,1.62,1.33,2.56%,2.07%,2.78%,3.17%,15.17%,-1.77%,10.03%,-1.77%,70.62%,57.2,0.52%,0.56%,1.5,1577.29,0.74,59.36,1.09%,1167867,10/28/2021 8:30:00 AM,65.89,10/3/2003,60.0,1.08%,84.0,89,1.26,59.36,57.84,57.62,51.63,34.79,60.43,19.0,11.0,64.0,True
4612,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,172281.06,22.39,19.94,1.34,1.81,,,34.57,1.24%,22.50%,11.51,41.20%,8.24%,23.20%,16.70%,8.70%,198.70%,2.70%,690.0,673.19,0.05%,0.00%,77.50%,-2.64%,1.17%,2.43,16.60%,,28.80%,1.2,0.4,,,33.10%,12.40%,8.60%,0.55%,0.34%,24.00%,31.98%,57.47%,-0.27%,1.29,5.03,1.92%,1.88%,1.34%,4.53%,22.20%,-2.10%,11.98%,-2.10%,70.90%,57.38,0.06%,1.13%,1.9,3242.9,1.1,257.79,1.19%,3578089,11/17/2021 8:30:00 AM,274.56,12/19/1979,258.24,0.18%,72.0,90,1.28,257.79,254.43,247.15,211.35,150.84,263.31,17.0,6.51,59.666666666666664,True
4692,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,26815.7,,145.18,,7.05,,5.79,34.93,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.41,1.70%,0.00%,73.30%,2.38%,9.02%,5.99,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-0.31%,9.86%,20.58%,42.65%,63.46%,-0.29%,1.31,4.7,3.71%,4.05%,4.77%,7.36%,28.69%,-6.58%,21.16%,-6.58%,81.15%,59.67,1.02%,0.57%,2.2,2266.09,0.83,119.34,1.59%,1891734,11/4/2021 4:30:00 PM,115.0,12/14/2005,119.34,0.00%,63.0,91,1.32,119.34,114.35,111.52,92.92,65.88,127.75,21.0,-3.64,58.333333333333336,True
6398,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22096.51,16.03,13.53,1.88,2.23,2.65,3.07,3.49,0.98%,15.00%,6.64,71.00%,15.30%,22.20%,8.54%,12.40%,102.70%,28.70%,205.4,183.15,0.40%,-3.49%,77.30%,-2.40%,1.57%,2.87,2.50%,18.10%,3.20%,,,0.35,4.33,96.00%,18.10%,14.20%,5.44%,7.70%,11.12%,21.03%,57.06%,6.10%,1.19,2.83,2.97%,2.25%,6.92%,7.06%,16.12%,-2.38%,14.51%,-2.38%,69.24%,63.79,0.20%,1.22%,1.8,1001.1,1.24,106.52,1.42%,1241380,1/26/2022 4:30:00 PM,122.0,7/1/1983,106.45,-0.07%,75.0,89,1.27,106.52,100.01,99.58,91.87,62.94,109.12,16.0,14.53,60.0,True
6638,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,172327.96,34.52,24.71,1.52,9.35,3.61,5.02,22.67,0.79%,27.30%,2.63,-20.60%,13.16%,15.60%,22.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.88%,87.60%,17.64%,0.89%,2.61,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,7.41%,11.60%,18.79%,28.62%,53.64%,7.90%,1.04,2.25,2.36%,2.23%,8.38%,10.46%,22.13%,-0.12%,18.68%,-0.12%,78.75%,69.58,-0.19%,1.79%,2.1,5438.55,1.44,90.74,1.60%,7830401,1/18/2022 8:30:00 AM,95.06,9/22/1987,90.76,0.02%,66.0,88,1.24,90.74,84.2,82.3,74.43,50.77,91.5,20.0,4.76,58.0,True
