date,AMN,AVID,CARR,CRL,FIVN,LSI,NAVI,TGT,UPS,XPEL,portfolio
2021-07-23,111.14612385993406,84.33479755548983,655.4439377194254,125.49419545604655,255.50041795312274,68.09216905089886,49.07815307346233,486.1444837873468,57.26388882115237,607.5018327231212,2500.0
2021-07-26,111.17999610410105,85.02026055377343,650.619829713743,124.52841705439903,265.08168362636485,67.73466728829351,49.698453289254324,485.8243173508851,56.78205496483438,571.195510175763,2467.665190121412
2021-07-27,111.89131323160774,78.85109356922119,656.2056389834805,124.36375975313454,261.4469496471154,68.05641887463833,49.67364128062264,481.17248736229516,52.814497325095914,512.7818724139245,2397.2576724411365
2021-07-28,111.17999610410105,83.30660305806447,651.3815309777982,126.53913602176354,263.2375906515986,68.84888111508018,48.11048473682683,479.42098862165193,51.960963065332614,524.8839799297106,2408.870154281928
2021-07-29,112.88489906050599,84.42619262192765,681.2148304866234,128.40736309380299,274.46250441104536,68.89058965405081,49.00371704756729,487.33098293423416,51.89763632993082,551.0652719316834,2489.583987571372
2021-07-30,113.53976244773436,85.43153835274357,697.8453080851601,128.850671212592,268.98367745702967,68.93229819302142,49.475145211569206,486.1821504269305,51.77648953177086,554.7797801791028,2505.7968210976546
2021-08-02,114.16075359079575,87.14519584845252,689.7204946019056,128.43269498630522,269.78545701127587,69.18850778955526,50.14506944462455,479.0819888653984,51.93342970211444,556.8766799961944,2496.470271836622
2021-08-03,116.64471816304133,82.59829129317143,722.2197485349237,130.2185934077124,266.45807186115417,69.92734476560632,50.219505470519586,488.3291488832029,52.53090368394875,516.3166463913076,2495.462972454588
2021-08-04,114.22849807912972,62.97120077565158,720.4424455854619,131.82400209504124,280.2219542090473,69.6592184436523,49.37589717704248,485.22165111754555,51.622302697749106,504.4541845689034,2470.0213547492244
2021-08-05,120.21259454863043,65.98723796809934,711.3020304168004,129.81644961423953,278.2442313085733,71.07730876865352,50.36837752230967,486.84131661964574,51.523182590163685,515.1783293477434,2480.551058704859
2021-08-06,120.35937427335404,64.8904971708456,712.0637316808557,129.32247771044604,269.50483416728974,70.64234829081701,52.1548421437906,484.3929850467036,52.112396563032554,502.59693044519366,2458.0404174923283
2021-08-09,117.8641189530528,66.76409603282073,710.2864287313937,129.63912636672393,267.82109710337267,70.6483066535271,52.055594109263886,488.724648598832,51.67461608786363,491.03402573951684,2446.512058376367
