date,CARR,CRL,EXR,IDXX,INTU,TGT,UPS,portfolio
2021-07-23,293.75,75.27173913043478,679.3478260869564,304.34782608695656,347.82608695652175,679.3478260869565,120.1086956521739,2500.0
2021-07-26,291.5879817935309,74.69246277711467,676.7790998155655,300.80746953187577,348.4001336143083,678.9004192360102,119.09806858519005,2490.2656353535954
2021-07-27,294.0913712957583,74.59370090704043,680.9131436585855,301.36901307468906,344.19045812387367,672.3998608722602,110.77627656505433,2478.333824497261
2021-07-28,291.9293530892892,75.89849715205982,683.9635061058623,305.15504492975066,344.3158246353443,669.952282217083,108.98602290354006,2480.2005310329296
2021-07-29,305.2997288398218,77.01906452405609,688.5791861247682,308.9191414901711,345.89940162234166,681.0058632404637,108.85319763187933,2515.5755834735023
2021-07-30,312.75300213054425,77.28496186656369,690.1846400443876,297.67510945712024,348.8356172857325,679.4004621870679,108.59909711218053,2514.732890083597
2021-08-02,309.1117083091226,77.03425865791368,694.7200473673124,297.75846357675664,347.2190491115061,669.478557316081,108.9282727854267,2504.250357124119
2021-08-03,323.6768835948092,78.10544509487283,699.7370908661231,305.1945284601047,348.9741802720948,682.4007198934141,110.18145034848669,2548.2702985299056
2021-08-04,322.88035057137324,79.06837332809675,696.4860466788938,306.42729201893707,352.8473456527925,678.0582416342288,108.2756964507457,2544.043346335068
2021-08-05,318.7838950222739,77.8642382198838,696.9676828547796,309.62107091868774,354.12740371728205,680.3215939390162,108.06779602553758,2545.753680697461
2021-08-06,319.1252663180322,77.56795260966106,695.603047023103,300.601277762249,351.67945762488193,676.9002474317795,109.30364855316357,2530.78089732287
2021-08-09,318.3287332945962,77.75787928288077,694.9207291072647,301.1321118925647,352.29969194478923,682.9533989445831,108.38542167516108,2535.77796614184
2021-08-10,320.43385628510555,77.35523473565499,688.2179589928537,294.60416820736,348.94118908486575,687.2695591537125,108.17174623814164,2524.9937126976943
2021-08-11,322.0269223319775,75.83012354970072,687.3349593370631,291.87980461292983,350.32681894848844,684.5061638978674,109.18814831693683,2521.0929409949636
2021-08-12,316.8494576796436,77.44829880553263,692.2315937919022,296.42041060364676,353.41479407313324,681.5585422916328,109.89269975791987,2527.815797003411
2021-08-13,317.81667635095874,78.10164656140844,696.2853649389413,294.85423056626905,355.9287225399915,680.6900466397956,110.0890501595053,2533.76573775687
2021-08-16,320.37696106914586,79.01519385959523,694.7601837153029,296.3370564840104,357.37373654062657,684.8746165986469,111.83887873834023,2544.576627005668
2021-08-17,312.1840499709471,79.28488973556722,699.0547729502848,297.4952400410629,352.715380903876,665.0308068566732,112.23157954151111,2517.9967199999223
2021-08-18,312.29784040286654,79.02469019325622,691.4690031800831,296.9775670875319,350.8150885194792,646.5555357175942,110.55105110441222,2487.6907762052233
2021-08-19,312.75300213054425,79.83187855443997,699.5364091261706,299.0701941962971,357.7036484129177,640.8971549556258,110.135250253996,2499.9275376299915
2021-08-20,313.43574472206086,80.67135445007109,703.7105893171812,299.2588377302109,358.92432234039484,661.7673686497703,110.24497547841139,2528.013192688101
2021-08-23,316.2805055200465,80.87267672368398,703.1085440973238,294.4199117323744,363.66185682649524,659.4776982949273,110.11215020675064,2527.933343401602
2021-08-24,320.43385628510555,81.19555206815748,704.6738616689528,295.0472611591111,364.6647889182602,654.582540984573,110.2623005138454,2530.8601615980056
2021-08-25,326.8061204725934,82.21735757007951,714.3065851866693,296.74944002326396,365.713908672146,655.8721254373007,110.03707505320328,2551.702612415256
2021-08-26,324.8147879140035,83.12140853460532,719.32362868548,295.4069999912259,363.7608303881825,650.1611085752207,109.74254945082512,2546.331313539543
2021-08-27,330.10604299825684,82.95047452870759,727.0699438476437,293.1739869967573,372.5100932413429,650.7401056764455,110.27962554927942,2566.8302728384333
2021-08-30,328.45608173542513,84.45659304733988,735.779531361579,301.37778719254555,372.2725566932933,651.2138305774475,110.68387637607296,2584.2402569837036
2021-08-31,326.00958744915744,84.30085317529972,740.7965748603897,295.58248234835503,372.6222632779219,645.00277076431,111.60787826588677,2575.9224101413206
2021-09-01,327.6595487119892,84.28755830817434,752.1551613416971,296.9600188518189,370.66258675651267,643.3973697109142,112.04677916354835,2587.1690228446546
2021-09-02,327.83023435986826,85.2846733425778,759.419840327975,300.7065671765265,368.46537368705384,641.9498769578523,113.06895625415487,2596.7255221060086
2021-09-03,324.9854735618826,85.38153594591985,767.7280643620054,301.9744272067847,370.74176560586255,638.0284874995579,112.58385526200261,2601.4236094440157
2021-09-07,318.21494286267676,85.30936381009637,756.6102959686409,299.05264596058413,368.9140538333698,633.8702355907624,111.56745318320742,2573.538991209338
2021-09-08,320.71833236490414,84.61233291938004,762.5504754712329,301.69804249430626,373.5988024199036,642.7131004094668,111.00727703750779,2596.8983631167016
2021-09-09,321.1165988766221,84.13751623633077,741.6795745161803,296.81524590718743,373.70437421903677,640.9761091057927,107.83102054127279,2566.2604394024224
2021-09-10,319.4097423978307,83.75766288989135,741.318347384266,299.0263236070148,373.46023943354135,638.6338026508382,110.25652550203405,2565.8626438654164
2021-09-13,315.48397249661053,81.90018002580261,738.9503028528273,287.37429509363864,366.9081896498398,634.8703214928777,110.90332682490373,2536.3905884365004
2021-09-14,311.216831299632,82.85361192536554,732.4080781303782,290.1556904541358,374.0474825662195,632.6069691880903,108.97447287991739,2532.263136443739
2021-09-15,315.5977629285299,83.5278516152955,734.7359863138264,290.2697539862698,376.57460750796946,637.5810806486115,110.30850060833609,2548.5955436088384
2021-09-16,311.7288882432694,83.03404226492425,729.9597609029586,291.059424593351,377.08267179129774,644.9238166141429,110.09482517131664,2547.8834295812608
2021-09-17,311.33062173155145,83.65320321962051,718.6413107696418,290.29607633983915,369.81801236344745,644.1869112125842,108.41429673421776,2526.3404323709024
