rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,NOTV,"Inotiv, Inc.",26.0,1.0,99,4.91,34.69,38.0,9.54,$4.85,$50.33,32.81,31.06,24.04,106.5,True
3,76.33333333333333,BPOP,"Popular, Inc.",53.0,1.7,87,1.59,80.38,86.25,7.3,$38.05,$83.72,78.96,76.58,72.6,89.0,True
4,75.33333333333333,SGH,"SMART Global Holdings, Inc.",52.0,1.7,85,1.55,52.08,69.0,32.49,$24.37,$58.39,47.33,46.94,46.61,89.0,True
5,74.83333333333333,HCCI,"Heritage-Crystal Clean, Inc",43.0,1.4,85,1.54,30.44,34.6,13.67,$14.11,$34.91,29.54,29.03,27.96,96.5,True
6,74.33333333333333,UEC,Uranium Energy Corp.,32.0,1.5,97,2.77,3.5,3.91,11.71,$0.82,$3.77,3.14,2.83,2.61,94.0,True
7,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.09,10.52,11.5,9.32,$2.10,$12.01,10.76,9.6,8.14,81.5,True
9,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.93,50.25,61.5,22.39,$12.30,$54.86,49.87,48.04,36.96,89.0,True
12,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,2.93,49.78,60.06,20.65,$10.61,$53.30,48.08,43.82,38.4,86.5,True
14,70.83333333333333,AJX,Great Ajax Corp.,55.0,2.0,76,1.31,14.02,16.9,20.54,$7.57,$14.28,13.8,13.75,12.38,81.5,True
17,70.0,AKR,Acadia Realty Trust,46.0,2.3,90,1.76,22.47,24.14,7.43,$9.10,$23.00,21.43,21.11,20.1,74.0,True
19,69.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,86,1.58,14.68,16.17,10.15,$6.73,$16.28,14.57,13.49,12.95,81.5,True
20,69.66666666666667,AGO,Assured Guaranty Ltd.,35.0,1.7,85,1.54,53.47,58.0,8.47,$24.02,$53.76,49.15,48.81,45.4,89.0,True
21,69.33333333333333,SB,"Safe Bulkers, Inc.",41.0,2.5,98,3.6,4.7,5.0,6.38,$0.82,$5.44,4.9,4.38,3.37,69.0,True
24,68.83333333333333,AVID,"Avid Technology, Inc.",39.0,2.4,96,2.6,29.47,42.5,44.21,$8.21,$40.48,29.23,27.57,26.73,71.5,True
25,68.83333333333333,KE,"Kimball Electronics, Inc.",10.0,1.0,90,1.75,28.72,33.0,14.9,$11.60,$29.99,27.18,25.3,23.07,106.5,True
26,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,3.04,10.4,14.63,40.67,$2.41,$13.15,10.12,8.99,8.54,79.0,True
28,68.33333333333333,LPLA,LPL Financial Holdings Inc.,30.0,1.7,86,1.58,173.1,188.88,9.12,$75.25,$173.82,162.71,152.57,140.99,89.0,True
30,68.33333333333333,EVC,Entravision Communications Corporation,14.0,1.5,97,2.97,7.68,10.5,36.72,$1.71,$8.11,7.44,7.21,5.11,94.0,True
33,68.0,EVRI,Everi Holdings Inc.,16.0,1.5,94,2.05,24.33,30.75,26.39,$8.15,$26.61,24.44,23.17,19.13,94.0,True
34,68.0,KRG,Kite Realty Group Trust,42.0,2.1,83,1.47,21.41,23.15,8.13,$10.00,$23.14,21.45,20.61,19.97,79.0,True
36,67.5,OLN,Olin Corporation,21.0,1.8,95,2.18,50.62,62.25,22.98,$16.03,$52.55,49.44,48.43,41.45,86.5,True
39,67.16666666666667,KFY,Korn Ferry,14.0,1.4,91,1.82,74.95,97.75,30.42,$29.95,$77.93,74.98,72.34,64.9,96.5,True
40,66.83333333333333,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,84,1.52,18.77,24.0,27.86,$8.62,$22.16,18.84,17.05,16.69,106.5,True
44,66.66666666666667,CMRE,Costamare Inc.,14.0,1.3,87,1.61,14.41,16.0,11.03,$5.50,$16.72,15.03,14.39,11.28,99.0,True
