date,AZO,DRE,LOW,ZTS,portfolio
2021-12-15,574.358855739612,498.44796316597746,445.6533228980773,981.5398581963333,2500.0
2021-12-16,563.8814752848581,496.0698879222619,438.212490107328,984.6272871816161,2482.791140496064
2021-12-17,559.7180191421592,492.1856487123423,429.30078423941455,990.9712378817011,2472.175689975617
2021-12-20,559.1376726936159,493.92959284740823,425.026634715509,990.7597426940147,2468.8536429505475
2021-12-21,558.0358118744348,493.5332115126098,427.38001044598013,1005.0548653172364,2484.003899150261
2021-12-22,567.5094534223726,497.5759910984445,432.08676190692245,1021.6761118155416,2518.848318243281
2021-12-23,564.80109013845,496.14912771520875,432.76162622694756,1025.651665458163,2519.3635095387694
2021-12-27,573.9298846724395,509.70426906592706,439.00844588198845,1042.5688888710213,2565.2114884913763
2021-12-28,577.5409900848771,510.4969709455025,439.562192256139,1033.0106896385137,2560.6108429250326
2021-12-29,589.9052408823267,516.3629040643392,445.70519274453886,1044.7681931989653,2596.74153089017
2021-12-30,584.4324544287283,516.4421742522968,443.66332749646915,1036.859359096102,2581.397315273596
2021-12-31,587.7603855464647,520.3264134622164,447.27988498834395,1032.0802271609016,2587.4469111579265
2022-01-03,573.3831467756725,511.76523316280174,442.1405315903649,989.7870716719161,2517.075983200755
2022-01-04,583.2352781139293,505.18586835234714,449.581337889875,952.1038261128247,2490.106310468976
2022-01-05,570.2766830087954,491.94783814846966,440.8254005087819,915.900852953858,2418.950774619905
2022-01-06,578.2559418634977,487.9050889576457,446.085924835114,919.5380918616534,2431.7850475179107
2022-01-07,564.8767949414328,477.28294456135643,434.49206046633367,892.7664983880545,2369.4182983571773
2022-01-10,564.285222825901,476.8073234336112,428.60862114015583,899.1527869084131,2368.853954308081
2022-01-11,561.010510952576,477.7585656891017,431.74068035729306,899.9986383833719,2370.5083953823428
2022-01-12,575.5615764387161,477.20367437339894,433.8517937047758,900.0409115657518,2386.6579560826426
2022-01-13,574.305533821417,477.28294456135643,433.81719614630856,875.468622420097,2360.874296949179
2022-01-14,570.1224669860829,474.11216743806546,421.18508712864013,872.0005408797147,2337.4202624325035
2022-01-18,551.640638375092,468.1669337362605,413.91072528537023,857.282557156907,2291.00085455363
2022-01-19,545.5650541389734,461.03264721509237,407.4696718641106,849.6787492736933,2263.7461224918698
2022-01-20,541.8697904487174,458.09968065567404,388.77154589931774,855.5246003661034,2244.2656173698124
2022-01-21,544.5220938468871,456.83135764835333,390.6639475755099,848.6197220258157,2240.6371210965663
2022-01-24,552.9219045185204,452.0751767659115,403.38978259766304,847.5183569576647,2255.9052208397597
2022-01-25,541.3735338288036,451.44101526225114,399.3272186016884,827.1002805923958,2219.242048285139
2022-01-26,527.5682222563133,447.5568064473423,396.01123071040263,804.1829154352304,2175.3191748492886
2022-01-27,534.8662063333601,438.36149503927805,392.2438056109697,794.9482288599268,2160.419735843535
2022-01-28,547.0425983317265,453.34346937822147,407.97316435739407,827.3120989695501,2235.6713310368923
2022-01-31,556.9087275291245,458.02038007270573,412.07043187679295,846.3321869731797,2273.3317264518028
2022-02-01,563.979597197223,453.50200975413657,413.80656173261895,842.4349744575374,2273.7231431415157
2022-02-02,578.7297471494347,466.58152997710965,415.12601088620056,856.4141470571002,2316.851435069845
2022-02-03,569.1944671068442,466.10590884936437,406.44536160707065,851.1190108177123,2292.8647483809914
2022-02-04,565.9786215360193,457.22770858814107,397.695278789853,845.2731597253021,2266.1747686393155
2022-02-07,559.754468335277,454.2947420287227,394.1362072871619,848.5773842055422,2256.762801856704
2022-02-08,565.5048162500823,452.55079789365675,402.3654458493839,852.7287529186121,2273.1498129117354
2022-02-09,562.2245257678576,464.044914357479,405.6641084701968,856.9224594519555,2288.856008047489
2022-02-10,543.7847249588841,443.51405725651836,394.795918618333,844.5530289532926,2226.647729787028
2022-02-11,546.4678304920828,437.6480633476602,392.20910208754543,842.4349744575374,2218.759970384826
2022-02-14,539.5960110654613,432.4162917324838,392.2785356256332,832.0988581761892,2196.3896965997674
2022-02-15,542.2034460202718,430.2649632687388,396.01123071040263,837.7328908914451,2206.2125308908585
2022-02-16,540.4006655062057,429.2291316984148,394.1188290342105,826.4224876406597,2190.171113879491
