date,AMP,DVN,SPG,portfolio
2021-10-28,2430.3410444445967,13.62911528028661,56.029840275116044,2499.999999999999
2021-10-29,2419.131439293449,13.487777381892313,55.824187626822265,2488.4434043021633
2021-11-01,2448.2765603625944,14.130532712715896,56.88293641564662,2519.2900294909573
2021-11-02,2465.091214216252,14.127167276099158,60.55046932883895,2539.76885082119
2021-11-03,2484.067354817612,14.123803144421005,63.311593098439126,2561.502751060472
2021-11-04,2455.6428934156575,14.255046037903679,63.10974600489131,2533.0076854584527
2021-11-05,2453.0711130664495,14.665601901435386,64.93398682908322,2532.670701796968
2021-11-08,2466.6528896221016,14.847322429353365,63.749560769327154,2545.2497728207823
2021-11-09,2452.7499174156005,14.803575668151533,63.7876456806352,2531.3411387643873
2021-11-10,2449.7762117806947,14.244951032992052,62.44707442090098,2526.468237234588
2021-11-11,2460.062840923657,14.376193926474723,63.006913807974755,2537.4459486581063
2021-11-12,2479.511545241208,14.329080423717565,62.76317624837293,2556.6038019132984
2021-11-15,2472.680292145957,14.530993571335975,63.33063261770832,2550.5419183350014
2021-11-16,2480.7168288444304,14.61512296206149,62.789832749903724,2558.1217845563956
2021-11-17,2430.3279997170143,14.231489286525099,63.7876456806352,2508.3471346841748
2021-11-18,2436.435885748783,14.578105769154545,64.50744169520277,2515.521433213141
2021-11-19,2407.343435843838,13.662767036576817,63.502011782209685,2484.5082146626246
2021-11-22,2421.4876124471452,13.844488869433384,63.97807023717543,2499.310171553754
2021-11-23,2442.864967431401,14.618488398678227,64.37414744200944,2521.857603272089
2021-11-24,2430.7296788757767,15.173748902159558,64.37414744200944,2510.2775752199454
2021-11-26,2344.5781137639924,14.369463053241248,61.11792569817434,2420.0655025154083
2021-11-29,2360.4099827641335,14.780017611834367,60.912273049880554,2436.1022734258486
2021-11-30,2327.379994144801,14.154089464094474,58.20827371085762,2399.742357319753
2021-12-01,2289.929811890534,13.743533600562767,56.25834974296433,2359.931695234061
2021-12-02,2377.0457023356707,13.995924382616485,57.83504745280843,2448.8766741710956
2021-12-03,2332.201866938498,14.056498326902007,56.81819500280777,2403.0765602682077
2021-12-06,2359.8475827164793,14.255046037903679,58.116875796487975,2432.219504550871
2021-12-07,2423.657467510656,15.183843907071184,59.50695450453782,2498.348265922265
2021-12-08,2415.620930812182,15.113174957874035,59.96396756746471,2490.698073337521
2021-12-09,2389.663153557971,14.476902561952334,58.59380342136484,2462.7338595412884
2021-12-10,2393.359734002488,14.8531920431192,58.663078612388695,2466.876004657996
2021-12-13,2353.418254906926,14.04588004161686,58.1550429265714,2425.619177875114
2021-12-14,2348.596382113229,13.799580712888824,58.089608526911526,2420.485571353029
2021-12-15,2396.81560230407,13.676431048524806,58.51682315653432,2469.008856509129
2021-12-16,2412.808438320039,13.806422505902223,58.370573573449626,2484.985434399391
2021-12-17,2367.803635907039,13.409607645695159,58.012634134850686,2439.2258776875847
2021-12-20,2280.9287037317727,13.088049898758316,56.29608228809219,2350.3128359186235
2021-12-21,2366.758827065773,14.131400496876473,59.452079344744085,2440.3423069073933
2021-12-22,2400.431945367609,14.466640524901528,59.86004890815925,2474.7586348006694
2021-12-23,2429.2831908757485,14.38454031367932,59.83311051368431,2503.500841703112
2021-12-27,2470.34996232049,15.260270245315658,60.97619227496564,2546.586424840771
2021-12-28,2456.527227494967,15.222641036211254,60.72217736844183,2532.4720458996203
2021-12-29,2454.437609812435,15.120016750887434,61.10320266461238,2530.6608292279348
2021-12-30,2426.791894034454,14.938712498378814,61.59584582112538,2503.326452353958
2021-12-31,2424.3005971931593,15.06870395575623,61.49193303458959,2500.861234183505
2022-01-03,2445.1955433838034,15.588668480327314,61.695917816297175,2522.4801296804276
2022-01-04,2556.2603230354684,16.30361953849523,62.72738759000574,2635.2913301639696
2022-01-05,2531.0256667178037,15.944433887392568,61.976876990065605,2608.946977595262
2022-01-06,2565.2614311942298,16.54649731824727,62.796668653799266,2644.6045971662766
2022-01-07,2566.3059939085606,16.724380021779897,62.069249784200416,2645.099623714541
2022-01-10,2560.841237559295,16.590968320365075,61.91914766421239,2639.3513535438724
2022-01-11,2620.150691337559,17.035674426727347,62.284780431078644,2699.471146195365
2022-01-12,2637.590261480492,17.069883391794345,62.32326469072423,2716.9834095630104
2022-01-13,2630.5180501153704,16.98094138755874,62.731240126909064,2710.2302316298383
2022-01-14,2640.6439583694405,17.23750275333758,59.92547743504945,2717.8069385578274
2022-01-18,2565.2614311942298,17.227240716286776,59.22884949682887,2641.7175214073454
2022-01-19,2506.031968670009,16.738063607806698,57.188995806983364,2579.9590280847992
2022-01-20,2486.5032730984153,16.635439322482878,56.742536111152944,2559.881248532051
2022-01-21,2405.977185224788,15.776813220910746,56.56164893255632,2478.315647378255
2022-01-24,2418.6748738280667,16.532815037159057,56.23065376120199,2491.438342626428
2022-01-25,2399.1461782564725,17.535113572258233,56.49236786876279,2473.1736596974933
2022-01-26,2401.2357959390047,17.716417824766854,56.030515643628064,2474.9827294073993
2022-01-27,2440.775349748869,17.699313994702646,55.380071166090055,2513.8547349096616
2022-01-28,2395.610072573912,17.634317613544646,56.34611241290842,2469.590502600365
2022-01-31,2445.5972225425658,17.29907758551959,56.65401585392146,2519.550315982007
2022-02-01,2476.055923066561,17.979820983559094,56.715597716678,2550.751341766798
2022-02-02,2517.122448384367,18.21243672626033,57.55848111075295,2592.8933662213803
2022-02-03,2445.1150598758895,18.133756759075528,56.02281644259108,2519.271633077556
2022-02-04,2476.055923066561,18.085865512920318,55.876560986736706,2550.018349566218
2022-02-07,2506.675098352513,17.990083020609898,57.316006196630106,2581.981187569753
2022-02-08,2534.0796097336884,17.511167949180628,54.668044825795505,2606.2588225086647
2022-02-09,2564.9397432895103,17.829304147141478,55.072167725077016,2637.841215161729
2022-02-10,2547.761067698225,17.863513112208476,55.414708761601986,2621.0392895720356
2022-02-11,2451.7865765899905,18.51004754518098,54.58722376960101,2524.8838479047727
2022-02-14,2427.188158400635,17.877195393296688,53.84440649792819,2498.9097602918596
2022-02-15,2487.9987403586115,17.58984661142684,54.390938188930406,2559.9795251589685
2022-02-16,2517.1943174495377,18.421105540945373,55.368525300919416,2590.9839482914026
2022-02-17,2414.687125218834,18.900020612374647,55.29539757299223,2488.882543404201
2022-02-18,2424.042656164738,18.739241738906223,54.248529397209694,2497.0304273008537
2022-02-22,2398.556950372847,18.01744888772491,53.13238603040331,2469.7067852909754
2022-02-23,2351.456869357798,18.318481255621556,51.60057389914476,2421.3759245125643
2022-02-24,2333.713578576438,18.04481605977851,53.043865773171824,2404.8022604093885
2022-02-25,2441.8664304540116,18.882916782310442,53.76743210586734,2514.5167793421897
2022-02-28,2417.8326274547303,20.370972181852284,52.94379377800002,2491.1473934145824
2022-03-01,2250.7240062052297,20.268347896528468,51.80455868085235,2322.796912782611
2022-03-02,2338.0687947003967,20.063099325880827,53.40949854003808,2411.5413925663156
2022-03-03,2342.1013384118933,20.13151464613765,53.65582011829457,2415.8886731763255
2022-03-04,2270.24137993779,20.377813974865685,52.68592633457288,2343.3051202472284
2022-03-07,2136.6030683952604,20.487280053202905,49.36828129276232,2206.4586297412256
2022-03-08,2108.133319637171,20.34702655877468,50.569098252666535,2179.0494444486126
2022-03-09,2214.0277107544484,20.162302062228655,51.02325714953394,2285.213269966211
2022-03-10,2198.0589951781603,20.71989579590414,51.03864967883825,2269.8175406529026
2022-03-11,2192.6552783089032,20.059677776904834,50.05336336581225,2262.7683194516203
