rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
5,74.66666666666667,SGH,"SMART Global Holdings, Inc.",52.0,1.7,83,1.47,50.31,69.0,37.15,$24.37,$58.39,47.45,47.03,46.72,89.0,True
6,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.41,10.43,11.5,10.26,$2.10,$12.01,10.73,9.7,8.2,81.5,True
8,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.79,48.36,61.5,27.17,$12.30,$54.86,49.92,48.01,37.23,89.0,True
9,72.66666666666667,CDMO,"Avid Bioservices, Inc.",33.0,1.7,96,2.41,25.84,28.25,9.33,$6.99,$28.36,23.02,22.97,21.1,89.0,True
13,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,2.87,50.89,60.06,18.02,$10.61,$53.30,48.63,44.26,38.68,86.5,True
17,69.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,84,1.49,54.86,58.0,5.72,$24.02,$55.22,49.91,49.02,45.62,89.0,True
18,69.66666666666667,AKR,Acadia Realty Trust,46.0,2.3,89,1.69,22.53,24.14,7.15,$9.10,$23.00,21.65,21.15,20.18,74.0,True
25,68.5,GPMT,Granite Point Mortgage Trust Inc.,46.0,2.2,83,1.47,13.52,15.0,10.95,$6.51,$15.92,13.51,13.47,12.91,76.5,True
33,67.83333333333333,OLN,Olin Corporation,22.0,1.8,95,2.33,51.57,62.25,20.71,$16.03,$52.68,49.77,48.59,41.7,86.5,True
36,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.73,188.68,207.44,9.94,$76.58,$196.64,182.48,162.83,153.48,84.0,True
40,67.16666666666667,KFY,Korn Ferry,15.0,1.4,90,1.71,72.84,97.75,34.2,$29.95,$77.93,74.92,72.54,65.19,96.5,True
43,66.83333333333333,PGNY,"Progyny, Inc.",15.0,1.4,89,1.7,61.27,65.5,6.9,$23.56,$66.61,58.18,55.96,53.33,96.5,True
44,66.66666666666667,KRG,Kite Realty Group Trust,41.0,2.1,80,1.39,21.18,23.15,9.3,$10.00,$23.14,21.51,20.68,20.04,79.0,True
48,66.33333333333333,TPX,"Tempur Sealy International, Inc.",32.0,2.1,88,1.63,47.78,53.33,11.62,$21.19,$50.51,46.29,45.94,38.94,79.0,True
53,65.83333333333333,CHX,ChampionX Corporation,11.0,1.6,95,2.29,25.47,28.44,11.66,$6.87,$30.48,24.53,23.3,22.54,91.5,True
56,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.59,113.31,126.91,12.0,$43.07,$119.81,114.62,105.68,96.13,84.0,True
61,65.16666666666667,AX,"Axos Financial, Inc.",21.0,1.6,83,1.46,53.0,56.0,5.66,$25.50,$55.71,52.46,49.47,47.08,91.5,True
