no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
27,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,252438.3,33.97,11.78,8.34,4.58,18.63,20.61,23.51,3.95%,133.00%,4.2,-48.50%,-13.93%,-2.80%,4.08%,14.90%,37.60%,11.20%,1770.0,1765.83,0.10%,-22.68%,68.20%,-0.14%,0.81%,2.03,4.40%,49.90%,12.70%,1.0,0.9,5.46,5.96,67.90%,28.20%,12.00%,1.41%,4.19%,22.24%,23.41%,37.55%,5.40%,0.8,2.79,1.68%,2.09%,4.16%,7.82%,20.38%,-0.88%,23.99%,-0.88%,39.84%,70.13,-0.55%,0.21%,2.0,7068.68,1.04,142.71,-0.34%,7332664,2/2/2022 8:30:00 AM,146.71,12/10/2012,142.85,0.10%,69.0,88,1.19,142.71,137.28,132.91,118.7,102.05,144.42,10.0,2.8,55.666666666666664,True
119,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,42741.43,15.98,14.7,2.42,0.5,1.96,39.47,,1.94%,35.50%,4.78,24.80%,0.19%,1.00%,6.60%,-1.00%,130.80%,34.50%,564.0,556.9,0.20%,-33.49%,81.00%,-0.11%,0.84%,1.7,4.50%,11.00%,3.60%,1.6,1.0,0.37,0.41,7.00%,2.30%,2.70%,1.02%,8.46%,16.90%,23.65%,39.18%,13.09%,0.8,1.62,1.73%,2.29%,4.65%,11.34%,18.91%,-1.77%,23.69%,-1.77%,41.66%,67.63,-1.02%,-0.06%,1.9,2743.8,0.88,76.44,-1.09%,2423619,1/25/2022 8:30:00 AM,73.23,12/24/1924,76.4,-0.05%,72.0,88,1.19,76.44,73.34,68.94,64.35,54.7,78.03,24.0,-4.2,61.333333333333336,True
237,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,50390.73,9.76,11.6,0.32,1.06,0.82,18.67,16.58,2.06%,19.90%,6.37,-286.60%,13.25%,-43.90%,30.69%,-5.80%,507.80%,25.60%,852.76,829.46,0.10%,-5.64%,93.30%,-0.34%,0.97%,1.63,0.90%,8.60%,-4.20%,,,0.49,0.49,,16.50%,11.70%,4.59%,0.73%,5.71%,15.48%,49.57%,9.43%,1.33,1.81,2.49%,3.31%,4.38%,8.33%,14.97%,-2.08%,20.37%,-2.08%,51.13%,63.25,1.09%,-1.38%,2.2,4949.85,1.0,62.22,-0.30%,4926495,2/16/2022 4:30:00 PM,65.0,4/3/1972,62.22,0.00%,63.0,93,1.31,62.22,59.65,57.63,54.19,41.17,63.54,15.0,4.47,57.0,True
407,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,112441.47,18.51,14.19,1.44,0.81,3.12,20.48,23.67,0.99%,24.10%,24.72,-2.60%,13.23%,13.90%,12.86%,9.00%,602.40%,14.90%,243.4,241.16,0.20%,-0.78%,92.80%,0.29%,0.77%,1.65,4.50%,12.30%,9.10%,,,0.61,0.64,,4.60%,3.10%,1.29%,0.85%,7.69%,24.47%,56.26%,-1.28%,1.06,12.32,2.70%,2.71%,2.35%,3.56%,13.28%,-3.05%,16.62%,-3.05%,59.22%,55.68,-1.14%,-1.10%,1.9,1135.31,0.78,457.6,-2.22%,880507,1/26/2022 8:30:00 AM,491.32,10/30/2001,457.6,0.00%,72.0,95,1.37,457.6,447.38,442.91,404.38,287.4,472.01,18.0,7.37,61.666666666666664,True
686,AXP,American Express Company,Financial,Credit Services,USA,149958.12,19.56,17.22,0.57,3.5,6.29,5.49,17.94,0.88%,20.00%,9.99,-52.90%,17.14%,-5.70%,34.57%,2.20%,73.70%,23.30%,786.0,766.95,0.10%,-38.77%,87.10%,0.05%,1.21%,2.22,3.70%,28.40%,2.10%,,,1.41,4.96,68.60%,21.40%,16.20%,6.23%,11.48%,7.78%,16.02%,52.37%,19.50%,1.15,5.2,2.50%,3.12%,11.23%,15.72%,16.53%,-1.62%,30.44%,-1.62%,55.07%,74.49,-0.56%,0.11%,2.4,4204.14,1.07,195.51,-0.45%,4510522,1/25/2022 8:30:00 AM,195.52,4/4/1972,195.0,-0.26%,56.0,93,1.31,195.51,176.82,169.81,167.99,126.08,198.72,11.0,0.01,53.333333333333336,True
713,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,386047.04,13.78,12.96,0.58,8.1,1.66,0.44,,1.71%,23.90%,3.56,-32.00%,16.11%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.10%,-1.64%,72.90%,0.26%,0.93%,1.48,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,5.64%,-0.33%,3.85%,16.37%,49.18%,10.25%,1.41,1.33,2.49%,2.84%,4.59%,6.94%,13.51%,-2.06%,15.17%,-2.06%,50.69%,63.38,-1.17%,0.71%,2.4,51042.92,0.92,49.05,-0.47%,47014248,1/19/2022 8:30:00 AM,51.61,6/5/1979,49.0,-0.10%,56.0,92,1.28,49.05,46.91,45.96,43.26,32.91,50.11,19.0,5.22,55.666666666666664,True
916,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,51533.2,16.04,11.02,1.27,17.07,1.37,0.26,,2.14%,31.20%,3.96,-15.10%,20.99%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.94,0.10%,0.00%,85.80%,-0.45%,0.86%,1.63,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,4.44%,0.63%,7.29%,15.63%,50.65%,9.28%,1.1,1.75,2.21%,3.26%,4.32%,7.40%,15.98%,-1.64%,17.33%,-1.64%,52.65%,64.52,0.32%,-0.61%,2.1,4335.05,1.39,63.47,-0.30%,6032706,1/18/2022 8:30:00 AM,68.62,12/4/1969,63.47,0.00%,66.0,93,1.31,63.47,60.84,59.27,54.8,41.58,64.63,29.0,8.11,62.666666666666664,True
930,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28198.72,,15.99,,1.37,1.38,6.51,58.26,2.62%,,-0.36,2200.00%,35.22%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.2,0.10%,-98.96%,93.30%,0.73%,6.43%,6.2,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,4.10%,1.78%,13.95%,28.52%,21.79%,14.05%,1.52,1.08,3.64%,4.46%,1.29%,7.22%,13.93%,-3.38%,20.54%,-3.38%,46.35%,57.1,-0.04%,-0.72%,2.0,8606.26,0.86,27.44,-0.76%,7380492,1/20/2022 8:30:00 AM,32.14,10/3/1961,27.44,0.00%,69.0,79,1.06,27.44,27.13,25.67,24.12,18.75,28.4,5.0,17.13,51.0,True
1060,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,777235.51,,25.07,,2.89,0.0,,,,,,28.40%,8.50%,,23.30%,,-65.70%,12.00%,2430.0,1189.67,0.19%,0.00%,66.74%,,0.74%,1.83,,,,,,,,,,,1.47%,0.02%,12.10%,10.20%,33.40%,6.97%,,6.2,1.65%,2.13%,1.62%,5.52%,11.10%,-1.78%,16.40%,-1.78%,34.37%,60.61,-0.17%,-0.62%,2.4,4828.04,1.45,319.85,-0.78%,6979939,11/8/2021 8:30:00 AM,340.5,5/9/1996,319.3,-0.17%,56.0,86,1.15,319.85,314.72,303.97,288.13,238.03,325.63,21.0,6.46,54.333333333333336,True
1365,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15511.73,53.49,6.65,0.85,3.04,5.4,20.49,16.54,1.63%,86.40%,1.38,-33.80%,147.57%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.45%,94.80%,0.39%,1.77%,1.22,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,0.22%,6.65%,17.14%,50.44%,70.90%,4.21%,1.05,3.37,4.59%,5.20%,5.54%,9.24%,30.27%,-2.92%,28.84%,-2.92%,74.99%,57.84,1.78%,-0.78%,2.1,3108.82,1.3,73.76,0.99%,4032036,2/15/2022 4:30:00 PM,73.42,8/11/2005,73.76,0.00%,66.0,96,1.49,73.76,70.18,67.78,56.74,42.43,76.43,14.0,-0.46,58.666666666666664,True
