no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
17,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14721.47,23.7,17.89,1.42,1.34,4.6,24.35,22.36,1.71%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-2.41%,,-1.64%,4.89%,4.94,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,1.78%,-1.82%,16.38%,16.67%,48.50%,48.64%,1.26,6.06,2.35%,2.48%,1.04%,3.39%,13.90%,-3.67%,14.06%,-3.67%,63.55%,54.11,-2.35%,-0.12%,2.2,614.84,1.49,234.12,-2.47%,913439,11/15/2021 4:30:00 PM,254.06,11/29/2001,234.12,0.00%,63.0,82,1.16,234.12,231.47,226.96,205.9,143.15,243.05,17.0,8.52,54.0,True
81,ACN,Accenture plc,Technology,Information Technology Services,Ireland,250726.76,41.26,33.61,3.41,4.96,12.25,30.68,40.69,0.93%,37.80%,9.15,16.00%,10.96%,7.30%,12.11%,7.70%,10.30%,23.80%,633.52,633.22,0.10%,-9.19%,73.90%,0.07%,0.56%,1.7,14.40%,31.50%,29.90%,1.3,1.3,0.0,0.0,32.40%,15.10%,11.70%,4.28%,3.14%,10.86%,31.98%,53.65%,44.60%,1.13,7.12,1.43%,1.87%,3.02%,6.43%,20.54%,-0.58%,19.53%,-0.58%,56.26%,61.63,-0.45%,0.00%,2.1,2099.28,1.35,377.72,-0.45%,2823632,12/16/2021 8:30:00 AM,383.96,7/19/2001,378.0,0.07%,66.0,85,1.21,377.72,366.99,355.97,313.95,241.73,381.15,28.0,1.65,59.666666666666664,True
252,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,35210.39,36.45,28.57,2.7,4.43,4.15,12.87,35.08,1.14%,39.30%,4.63,19.40%,7.91%,15.30%,13.50%,5.40%,18.30%,15.60%,207.0,205.46,0.30%,-5.85%,85.10%,-0.37%,0.86%,1.86,3.70%,12.70%,9.80%,1.3,1.3,0.6,0.65,36.50%,15.20%,11.80%,0.81%,3.76%,16.42%,16.79%,40.75%,36.46%,0.69,3.15,1.44%,1.93%,1.88%,3.99%,16.25%,-1.38%,13.57%,-1.38%,49.50%,59.07,-0.37%,-0.09%,2.3,954.58,1.0,168.81,-0.47%,957077,10/28/2021 4:30:00 PM,178.58,6/20/1984,168.81,0.00%,59.0,77,1.09,168.81,165.85,162.66,145.44,112.92,171.18,13.0,5.79,49.666666666666664,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,169061.66,41.42,40.18,1.17,11.38,22.76,46.86,57.04,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-17.62%,70.50%,0.96%,5.96%,1.37,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-3.78%,-8.36%,26.55%,66.27%,45.99%,45.89%,1.93,7.71,4.29%,4.83%,-10.61%,1.43%,33.43%,-18.64%,34.04%,-18.64%,84.55%,41.8,-3.23%,-0.21%,2.3,52436.64,0.8,133.8,-3.43%,41941930,10/26/2021 4:30:00 PM,141.5,10/15/1979,133.84,0.03%,59.0,78,1.1,133.8,148.97,132.54,100.51,72.5,164.46,15.0,5.75,50.666666666666664,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,41314.18,53.69,38.38,2.94,14.9,10.52,12.2,45.18,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.41,0.10%,-88.82%,65.90%,0.96%,1.71%,1.84,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,8.66%,1.40%,47.79%,46.16%,90.64%,81.96%,1.17,4.03,2.45%,2.83%,3.85%,16.08%,43.17%,-1.46%,55.18%,-1.46%,101.74%,66.14,0.72%,0.41%,2.3,2099.33,1.27,132.18,1.14%,2664107,11/1/2021 4:30:00 PM,127.28,6/6/2014,132.05,-0.10%,59.0,93,1.5,132.18,127.32,114.76,92.62,65.52,134.14,17.0,-3.71,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,105630.73,19.3,15.05,1.44,0.79,2.96,19.24,12.55,1.05%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.40%,0.84%,1.78,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.55%,-0.15%,17.35%,11.71%,38.10%,33.93%,1.05,9.24,2.00%,2.08%,2.89%,4.34%,11.83%,-2.24%,18.35%,-2.24%,50.34%,60.01,-0.07%,-0.16%,1.9,1144.96,0.74,430.04,-0.22%,842432,10/20/2021 8:30:00 AM,468.78,10/30/2001,423.0,-1.64%,72.0,76,1.08,430.04,417.62,413.22,385.15,286.04,439.9,13.0,9.01,53.666666666666664,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,253282.92,46.06,20.0,3.13,9.55,10.5,22.81,35.84,2.32%,99.40%,13.5,-2.10%,11.26%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.02%,82.30%,0.03%,1.15%,2.52,7.60%,24.00%,7.20%,2.4,2.2,1.65,1.66,60.30%,28.20%,21.80%,10.03%,11.93%,23.87%,32.06%,53.19%,41.98%,0.96,15.79,2.57%,2.27%,9.38%,15.62%,27.08%,-3.58%,31.49%,-3.58%,56.09%,71.04,-1.88%,0.30%,2.0,1826.67,1.45,621.66,-1.59%,2643703,12/9/2021 4:30:00 PM,653.93,8/6/2009,621.84,0.03%,69.0,83,1.18,621.66,571.27,540.36,489.85,406.0,644.75,13.0,5.19,55.0,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41767.68,20.65,18.0,1.48,2.86,,35.66,14.42,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-77.85%,93.50%,0.03%,2.10%,2.5,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,5.64%,5.26%,27.01%,41.56%,71.91%,67.54%,0.85,48.01,3.73%,2.31%,5.06%,9.48%,26.32%,-2.10%,21.52%,-2.10%,78.65%,64.13,-0.76%,-0.08%,2.2,175.27,0.97,1986.1,-0.84%,169788,12/7/2021 8:30:00 AM,2148.53,4/2/1991,1986.1,0.00%,63.0,90,1.35,1986.1,1895.4,1820.34,1576.35,1111.71,2028.66,17.0,8.18,56.666666666666664,True
1216,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,47092.59,22.02,23.04,1.37,2.35,6.91,17.63,60.76,0.87%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.70%,1.5,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,-1.65%,0.79%,-0.09%,18.05%,47.82%,45.63%,,1.31,2.23%,2.40%,-1.60%,1.39%,11.26%,-5.24%,10.01%,-6.72%,60.57%,48.29,-1.59%,0.56%,2.1,4023.63,1.07,54.93,-1.04%,4287714,10/28/2021 8:30:00 AM,59.25,3/19/2020,54.93,0.00%,66.0,82,1.17,54.93,55.76,54.23,49.46,34.21,58.89,17.0,7.86,55.0,True
1292,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,52909.76,74.22,51.69,4.08,17.78,19.12,52.19,56.31,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-19.05%,88.30%,0.23%,0.97%,2.19,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,3.90%,3.89%,11.64%,42.23%,55.36%,34.96%,1.08,5.68,2.07%,3.05%,0.89%,7.40%,24.16%,-3.14%,26.25%,-3.14%,57.83%,54.94,0.07%,-0.08%,2.3,1205.41,1.22,184.13,-0.01%,1473041,10/25/2021 4:30:00 PM,175.42,6/10/1987,184.94,0.44%,59.0,83,1.19,184.13,182.65,172.07,148.49,118.11,190.09,19.0,-4.73,53.666666666666664,True
