no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
17,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14269.61,23.7,17.88,1.42,1.3,4.6,23.6,21.67,1.71%,25.10%,9.88,4.40%,10.47%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-2.41%,,-1.70%,4.89%,4.9,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,1.78%,-1.82%,16.38%,16.67%,48.50%,48.64%,1.26,6.06,2.35%,2.48%,1.69%,3.71%,14.32%,-3.15%,14.55%,-3.15%,64.44%,55.38,0.52%,0.02%,2.2,620.64,1.25,235.39,0.54%,773132,11/15/2021 4:30:00 PM,254.06,11/29/2001,235.39,0.00%,63.0,82,1.17,235.39,231.53,226.99,205.91,143.15,243.05,16.0,7.93,53.666666666666664,True
81,ACN,Accenture plc,Technology,Information Technology Services,Ireland,242839.97,41.26,33.61,3.85,4.81,12.25,29.71,39.41,0.93%,37.80%,9.15,16.00%,10.93%,7.30%,10.72%,7.70%,10.30%,23.80%,633.52,633.22,0.10%,-9.19%,73.90%,0.08%,0.56%,1.69,14.40%,31.50%,29.90%,1.3,1.3,0.0,0.0,32.40%,15.10%,11.70%,4.28%,3.14%,10.86%,31.98%,53.65%,44.60%,1.13,7.12,1.43%,1.87%,0.75%,3.87%,17.77%,-3.00%,17.00%,-3.00%,52.95%,53.75,-1.24%,-0.88%,2.1,2114.74,1.16,369.73,-2.12%,2446871,12/16/2021 8:30:00 AM,383.96,7/19/2001,371.05,0.36%,66.0,84,1.19,369.73,366.59,355.81,313.91,241.73,379.93,27.0,3.85,59.0,True
252,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,34594.23,36.45,28.43,2.7,4.36,4.15,12.65,34.47,1.14%,39.30%,4.63,19.40%,8.73%,15.30%,13.50%,5.40%,18.30%,15.60%,207.0,205.46,0.30%,-5.85%,85.10%,-0.39%,0.86%,1.87,3.70%,12.70%,9.80%,1.3,1.3,0.6,0.65,36.50%,15.20%,11.80%,0.81%,3.76%,16.42%,16.79%,40.75%,36.46%,0.69,3.15,1.44%,1.93%,0.47%,2.43%,14.56%,-2.66%,11.80%,-2.66%,47.56%,53.31,-1.14%,-0.16%,2.3,951.84,1.35,166.62,-1.30%,1283408,10/28/2021 4:30:00 PM,178.58,6/20/1984,166.62,0.00%,59.0,76,1.07,166.62,165.74,162.62,145.43,112.92,171.18,13.0,7.18,49.333333333333336,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,161053.73,41.42,40.18,1.17,10.84,22.76,44.64,54.34,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-17.62%,70.50%,1.04%,5.96%,1.36,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-3.78%,-8.36%,26.55%,66.27%,45.99%,45.89%,1.91,7.71,4.29%,4.83%,-8.98%,2.31%,34.91%,-17.55%,35.84%,-17.55%,87.03%,43.76,2.99%,-1.60%,2.3,52505.48,0.96,135.6,1.35%,50319015,10/26/2021 4:30:00 PM,141.5,10/15/1979,135.68,0.06%,59.0,78,1.11,135.6,149.06,132.58,100.52,72.5,164.46,16.0,4.35,51.0,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,39985.77,53.69,38.38,2.94,14.42,10.52,11.81,43.73,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-88.82%,65.90%,0.99%,1.71%,1.84,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,8.66%,1.40%,47.79%,46.16%,90.64%,81.96%,1.17,4.03,2.45%,2.83%,2.99%,14.26%,41.57%,-2.25%,53.57%,-2.25%,100.12%,63.56,0.48%,-1.28%,2.3,2097.17,1.09,131.12,-0.80%,2282287,11/1/2021 4:30:00 PM,127.28,6/6/2014,131.22,0.08%,59.0,94,1.5,131.12,127.27,114.74,92.62,65.52,134.14,16.0,-2.93,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,101631.36,19.3,15.05,1.44,0.76,2.96,18.51,12.08,1.05%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.42%,0.84%,1.79,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.55%,-0.15%,17.35%,11.71%,38.10%,33.93%,1.05,9.24,2.00%,2.08%,3.91%,5.01%,12.67%,-1.35%,19.32%,-1.35%,51.71%,62.2,0.37%,0.53%,1.9,1138.01,0.81,433.94,0.91%,925643,10/20/2021 8:30:00 AM,468.78,10/30/2001,433.94,0.00%,72.0,78,1.1,433.94,417.81,413.3,385.17,286.04,439.9,13.0,8.03,54.333333333333336,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,236336.47,41.44,19.12,2.81,8.61,10.5,21.28,34.33,2.32%,121.50%,15.0,-2.10%,16.39%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.02%,82.30%,0.03%,1.15%,2.5,6.00%,19.10%,7.30%,2.4,2.2,1.65,1.66,61.40%,23.10%,16.70%,10.03%,11.93%,23.87%,32.06%,53.19%,41.98%,0.96,15.79,2.57%,2.27%,7.64%,13.80%,25.53%,-4.63%,30.06%,-4.63%,51.46%,67.53,-0.47%,-0.61%,2.0,1845.38,1.81,614.91,-1.09%,3332682,12/9/2021 4:30:00 PM,653.93,8/6/2009,616.72,0.29%,69.0,82,1.17,614.91,570.94,540.23,489.81,412.99,644.75,14.0,6.35,55.0,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40873.94,19.23,17.12,1.37,2.7,,34.9,13.24,,0.00%,103.26,32.30%,11.56%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-77.85%,93.50%,0.02%,2.10%,2.5,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,5.64%,5.26%,27.01%,41.56%,71.91%,67.54%,0.86,48.01,3.73%,2.31%,5.49%,9.84%,26.85%,-1.44%,22.35%,-1.44%,79.86%,65.42,0.84%,-0.16%,2.2,175.12,0.86,1999.54,0.68%,150549,12/7/2021 8:30:00 AM,2148.53,4/2/1991,2010.0,0.52%,63.0,91,1.35,1999.54,1896.07,1820.61,1576.41,1111.71,2028.66,17.0,7.45,57.0,True
1292,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,49713.26,74.22,51.69,4.08,16.71,19.12,49.04,52.91,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.87,0.60%,-19.05%,88.30%,0.25%,0.97%,2.18,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,3.90%,3.89%,11.64%,42.23%,55.36%,34.96%,1.08,5.68,2.07%,3.05%,-3.61%,2.32%,18.57%,-7.38%,20.72%,-7.38%,49.06%,46.96,-1.22%,-3.20%,2.3,1213.76,2.01,176.06,-4.38%,2435619,10/25/2021 4:30:00 PM,175.42,6/10/1987,176.06,0.00%,59.0,81,1.14,176.06,182.24,171.91,148.45,118.11,190.09,20.0,-0.36,53.333333333333336,True
1298,CDW,CDW Corporation,Technology,Information Technology Services,USA,26001.3,26.95,22.3,2.06,1.28,31.43,106.08,28.96,1.04%,22.20%,7.12,9.20%,9.95%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.54%,1.27%,2.27,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,-1.35%,1.82%,-0.89%,12.18%,46.71%,45.50%,1.09,5.04,1.83%,2.53%,-2.28%,0.76%,5.27%,-5.41%,10.13%,-6.93%,51.20%,46.36,-0.83%,-0.25%,2.1,747.21,1.14,189.69,-1.07%,849274,11/3/2021 8:30:00 AM,207.38,6/27/2013,189.69,0.00%,66.0,81,1.14,189.69,194.01,188.21,180.18,125.46,203.82,17.0,9.33,54.666666666666664,True
