date,AA,CEIX,DVN,RJF,TRGP,WFC,portfolio
2022-02-11,249.5758417575862,19.55623742305671,5.783736579101923,1456.7211122824672,219.7785097525641,548.5845622052242,2500.0000000000005
2022-02-14,250.73004170604491,19.605919782954885,5.585992617014181,1433.15810578955,214.56367038675742,544.25682282757,2467.9005531098915
2022-02-15,251.34108264364136,18.432173290035024,5.496206264137217,1470.8589761021942,214.22058023930242,549.2431242192055,2509.592142758516
2022-02-16,264.24079836065414,18.21481252128519,5.755945341826033,1476.487934852273,216.07322777290662,546.9851716791711,2527.757890528116
2022-02-17,259.59012235157,18.096816472331696,5.905589399203391,1426.612809562635,214.28919826879343,528.2631329006678,2452.757668955201
2022-02-18,265.4628802358471,17.885666146634243,5.855351675645074,1420.5910491453742,213.01979744208725,523.3709323047085,2446.1856769502965
2022-02-22,251.51080041010047,17.4385249075507,5.629816884028696,1423.7328632430654,208.5597302255797,520.0780863458642,2426.949822016189
2022-02-23,255.68625113355083,18.034714410849652,5.723878874601529,1399.384353289078,209.76051302279487,507.56537219128256,2396.1550829221574
2022-02-24,248.8290369665213,17.649675233248153,5.638368159420432,1402.9187693073627,213.05409991305729,495.89934986415847,2383.9892994437687
2022-02-25,264.2747522736448,18.382490930136854,5.900245055957183,1469.9426386253579,218.6806605433609,509.0706619216594,2486.251449350117
2022-02-28,255.75413306028503,19.09046485481602,6.36520985008063,1435.3834825371105,224.27290561514354,502.10867448808017,2442.974870405516
2022-03-01,270.82645892149964,19.494134177053773,6.333143382856126,1344.1420371541888,224.8904547930116,473.1318382060914,2338.818066634701
2022-03-02,280.26362659163055,21.15228575189237,6.2690104484071165,1384.8537876754633,231.88931057538056,491.2894157662898,2415.7174368090637
2022-03-03,281.3838726270986,21.835417904362004,6.290387821391951,1360.5052777214762,233.3302761071406,482.0695116816143,2385.414743863084
2022-03-04,307.76044288422423,22.307399731134186,6.367347668928565,1307.6192722232079,238.5451154729473,459.0197335254567,2341.619311505899
2022-03-07,289.9044918404584,21.52490285886821,6.401551955001002,1240.8572706833343,235.42308020018785,430.98368986660165,2225.0949874044513
2022-03-08,279.61865764029056,21.605637434028296,6.357727687986488,1216.9014625232346,229.8994531578962,437.09891369484717,2191.481852138283
2022-03-09,269.94383847847206,21.12123235210956,6.300007802334028,1255.1259685188274,234.3938228453738,462.50070929777723,2249.385579294894
2022-03-10,281.55361629280486,22.43781785071334,6.474236164841748,1260.493159364079,239.05974415035433,461.08948447413854,2271.1080582969316
2022-03-11,268.3144132443796,20.67409229754691,6.267941335109524,1258.398616632285,235.04568758176282,456.009154064703,2244.709905155787
