no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14752.91,23.75,17.93,1.42,1.35,4.61,24.4,22.41,1.70%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.7,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,2.56%,0.96%,17.29%,17.64%,48.54%,48.96%,1.26,5.96,2.23%,2.44%,1.28%,4.06%,14.57%,-3.47%,14.30%,-3.47%,63.90%,56.52,0.08%,0.17%,2.2,610.51,0.9,234.62,0.25%,547483,11/15/2021 4:30:00 PM,254.38,11/29/2001,234.0,-0.26%,63.0,81,1.17,234.62,231.64,225.82,205.15,143.15,243.05,17.0,8.42,53.666666666666664,True
273,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,31305.78,136.23,43.89,4.57,9.45,5.29,52.61,,0.61%,80.70%,1.89,-29.90%,46.14%,5.40%,29.83%,2.10%,-465.10%,11.20%,116.97,116.5,0.10%,-39.26%,83.00%,-2.37%,1.80%,1.74,2.00%,3.90%,5.60%,1.3,0.8,0.36,0.36,31.00%,27.80%,6.40%,-1.50%,-6.23%,6.76%,51.29%,80.62%,74.53%,1.59,11.07,4.86%,3.96%,-4.21%,3.00%,29.84%,-11.67%,22.32%,-11.67%,92.40%,47.32,-1.52%,-1.21%,2.4,1205.24,0.56,257.47,-2.71%,677029,11/3/2021 4:30:00 PM,262.9,2/22/1994,257.48,0.00%,56.0,91,1.43,257.47,268.38,250.74,198.82,133.82,291.48,20.0,2.11,55.666666666666664,True
337,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,174494.88,42.76,41.47,1.21,11.75,23.49,48.36,58.87,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.94%,70.50%,0.96%,6.28%,1.45,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-8.35%,-7.27%,31.27%,69.84%,53.73%,50.58%,1.93,7.93,5.29%,4.88%,-8.02%,5.87%,38.48%,-16.03%,38.36%,-16.03%,90.48%,45.25,-4.90%,-0.02%,2.3,51955.64,1.02,138.1,-4.92%,52938221,10/26/2021 4:30:00 PM,141.5,10/15/1979,138.71,0.44%,59.0,82,1.18,138.1,150.05,131.2,100.0,72.5,164.46,13.0,2.46,51.333333333333336,True
351,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,33909.79,16.04,12.07,0.64,2.63,6.06,4.35,269.13,1.52%,22.90%,18.54,-12.30%,10.68%,7.60%,25.18%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-18.73%,85.10%,-1.95%,2.07%,4.46,1.30%,39.30%,6.00%,,,0.88,4.19,42.30%,22.20%,17.40%,0.53%,-2.57%,11.48%,15.00%,53.88%,53.01%,1.61,7.4,2.13%,2.33%,-0.73%,1.21%,13.44%,-4.74%,13.11%,-4.74%,62.64%,50.28,-0.49%,-0.59%,1.9,518.76,0.86,297.35,-1.07%,445631,10/26/2021 4:30:00 PM,338.22,9/15/2005,296.5,-0.29%,72.0,83,1.21,297.35,299.15,294.32,262.48,182.83,312.15,26.0,13.74,60.333333333333336,True
384,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40213.97,52.26,37.36,2.86,14.51,10.24,11.87,43.98,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.41,0.10%,-88.82%,65.90%,0.96%,1.70%,1.84,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,4.36%,-3.15%,46.65%,41.39%,85.40%,77.11%,1.17,4.76,3.14%,2.87%,1.02%,14.74%,40.27%,-4.08%,51.04%,-4.08%,96.37%,61.51,1.13%,1.39%,2.3,2080.88,1.16,128.66,2.53%,2417861,11/1/2021 4:30:00 PM,127.24,6/6/2014,129.99,1.03%,59.0,92,1.46,128.66,127.27,112.97,92.02,65.52,134.14,17.0,-1.1,56.0,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41341.4,20.44,17.81,1.46,2.83,,35.3,14.27,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.57,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,5.22%,5.33%,26.78%,40.96%,72.95%,65.83%,0.85,48.53,3.61%,2.26%,4.54%,9.01%,25.69%,-3.10%,20.28%,-3.10%,78.92%,63.68,-0.63%,-0.53%,2.2,172.25,1.56,1965.83,-1.16%,268276,12/7/2021 8:30:00 AM,1866.71,4/2/1991,1966.0,0.01%,63.0,90,1.36,1965.83,1884.6,1807.96,1568.05,1111.71,2028.66,16.0,-5.04,56.333333333333336,True
1213,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,48001.35,22.44,23.49,1.4,2.39,7.04,17.97,61.94,0.86%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.75%,1.61,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,0.85%,2.15%,-0.78%,21.45%,47.97%,48.44%,,1.31,2.08%,2.33%,0.51%,3.61%,13.86%,-3.42%,12.14%,-4.92%,63.67%,54.11,-1.29%,0.50%,2.1,4021.08,0.54,55.99,-0.80%,2151361,10/28/2021 8:30:00 AM,59.35,3/19/2020,55.21,-1.39%,66.0,81,1.17,55.99,55.77,54.1,49.27,34.21,58.89,17.0,6.0,54.666666666666664,True
1289,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,51613.81,72.4,50.43,3.98,17.35,18.65,50.91,54.93,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-19.05%,88.30%,0.23%,0.98%,2.23,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,-2.73%,-1.51%,7.64%,38.94%,55.53%,31.66%,1.08,5.92,3.28%,3.10%,-1.34%,5.50%,21.46%,-5.51%,23.16%,-5.51%,57.84%,50.92,-2.31%,-0.19%,2.3,1197.26,0.87,179.62,-2.49%,1042785,10/25/2021 4:30:00 PM,175.42,6/10/1987,179.62,0.00%,59.0,83,1.2,179.62,182.17,170.8,148.09,113.8,190.09,19.0,-2.34,53.666666666666664,True
1293,CDW,CDW Corporation,Technology,Information Technology Services,USA,26692.0,27.36,22.85,2.09,1.32,31.92,108.9,29.73,1.03%,22.20%,7.12,9.20%,9.09%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.52%,1.11%,2.0,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,0.55%,4.10%,-1.67%,15.43%,47.55%,47.73%,1.09,5.14,1.96%,2.61%,0.64%,3.73%,8.37%,-2.91%,13.03%,-4.48%,55.18%,53.07,-1.57%,-0.51%,2.1,742.04,0.74,194.69,-2.08%,551014,11/3/2021 8:30:00 AM,206.12,6/27/2013,194.0,-0.35%,66.0,81,1.16,194.69,193.76,187.88,179.84,125.46,203.82,16.0,5.87,54.333333333333336,True
1605,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,230165.15,46.53,38.74,3.96,1.17,13.23,18.9,,0.60%,25.60%,11.27,25.00%,10.59%,16.20%,11.74%,10.50%,20.20%,17.40%,443.23,440.94,0.20%,-1.82%,69.10%,-0.51%,0.97%,2.13,8.60%,31.00%,19.60%,1.0,0.5,0.38,0.43,12.90%,3.40%,2.60%,-0.22%,3.07%,12.72%,37.32%,40.09%,39.16%,0.64,11.86,2.29%,2.15%,-1.40%,5.68%,24.59%,-6.50%,20.21%,-6.50%,70.79%,51.16,-0.85%,-0.25%,2.2,2003.12,1.58,524.33,-1.09%,3170842,12/9/2021 4:30:00 PM,519.64,11/27/1985,530.11,1.10%,63.0,77,1.11,524.33,532.72,497.6,421.81,307.0,560.78,16.0,-0.89,52.0,True
