Company,Recommendations
ING,1.5
SID,1.5
RIO,1.6
SBSW,1.6
TREE,1.6
RIOT,1.7
MARA,1.7
DVN,1.7
PDCE,1.8
MT,1.8
ALK,1.8
HAS,1.9
SI,1.9
HRI,1.9
API,1.9
XM,2.0
UPST,2.0
FCX,2.0
CRC,2.0
TBIO,2.0
PBA,2.0
SIX,2.1
MAT,2.1
PKI,2.1
COIN,2.1
WES,2.1
MSTR,2.2
VICR,2.2
TECK,2.2
JJSF,2.2
EAT,2.2
ZM,2.2
ROLL,2.2
DM,2.3
CVCO,2.3
LYV,2.3
MGY,2.3
FTI,2.3
AR,2.4
NOV,2.4
SEAS,2.4
AA,2.4
AON,2.4
NCLH,2.4
SAVE,2.4
DCP,2.5
GGB,2.5
CCL,2.5
HEP,2.5
UAL,2.5
ERJ,2.6
CAKE,2.6
LBRT,2.6
RCL,2.6
ICL,2.6
ETRN,2.7
MUR,2.8
TRIP,2.8
X,2.9
SWN,2.9
FLOW,2.9
RRC,2.9
SNBR,3.0
JWN,3.0
DISCK,3.0
ENLC,3.1
AMCX,3.3
M,3.4
AAL,3.4
RIG,3.5
AMC,3.6
E,4.0
LEV,6.0
GLNCY,6.0
YOU,6.0
VEDL,6.0
BCAUY,6.0
XMTR,6.0
SMNUF,6.0
CCIV,6.0
LYSCF,6.0
LYSDY,6.0
USNZY,6.0
DOCS,6.0
S,6.0
DUFRY,6.0
CUK,6.0
DNKEY,6.0
ZIP,6.0
MCG,6.0
EVVTY,6.0
NOKPF,6.0
ICAGY,6.0
IMPUY,6.0
MNDY,6.0
SIM,6.0
ASTR,6.0
CURV,6.0
ANGPY,6.0
ULCC,6.0
