Company,Recommendations
TEF,1.0
BCS,1.0
BBVA,1.0
QFIN,1.4
JEF,1.5
BLDR,1.5
FBP,1.5
ASX,1.5
SBSW,1.6
LRN,1.6
ORCC,1.6
ALLY,1.6
SLM,1.7
ASO,1.7
FLWS,1.7
NOMD,1.8
NAVI,1.8
GM,1.8
FLEX,1.8
ET,1.8
KMX,1.8
ACGL,1.9
FITB,1.9
FHN,1.9
SYF,1.9
CI,1.9
DHI,1.9
VALE,2.0
FNF,2.0
BMRN,2.0
BGFV,2.0
STLD,2.0
DGX,2.1
FL,2.1
HOG,2.1
TGNA,2.1
BJ,2.1
KGC,2.1
WES,2.1
CFG,2.1
C,2.1
AMX,2.1
TPH,2.2
LEN,2.2
LPX,2.2
DFS,2.2
NYCB,2.2
CB,2.2
RF,2.2
ACI,2.2
GS,2.2
PHM,2.2
AGI,2.2
TD,2.2
WFC,2.2
KSS,2.2
THO,2.2
BAC,2.2
SSRM,2.3
ENB,2.3
IBKR,2.3
CIG,2.3
TMHC,2.3
DKS,2.3
KNX,2.3
ORI,2.3
KBH,2.3
IPG,2.4
STX,2.4
VIRT,2.4
NTGR,2.4
FE,2.4
IRWD,2.4
NUE,2.5
SSB,2.5
GGB,2.5
FSLR,2.6
HPQ,2.6
GFI,2.6
VIAC,2.7
KEY,2.7
ZION,2.7
PFG,2.7
UMC,2.7
AU,2.8
IVZ,2.8
WRB,2.8
CMA,2.9
SHLX,2.9
SPWH,3.0
HSBC,3.0
ELP,3.0
GNW,3.0
FSM,3.0
SPWR,3.1
CEF,6.0
FOX,6.0
MUFG,6.0
GILT,6.0
HUT,6.0
