Company,Recommendations
TESS,1.0
PFMT,1.0
TTI,1.5
TALO,1.7
VIST,1.7
CMO,1.7
CMTL,1.8
BCEI,1.8
BALY,1.8
PDS,1.9
NEX,1.9
ARLP,2.0
NR,2.0
CEIX,2.0
WFRD,2.0
IAG,2.2
PVAC,2.2
CRK,2.3
RYAM,2.3
CHMG,2.3
PARR,2.4
METC,2.4
FNKO,2.4
NCMI,2.4
PLAY,2.4
CNK,2.5
WTI,2.5
RNGR,2.5
ASPS,2.5
PUMP,2.5
XOG,2.5
OIS,2.6
AHT,2.7
JAKK,2.7
MBI,2.7
WSR,2.7
CEPU,2.7
PTEN,2.8
HA,3.0
FET,3.0
RRGB,3.0
JILL,3.0
BTU,3.0
AMNB,3.0
UAN,3.0
CHS,3.0
NEXA,3.0
EXPR,3.0
NINE,3.0
MDCA,3.0
TUSK,3.0
LHDX,3.0
FEDU,3.0
LTRPA,3.0
CVI,3.1
OMP,3.2
HT,3.2
PBF,3.3
SMLP,3.4
RES,3.5
MSC,4.0
WRLD,4.0
GCI,4.3
SOS,5.0
HOWL,6.0
XNET,6.0
CALB,6.0
HUT,6.0
EBON,6.0
ANDAR,6.0
SD,6.0
ACND,6.0
BTCM,6.0
LAC,6.0
KRT,6.0
FST,6.0
CCM,6.0
HYZN,6.0
DWSN,6.0
