date,DVN,portfolio
2022-01-19,2500.0,2500.0
2022-01-20,2484.6720194569048,2484.6720194569048
2022-01-21,2356.4274802899513,2356.4274802899513
2022-01-24,2469.34403891381,2469.34403891381
2022-01-25,2619.04751695408,2619.04751695408
2022-01-26,2646.12715064959,2646.12715064959
2022-01-27,2643.5725197100487,2643.5725197100487
2022-01-28,2633.8646492716057,2633.8646492716057
2022-01-31,2583.7931422143765,2583.7931422143765
2022-02-01,2685.469090817237,2685.469090817237
2022-02-02,2720.212617331371,2720.212617331371
2022-02-03,2708.4609641789557,2708.4609641789557
2022-02-04,2701.3079195859013,2701.3079195859013
2022-02-07,2687.001830399792,2687.001830399792
2022-02-08,2615.4709946575526,2615.4709946575526
2022-02-09,2662.98787077524,2662.98787077524
2022-02-10,2668.09732756017,2668.09732756017
2022-02-11,2764.6638193781005,2764.6638193781005
2022-02-14,2670.140915368295,2670.140915368295
2022-02-15,2627.2224529041205,2627.2224529041205
2022-02-16,2751.37942664313,2751.37942664313
2022-02-17,2822.91026238537,2822.91026238537
2022-02-18,2798.896302760818,2798.896302760818
2022-02-22,2691.0892009218887,2691.0892009218887
2022-02-23,2736.0514461000353,2736.0514461000353
2022-02-24,2695.1767663498326,2695.1767663498326
2022-02-25,2820.3556314458287,2820.3556314458287
2022-02-28,3042.611836585324,3042.611836585324
2022-03-01,3027.283856042229,3027.283856042229
2022-03-02,2996.627894956039,2996.627894956039
2022-03-03,3006.8464187142044,3006.8464187142044
2022-03-04,3043.63372794231,3043.63372794231
2022-03-07,3059.983599842391,3059.983599842391
2022-03-08,3039.035314288797,3039.035314288797
2022-03-09,3011.4448323677175,3011.4448323677175
2022-03-10,3094.727126356525,3094.727126356525
2022-03-11,2996.1168518246227,2996.1168518246227
