date,AZO,COST,DRE,LOW,PLD,ZTS,portfolio
2021-12-14,327.24449954564386,941.0295439736748,254.04438159511062,311.7983409059507,75.94259593805279,589.9406380415668,2499.9999999999995
2021-12-15,335.27202506044927,975.7827079283535,257.06969529798096,318.07235350558136,77.7750175932329,600.3131239852481,2564.284923370846
2021-12-16,329.1560358538919,953.6090069890818,255.84322609061442,312.76167124160906,78.10514156484776,602.201406079715,2531.67648781976
2021-12-17,326.72569050748734,944.9465460333538,253.83996744789428,306.4011952538535,77.11476965000318,606.0813879585708,2515.109556851163
2021-12-20,326.3869233289275,946.5858710598092,254.73938969564617,303.35064288847974,77.21524501978061,605.952036780656,2514.2301087732994
2021-12-21,325.7437311773834,941.1847874744133,254.5349598724983,305.0302977206396,76.92817879218575,614.6949825184561,2518.1169375555764
2021-12-22,331.27380519771657,948.5012430438194,256.61998417410496,308.38960738495945,77.63148447943547,624.8605935495373,2547.2767178295726
2021-12-23,329.69284508240537,949.7091722907462,255.88409324412615,308.87127255278864,77.38748329625804,627.2920557126313,2548.836922178956
2021-12-27,335.02162063654947,972.3142690095466,262.875025727062,313.3297619828297,79.36821982554977,637.6386872338321,2600.54758441537
2021-12-28,337.12954081961277,974.3332770890295,263.2838540214947,313.7249826699007,79.32037302081815,631.7928599930679,2599.5848876139235
2021-12-29,344.34695787828787,979.7343606744253,266.3091520484334,318.1093741296681,80.2246221472253,638.9837892596719,2627.708256137712
2021-12-30,341.1523136612008,973.0735297943662,266.35003487787674,316.6520510230628,80.36337350070853,634.1467193559643,2611.738022213179
2021-12-31,343.0949357587889,979.6135572176091,268.3532935205969,319.2332658237251,80.54996435852597,631.2237859692042,2622.0688026484504
2022-01-03,334.7024718674574,977.9052467820738,263.93794794072386,315.56519886045925,78.89456274013747,605.357147867068,2576.36257605792
2022-01-04,340.4534827414613,973.6257290307109,260.5447044487957,320.8758622170648,77.02865416196317,582.3099463962577,2554.8383789962536
2022-01-05,332.88912749661705,948.9326388233479,253.71731895956447,314.62656154576985,75.4258811086205,560.1680845725821,2485.759612506502
2022-01-06,337.54688152611243,948.725577274873,251.6323103338893,318.3811108045274,74.90917357958564,562.3926322903199,2493.587685809308
2022-01-07,329.73703644874223,925.2231436318581,246.15404254035442,310.10632065593956,73.5504017094204,546.019034439967,2430.7899794262817
2022-01-10,329.391716481684,895.2325006133366,245.90874556369482,305.9071835755398,73.21071421717716,549.9249102740594,2399.5757707254916
2022-01-11,327.48016019542223,900.8062057032851,246.39933951701403,308.1426015458026,73.19636163583715,550.4422359202059,2406.466904517567
2022-01-12,335.9740924184105,907.3115824401351,246.11315971091116,309.64934850907935,73.31597134726877,550.4680903426864,2422.8322447684914
2022-01-13,335.2408993150818,891.9194105165034,246.15404254035442,309.62465548811036,73.27290630285134,535.4395945181733,2391.6515086810746
2022-01-14,332.7991065668187,867.9510357288025,244.51874503855524,300.608847822052,73.07675192440553,533.3185040231136,2352.2729911037472
2022-01-18,322.01065951267196,842.2053650964863,241.45254850624164,295.41697945070536,73.40686859562297,524.3169349949965,2298.809356156725
2022-01-19,318.4641425400282,845.8118274940706,237.77310953227902,290.8198612076898,73.48342056303458,519.6664201672606,2286.018781504363
2022-01-20,316.3070964212405,833.1460537263873,236.26046051880962,277.4746068896251,73.74656338826364,523.2417626277146,2260.176543572041
2022-01-21,317.85533255008704,831.0580602378246,235.60633524771734,278.825254633055,74.36374628707593,519.018715491541,2256.727444447301
2022-01-24,322.7585764121084,843.6375759138492,233.15338115705276,287.90795656265726,73.34945827026297,518.3451168605849,2279.1520651765154
2022-01-25,316.0174152223776,823.6553465767599,232.8263185215066,285.0084173354759,73.66044790022363,505.8573517369885,2237.025297293332
2022-01-26,307.95880391823215,834.267672221038,230.823075554718,282.6417255179025,72.58874225765325,491.84101306655543,2220.1210325360994
2022-01-27,312.21887560672315,832.6283471945825,226.08068301523042,279.9528332636273,71.100797155428,486.19304727000366,2208.174583505595
2022-01-28,319.3266333481184,849.7288822143672,233.80749075221354,291.17921462004557,74.19151531099592,505.9869005786837,2274.2206368244247
2022-01-31,325.0858152297315,871.643808878663,236.21956201343482,294.1035224976629,75.02878329101726,517.6196512536434,2319.701143164153
