rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
2,76.16666666666667,OPCH,"Option Care Health, Inc.",57.0,1.6,80,1.47,24.86,27.81,11.87,$13.12,$28.21,25.36,23.91,20.22,91.5,True
4,73.83333333333333,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,97,3.06,10.23,11.5,12.41,$2.10,$11.40,10.36,8.96,7.8,81.5,True
7,72.5,RWT,"Redwood Trust, Inc.",48.0,1.6,78,1.43,13.22,14.04,6.2,$7.64,$13.39,12.58,12.24,10.62,91.5,True
10,71.5,FANG,"Diamondback Energy, Inc.",32.0,1.8,96,2.73,103.38,112.32,8.65,$23.63,$104.93,85.08,79.51,75.31,86.5,True
12,71.16666666666667,PDCE,"PDC Energy, Inc.",30.0,1.8,97,2.97,46.28,60.06,29.78,$10.61,$51.81,44.6,41.6,36.66,86.5,True
21,69.0,ASIX,AdvanSix Inc.,18.0,1.5,95,2.39,42.07,44.5,5.78,$13.86,$42.70,38.1,36.33,29.65,94.0,True
26,68.5,OLN,Olin Corporation,22.0,1.8,97,2.93,48.72,62.25,27.77,$13.09,$52.01,48.36,47.58,39.86,86.5,True
31,68.0,CLH,"Clean Harbors, Inc.",41.0,1.9,79,1.45,106.88,114.5,7.13,$52.22,$108.43,102.05,100.74,90.58,84.0,True
34,67.5,KFY,Korn Ferry,14.0,1.4,92,2.0,75.69,97.75,29.15,$29.75,$76.50,73.4,70.46,62.94,96.5,True
36,67.0,KRG,Kite Realty Group Trust,42.0,2.1,80,1.48,21.7,23.15,6.68,$10.00,$23.14,20.57,20.03,19.25,79.0,True
39,66.66666666666667,PXD,Pioneer Natural Resources Company,30.0,1.9,86,1.63,178.97,207.44,15.91,$76.58,$182.63,158.1,150.89,146.28,84.0,True
41,66.66666666666667,CASH,"Meta Financial Group, Inc.",18.0,1.7,93,2.08,55.0,63.0,14.55,$19.85,$55.88,51.38,50.04,46.85,89.0,True
42,66.33333333333333,SSTK,"Shutterstock, Inc.",22.0,1.7,88,1.7,113.87,126.0,10.65,$52.05,$120.39,115.27,110.45,92.31,89.0,True
48,66.0,CUBI,"Customers Bancorp, Inc.",22.0,2.1,97,2.8,43.81,49.13,12.14,$11.87,$44.43,39.97,39.38,33.16,79.0,True
54,65.33333333333333,DFIN,"Donnelley Financial Solutions, Inc.",29.0,2.3,93,2.07,34.81,36.67,5.34,$12.52,$35.88,34.49,33.39,28.25,74.0,True
55,65.33333333333333,CZR,"Caesars Entertainment, Inc.",26.0,1.9,86,1.64,118.11,126.91,7.45,$43.07,$119.81,109.6,99.36,93.56,84.0,True
61,65.0,SBNY,Signature Bank,10.0,1.7,96,2.72,289.62,310.67,7.27,$71.44,$293.96,265.67,254.86,225.81,89.0,True
