rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,77.16666666666667,NOTV,"Inotiv, Inc.",26.0,1.0,99,5.45,33.99,38.0,11.8,$4.85,$50.33,33.24,30.06,23.34,106.5,True
2,76.66666666666667,BPOP,"Popular, Inc.",54.0,1.7,87,1.63,81.02,86.25,6.46,$38.05,$83.72,76.91,75.85,71.89,89.0,True
3,76.0,SKIN,The Beauty Health Company,49.0,1.7,90,1.82,24.38,28.17,15.55,$9.71,$28.62,26.23,24.12,15.89,89.0,True
4,75.5,HCCI,"Heritage-Crystal Clean, Inc",43.0,1.4,87,1.64,29.44,34.6,17.53,$13.97,$34.91,28.87,28.84,27.67,96.5,True
5,74.5,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,83,1.51,233.47,254.4,8.96,$115.00,$264.40,240.73,224.33,207.13,81.5,True
6,73.66666666666667,UEC,Uranium Energy Corp.,32.0,1.5,95,2.32,2.92,3.91,33.9,$0.82,$3.77,3.09,2.68,2.57,94.0,True
7,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,3.06,49.71,61.5,23.72,$12.25,$54.86,48.26,47.67,36.02,89.0,True
10,71.83333333333333,PDCE,"PDC Energy, Inc.",31.0,1.8,98,3.19,49.61,60.06,21.06,$10.61,$51.81,45.96,42.42,37.5,86.5,True
12,70.5,UUUU,Energy Fuels Inc.,32.0,2.0,98,3.11,6.44,6.81,5.75,$1.42,$8.39,6.9,6.0,5.65,81.5,True
14,70.16666666666667,CARE,"Carter Bankshares, Inc.",42.0,2.0,87,1.63,14.32,16.17,12.92,$6.72,$16.28,14.33,13.13,12.84,81.5,True
16,69.0,ESTE,"Earthstone Energy, Inc.",30.0,2.1,98,3.11,11.16,14.63,31.09,$2.41,$13.15,9.51,8.82,8.38,79.0,True
18,68.83333333333333,KE,"Kimball Electronics, Inc.",10.0,1.0,90,1.81,28.01,33.0,17.82,$11.60,$29.99,26.31,24.44,22.7,106.5,True
19,68.83333333333333,AVID,"Avid Technology, Inc.",39.0,2.4,96,2.57,28.4,42.5,49.65,$8.21,$40.48,28.33,27.81,26.28,71.5,True
20,68.66666666666667,TH,Target Hospitality Corp.,11.0,1.3,96,2.45,3.78,5.5,45.5,$0.82,$4.70,3.82,3.76,2.96,99.0,True
22,68.66666666666667,EVC,Entravision Communications Corporation,14.0,1.5,98,3.38,7.5,10.5,40.0,$1.71,$8.11,7.22,7.05,4.97,94.0,True
24,68.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,80,1.44,106.39,114.5,7.62,$52.22,$109.26,103.54,102.05,91.39,84.0,True
27,68.0,KRG,Kite Realty Group Trust,42.0,2.1,83,1.5,22.02,23.15,5.13,$10.00,$23.14,21.06,20.36,19.76,79.0,True
28,68.0,LPLA,LPL Financial Holdings Inc.,29.0,1.7,86,1.61,167.07,188.88,13.05,$75.25,$168.96,154.85,149.0,139.0,89.0,True
29,68.0,EVRI,Everi Holdings Inc.,17.0,1.5,93,2.04,23.64,30.75,30.08,$8.15,$26.61,23.66,22.93,18.8,94.0,True
30,67.83333333333333,OLN,Olin Corporation,21.0,1.8,96,2.57,49.85,62.25,24.87,$15.31,$52.01,48.72,47.97,40.7,86.5,True
31,67.66666666666667,PXD,Pioneer Natural Resources Company,29.0,1.9,90,1.76,193.06,207.44,7.45,$76.58,$196.64,167.78,156.38,150.48,84.0,True
32,67.66666666666667,CMRE,Costamare Inc.,14.0,1.3,90,1.81,14.78,16.0,8.25,$5.50,$16.72,15.41,13.99,11.08,99.0,True
