no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2560.5,5.21,6.88,0.52,0.67,0.98,,3.47,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-45.02%,,1.16%,15.51%,8.25,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,-4.53%,1.50%,7.01%,31.35%,73.89%,-5.41%,1.12,2.79,3.48%,2.86%,-1.54%,0.74%,17.41%,-8.34%,11.83%,-8.34%,77.28%,45.84,-2.38%,-0.44%,2.0,511.02,1.79,89.03,-2.81%,912636,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.03,0.00%,69.0,93,1.41,89.03,90.51,88.52,76.0,50.22,97.13,27.0,18.58,63.0,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2357.07,31.91,19.72,1.6,4.07,4.73,8.69,23.93,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.91%,2.96%,2.32,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-1.29%,5.01%,52.06%,90.07%,129.48%,-3.21%,1.52,3.56,5.27%,4.99%,5.34%,12.98%,49.77%,-7.00%,45.68%,-7.00%,153.67%,57.63,2.66%,0.16%,1.8,416.25,1.07,72.17,2.82%,447254,11/3/2021 4:30:00 PM,79.33,7/11/2000,72.17,0.00%,75.0,98,1.86,72.17,68.67,64.31,48.37,28.45,77.6,20.0,9.92,64.33333333333333,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5552.85,25.68,19.23,1.33,1.71,5.4,40.53,25.46,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-20.16%,96.70%,-0.06%,2.03%,1.84,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-3.14%,5.05%,-1.88%,20.91%,65.25%,-3.56%,0.27,4.42,3.98%,3.89%,0.36%,4.89%,17.02%,-8.64%,25.28%,-8.64%,70.65%,51.65,0.29%,-0.83%,1.7,516.21,0.52,117.97,-0.54%,267367,11/4/2021 4:30:00 PM,133.33,11/13/2001,117.97,0.00%,78.0,91,1.34,117.97,117.78,112.89,101.04,69.13,129.12,16.0,13.02,61.666666666666664,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40597.02,53.89,38.3,2.95,14.64,10.55,11.99,44.4,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.73,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-7.32%,5.04%,45.74%,40.38%,79.30%,-7.71%,1.19,4.3,2.94%,3.27%,-3.30%,2.80%,35.17%,-10.70%,34.13%,-10.70%,102.49%,46.87,0.68%,-1.04%,2.3,2262.13,0.65,132.67,-0.36%,1461748,11/1/2021 4:30:00 PM,135.51,6/6/2014,130.99,-1.27%,59.0,94,1.45,132.67,137.56,129.7,98.46,65.52,148.57,16.0,2.14,56.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42322.29,19.97,17.66,1.43,2.79,,44.04,14.64,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-1.06%,1.92%,22.50%,31.83%,65.52%,-1.62%,0.88,50.52,2.50%,2.39%,1.67%,7.33%,25.87%,-2.25%,16.69%,-2.25%,85.52%,58.31,0.76%,0.63%,2.2,158.5,0.85,2062.49,1.40%,135508,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2062.49,0.00%,63.0,91,1.34,2062.49,2032.39,1926.39,1642.07,1111.71,2110.0,17.0,5.57,57.0,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1274.57,37.24,,4.9,5.33,4.99,107.11,27.95,4.05%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.72%,46.50%,-0.09%,1.13%,4.07,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,3.27%,3.02%,16.81%,18.94%,67.62%,2.34%,1.08,1.3,2.16%,2.30%,4.08%,6.14%,17.89%,-2.12%,19.96%,-2.12%,83.00%,61.95,1.12%,-0.33%,2.3,36.18,0.5,54.26,0.78%,17941,11/4/2021 4:30:00 PM,54.33,8/19/1993,54.26,0.00%,59.0,92,1.36,54.26,52.22,51.29,46.1,29.65,55.44,13.0,0.13,54.666666666666664,True
888,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9376.66,21.61,19.33,4.16,0.58,15.48,110.7,18.32,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.60%,-19.53%,98.50%,-3.58%,5.17%,5.68,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.66%,-4.73%,18.53%,33.57%,66.92%,-3.17%,0.43,2.13,3.04%,3.16%,-1.29%,0.61%,20.56%,-12.47%,15.13%,-12.47%,74.56%,48.41,1.36%,0.53%,2.2,1233.58,0.92,64.85,1.90%,1134942,11/18/2021 8:30:00 AM,78.21,6/28/2018,65.51,1.02%,63.0,92,1.35,64.85,65.64,64.56,53.9,37.15,74.09,18.0,20.6,57.666666666666664,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15485.16,11.18,12.66,0.59,0.87,3.05,68.91,18.9,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.76%,,-1.03%,3.73%,2.91,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-1.89%,8.50%,50.61%,92.80%,94.53%,-3.79%,2.28,2.86,3.52%,3.12%,2.30%,13.48%,51.24%,-4.65%,45.59%,-4.65%,120.13%,58.69,-0.12%,0.19%,1.5,2418.3,1.64,82.46,0.07%,3975035,11/4/2021 8:30:00 AM,94.5,6/22/2005,83.02,0.68%,84.0,95,1.58,82.46,80.91,73.14,54.72,37.46,86.48,17.0,14.6,65.33333333333333,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35377.97,24.62,18.75,2.24,1.36,4.45,12.78,17.93,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.45,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-2.58%,3.32%,7.17%,23.16%,71.89%,-2.58%,1.42,2.73,2.28%,2.28%,0.26%,2.09%,13.22%,-4.77%,11.71%,-4.77%,76.54%,51.47,-1.50%,0.56%,2.1,1355.04,0.88,105.71,-0.95%,1196844,10/28/2021 8:30:00 AM,128.17,6/10/2004,105.71,0.00%,66.0,93,1.39,105.71,105.58,103.57,93.53,60.43,111.0,21.0,21.25,60.0,True
1273,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2539.73,6.06,4.9,0.67,0.64,1.6,5.16,27.05,0.79%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.55%,87.20%,-0.93%,7.08%,6.7,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,-6.88%,-7.24%,20.18%,20.06%,69.73%,-7.45%,1.95,3.06,4.01%,3.67%,-5.10%,1.18%,9.28%,-12.05%,19.36%,-12.05%,85.45%,44.63,-1.82%,0.09%,1.7,315.1,1.02,75.7,-1.73%,320455,10/27/2021 4:30:00 PM,100.25,6/18/2014,75.19,-0.67%,78.0,92,1.37,75.7,79.43,75.03,69.37,40.82,86.07,15.0,32.43,61.666666666666664,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,242170.4,47.31,39.34,4.74,1.19,13.2,17.97,7811.95,0.57%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.05,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-2.50%,1.44%,21.40%,33.33%,49.43%,-3.15%,0.64,12.88,1.93%,2.40%,-0.79%,3.04%,24.23%,-3.80%,14.25%,-3.80%,79.09%,50.48,0.66%,-0.68%,2.2,2205.23,1.12,549.8,-0.02%,2480055,12/9/2021 4:30:00 PM,549.05,11/27/1985,550.79,0.18%,63.0,86,1.21,549.8,555.18,534.86,443.62,307.0,571.49,22.0,-0.14,57.0,True
1643,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,17422.53,145.0,92.66,40.28,15.84,4.53,40.69,,1.94%,276.80%,1.18,-44.00%,34.87%,-13.30%,3.60%,4.60%,-18.60%,10.70%,103.07,101.28,0.60%,-39.05%,95.90%,-1.25%,1.32%,2.31,1.70%,3.40%,1.80%,,,0.82,0.82,59.70%,10.90%,11.10%,-4.05%,-0.22%,12.40%,21.09%,76.63%,-4.32%,0.78,3.62,2.09%,1.98%,-2.23%,1.18%,18.14%,-5.22%,9.26%,-5.22%,79.92%,45.73,-0.96%,-0.15%,2.3,578.35,0.57,170.96,-1.10%,331353,10/28/2021 4:30:00 PM,180.14,7/22/1993,170.96,0.00%,59.0,94,1.43,170.96,174.72,169.19,145.02,95.02,180.37,37.0,5.37,63.333333333333336,True
1759,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2322.15,8.25,11.29,0.82,3.23,2.05,2.09,7.48,,0.00%,8.8,82.30%,-27.75%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.56,6.90%,-24.41%,84.10%,0.64%,3.81%,2.78,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,12.51%,24.68%,61.35%,80.62%,236.38%,11.04%,1.6,3.05,3.86%,4.82%,16.71%,23.06%,67.51%,0.60%,59.33%,0.60%,273.60%,69.92,2.11%,1.70%,2.1,406.11,1.17,72.59,3.85%,475493,10/27/2021 4:30:00 PM,70.38,2/21/2012,72.4,-0.26%,66.0,99,2.72,72.59,62.93,59.49,43.55,20.83,72.83,21.0,-3.04,62.0,True
1773,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,USA,2748.48,25.68,18.16,0.86,2.14,3.8,11.3,29.52,,0.00%,11.8,1.80%,16.39%,21.20%,30.00%,9.20%,150.50%,39.30%,9.19,8.54,0.40%,-12.33%,95.30%,1.10%,1.53%,2.95,11.30%,15.80%,9.90%,2.2,1.6,0.02,0.03,22.90%,10.00%,8.50%,-3.49%,-6.78%,28.40%,40.10%,56.89%,-4.60%,1.04,10.25,3.44%,3.17%,-1.99%,2.90%,23.11%,-7.40%,27.99%,-7.40%,71.19%,48.45,-0.14%,-0.14%,2.3,44.31,1.04,303.03,-0.28%,45891,11/4/2021 4:30:00 PM,345.67,6/20/2003,303.03,0.00%,59.0,89,1.27,303.03,308.4,295.74,246.58,178.0,327.24,15.0,14.07,54.333333333333336,True
