"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",38660.27,33.14,24.67,2.37,6.12,7.29,24.55,36.44,0.64%,19.10%,3.94,71.00%,10.21%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.00%,91.10%,0.22%,1.75%,2.85,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-3.49%,-5.11%,-20.58%,-23.24%,6.59%,-18.26%,1.06,4.00,2.84%,2.95%,-5.30%,-10.49%,-14.12%,-19.76%,0.60%,-27.33%,16.02%,34.39,-0.29%,-0.89%,,1840.04,1.66,130.49,-1.18%,3053350,2/22/2022 4:30:00 PM,175.32,11/18/1999,129.00,-1.14%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13555.51,33.60,10.32,,1.12,3.57,9.34,,0.54%,0.00%,2.21,85.00%,-9.51%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.34%,83.90%,8.22%,5.18%,1.21,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,0.31%,31.81%,55.65%,80.22%,197.55%,24.35%,2.28,3.92,5.14%,5.93%,11.65%,21.48%,55.92%,-5.46%,56.97%,-5.46%,243.81%,63.87,-7.27%,2.17%,2.00,8013.67,1.12,74.09,-5.26%,8952259,1/19/2022 4:30:00 PM,71.36,10/18/2016,74.30,0.28%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56%,3.73%,2.83%,5.35%,5.24%,3.91%,,0.17,0.60%,0.74%,3.65%,4.59%,5.01%,0.00%,8.25%,-0.58%,13.18%,69.62,-0.18%,0.34%,,469.68,0.89,18.89,0.16%,419337,,,8/15/2018,18.88,-0.05%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.18,43.48,,,,1.30,1353.54,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.07%,0.14%,0.48,,,,1.70,1.70,0.00,0.00,,,,0.00%,0.00%,-0.81%,0.52%,,0.00%,,0.03,0.23%,0.30%,-0.00%,-0.13%,-0.28%,-0.81%,0.41%,-2.60%,2.53%,46.92,0.00%,-0.05%,,289.81,0.09,9.74,-0.05%,27055,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",44.05,,,,1.46,1.31,3.70,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.26%,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-18.18%,-28.00%,-28.84%,-50.20%,-71.75%,17.70%,1.38,0.16,11.35%,9.85%,-20.33%,-21.17%,-47.01%,-57.14%,26.00%,-79.21%,26.00%,33.41,-14.29%,5.76%,1.50,662.18,0.09,1.26,-9.35%,57444,,32.50,1/29/2008,1.42,12.70%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",204.55,,,,,1.37,511.38,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,59.70%,,1.23%,4.57,,,,0.40,0.40,0.00,0.00,,,,-0.20%,0.20%,,,,0.31%,,0.05,0.46%,0.33%,-0.27%,0.13%,0.18%,-1.31%,5.14%,-1.31%,5.14%,48.20,-0.10%,0.00%,,40.82,0.41,9.82,-0.10%,16895,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,8.30%,,0.00%,0.07,,,,,,,,,,,0.00%,-2.09%,-0.20%,,,-2.09%,,0.10,0.04%,0.36%,-1.95%,-1.60%,-1.24%,-6.74%,0.20%,-6.74%,0.61%,40.79,0.00%,-2.00%,,6.04,0.00,9.82,-2.00%,1,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,62.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.09%,-39.03%,,,,-44.38%,,0.05,9.32%,14.91%,-12.61%,-31.52%,-32.92%,-53.53%,47.97%,-53.53%,47.97%,39.10,7.31%,-10.20%,,32.57,0.04,0.31,-3.64%,1401,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",376.07,,,,3760.75,1.10,2.33,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,0.10%,0.00%,59.60%,9.33%,4.53%,2.98,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-7.21%,-7.89%,-29.35%,-47.45%,-34.46%,-27.54%,1.53,1.41,6.00%,7.34%,-7.16%,-19.31%,-33.19%,-34.21%,4.60%,-64.86%,22.28%,39.22,0.86%,-1.42%,1.60,207.07,0.55,17.50,-0.57%,114076,,48.75,8/8/2017,17.60,0.57%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.30%,-2.71%,-7.78%,-12.31%,-9.27%,-7.01%,,1.12,1.09%,1.43%,-3.87%,-4.87%,-8.05%,-8.02%,3.45%,-13.86%,3.45%,37.80,-1.52%,-0.71%,,3.86,0.84,59.75,-2.22%,3227,,,7/21/2010,,
