date,AAP,BAC,EPAM,FTNT,GOOG,GOOGL,MPWR,NDAQ,portfolio
2021-11-19,176.47269097407678,8.431712363669845,519.9079395689331,566.2156604813047,240.5065534536447,271.36442772587156,90.45618236664752,626.6448330658517,2500.0
2021-11-22,177.8768071538306,8.59514668613501,480.9993873310143,546.8574004700564,235.89698983515032,266.58223113185227,88.43807671878275,626.4035435002968,2431.649582827118
2021-11-23,180.89986000095837,8.821724965922643,472.21210181899505,541.3690269721812,235.38132674514827,265.6347067586755,86.53254120889274,627.0670783002529,2417.9183667710267
2021-11-24,179.05840213343205,8.845869737558754,485.78466917464914,550.8910565809603,235.3179897379284,266.250589816233,87.60103830329513,629.1481605345442,2442.8977760186012
2021-11-26,173.96370477653235,8.49857189174006,476.958186292698,541.220250777481,229.04439554211402,259.0768389461986,84.81723510527605,614.3091513912354,2387.8883347232754
2021-11-29,174.37803838121195,8.4669995553997,496.6708782431845,567.5216016735759,234.35003972249018,265.17645897970914,89.46219017704192,630.5958519065942,2466.622058639208
2021-11-30,169.35240054402988,8.25899269112656,476.6057445750047,549.0230047202085,228.47661402453258,258.5566225082574,87.74054631853667,612.9519378536086,2390.965863235305
2021-12-01,167.441894913599,8.141988695843246,466.0014697599557,504.63634089481656,227.1389795051298,257.0151020697814,88.01638863359466,600.2845348002933,2318.6766992730136
2021-12-02,175.52127087990797,8.377122660294539,485.4479064049287,517.6134188908588,230.600958783227,260.50358613258913,87.89907727440556,606.9198367785747,2372.8831778047866
2021-12-03,174.06346133506213,8.186775845126064,467.31721074456266,500.6026847839127,228.58646995884808,258.74613183146846,86.33912841123264,603.5720188410797,2327.4138817512926
2021-12-06,176.48804537188937,8.239027757742102,448.6069676292511,482.7818796839859,230.63302864963384,260.8479726174807,80.88566449693933,597.1176725316446,2285.600258738567
2021-12-07,180.27069415184567,8.343531582974176,465.9936302859693,524.4408790404552,237.4335045150908,268.3451349381592,85.41331304749691,619.9491971908617,2390.189884752853
2021-12-08,179.5648033409221,8.240894127414968,548.3374573689027,533.0372069210034,238.5305563004232,270.0160421997712,85.44977207103902,625.4987191347859,2488.6754514642626
2021-12-09,180.01748766969413,8.302477173037094,548.2356398104208,523.085345783284,237.54498547926693,269.017514906627,81.7369797938591,615.6965548878559,2463.636985504045
2021-12-10,184.17610757342462,8.308074851339196,545.9722307052023,549.8826677780893,238.45758658607747,269.67895137896573,79.80606907451072,620.6428759285326,2496.9245638761417
