"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",40108.22,33.11,24.32,2.21,6.22,7.61,34.64,38.57,0.64%,19.40%,3.94,71.00%,10.04%,22.90%,15.00%,8.50%,0.20%,8.10%,301.00,300.03,0.20%,-17.45%,91.10%,0.22%,1.63%,2.46,11.50%,23.70%,14.70%,2.20,1.60,0.53,0.00,54.00%,21.60%,18.70%,-0.02%,-8.08%,-12.72%,-27.30%,12.28%,-18.36%,1.05,4.38,3.00%,3.13%,-3.42%,-8.13%,-14.24%,-19.85%,5.92%,-27.42%,15.89%,42.30,-2.40%,-0.25%,,1989.31,1.19,130.34,-2.65%,2376453,2/22/2022 4:30:00 PM,164.94,11/18/1999,129.42,-0.71%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",14476.15,39.26,11.48,,1.19,3.35,7.98,27.31,0.47%,4.40%,2.17,347.00%,-11.67%,24.80%,,5.50%,,39.60%,185.40,184.47,0.70%,-32.07%,84.30%,8.19%,5.35%,1.16,2.90%,11.00%,5.00%,1.60,1.00,0.37,0.37,24.70%,7.80%,3.50%,13.35%,36.12%,93.78%,80.89%,199.96%,43.34%,2.27,5.32,8.94%,6.88%,13.36%,29.51%,73.28%,-6.10%,60.35%,-6.10%,215.01%,65.88,-4.46%,-1.40%,2.00,8513.41,1.48,85.40,-5.80%,12612486,1/19/2022 4:30:00 PM,73.27,10/18/2016,85.15,-0.29%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53%,10.65%,12.02%,9.13%,18.72%,9.19%,,0.23,1.24%,1.03%,6.09%,8.46%,10.15%,1.38%,12.08%,1.38%,18.93%,76.44,1.07%,0.41%,,590.77,2.77,19.85,1.49%,1634582,,,8/15/2018,19.99,0.71%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.73,43.57,,,,1.30,1354.15,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.13%,0.07%,0.26,,,,1.70,1.70,0.00,0.00,,,,0.10%,0.00%,-0.31%,0.41%,,0.21%,,0.02,0.13%,0.25%,0.09%,0.13%,-0.05%,-0.31%,0.62%,-2.40%,2.74%,54.11,0.00%,-0.10%,,263.12,2.55,9.76,-0.10%,670721,,,3/25/2021,9.77,0.10%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",38.58,,,,1.28,1.25,3.24,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.45%,0.08%,0.03,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-7.69%,-22.08%,-9.09%,-56.68%,-70.07%,12.10%,1.44,0.12,7.11%,9.02%,-16.20%,-24.27%,-48.00%,-59.18%,20.00%,-80.20%,20.00%,33.69,-0.83%,0.00%,1.50,672.24,0.10,1.20,-0.83%,65721,,32.50,1/29/2008,1.20,0.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",203.37,,,,,1.37,508.43,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,61.60%,,1.24%,5.10,,,,0.40,0.40,0.00,0.00,,,,0.12%,0.10%,0.72%,,,0.31%,,0.03,0.02%,0.25%,-0.09%,0.01%,0.17%,-1.31%,0.82%,-1.31%,5.14%,49.39,0.10%,-0.10%,,36.76,2.00,9.82,0.00%,73691,,,11/10/2021,9.82,0.00%
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,7.66%,,0.00%,0.08,,,,,,,,,,,-1.60%,-1.70%,-0.40%,,,-1.89%,,0.09,0.12%,0.31%,-1.45%,-1.35%,-1.00%,-6.55%,0.20%,-6.55%,0.82%,41.88,0.00%,0.00%,,5.27,0.00,9.84,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,69.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.59%,24.57%,-30.24%,,,-37.66%,,0.05,7.54%,15.75%,16.19%,-15.90%,-20.74%,-47.92%,65.86%,-47.92%,65.86%,52.85,-5.73%,54.17%,,33.21,0.31,0.35,45.33%,10270,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",357.58,,,,3575.78,1.07,2.22,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,1.45%,0.00%,59.60%,9.59%,4.60%,3.73,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-2.07%,-8.08%,-11.70%,-38.17%,-24.18%,-29.36%,1.55,1.10,4.73%,6.21%,-6.09%,-16.21%,-34.48%,-34.38%,8.66%,-65.74%,19.20%,40.70,0.59%,0.18%,1.60,168.47,0.44,17.06,0.77%,73606,,48.75,8/8/2017,17.05,-0.06%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51%,-14.92%,-14.86%,-22.45%,-17.81%,-17.37%,,1.54,2.80%,1.80%,-12.51%,-14.47%,-17.87%,-18.27%,-2.27%,-23.46%,-2.27%,27.96,-4.14%,1.58%,,4.03,0.87,53.09,-2.63%,3521,,,7/21/2010,53.15,0.11%
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",111.71,,14.34,,8.87,0.60,5.27,12.14,,,-0.37,-743.40%,-11.70%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,31.70,3.50%,2.82%,34.50%,-1.26%,0.71%,1.96,0.00%,0.10%,,,,0.49,3.43,34.80%,,1.70%,11.56%,4.39%,-2.19%,-7.27%,-18.12%,2.00%,1.68,0.11,4.01%,3.10%,6.20%,3.74%,-4.53%,-1.92%,14.06%,-19.23%,14.06%,63.43,2.29%,-0.29%,2.70,114.08,1.22,3.57,2.00%,139028,3/2/2022 4:30:00 PM,4.62,12/23/1997,3.57,0.00%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",8975.03,,6.00,,0.30,,0.72,,,,-3.12,83.10%,207.50%,-21.70%,16.09%,-5.70%,62.30%,134.00%,648.76,642.13,1.00%,0.00%,54.20%,-3.31%,13.39%,2.14,-2.90%,26.20%,-1.60%,0.90,0.80,,,57.10%,-3.50%,-6.70%,-25.57%,-22.51%,-22.74%,-33.71%,-40.20%,-28.51%,1.60,1.02,7.83%,5.74%,-25.98%,-26.91%,-34.94%,-35.02%,-10.96%,-50.79%,-10.96%,25.58,-10.27%,-1.92%,3.00,40254.15,2.21,12.84,-11.99%,89079931,1/20/2022 8:30:00 AM,18.10,12/9/2013,12.76,-0.62%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",49.70,3.71,,,0.24,0.34,3.48,248.51,0.85%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.50%,-3.87%,0.83%,1.86,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-11.36%,-9.30%,-39.22%,-43.20%,-36.24%,-4.49%,0.11,0.19,5.10%,7.30%,-10.43%,-12.62%,-37.43%,-30.42%,10.38%,-65.28%,10.38%,37.53,-4.88%,1.65%,,18.03,0.27,2.34,-3.31%,4954,,,3/17/1980,,
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",676.23,6.70,8.01,,0.37,0.95,29.66,20.31,1.85%,12.10%,3.23,141.50%,4.68%,10.00%,-12.10%,-1.00%,500.50%,3.50%,31.43,30.31,1.10%,-7.06%,97.50%,-0.74%,4.51%,5.34,7.90%,15.10%,15.10%,,,0.01,0.01,62.90%,7.90%,5.90%,3.19%,1.64%,-5.04%,-19.33%,-12.52%,-12.13%,,1.07,4.25%,4.74%,2.19%,-2.81%,-19.68%,-16.56%,18.63%,-42.22%,18.63%,50.98,-3.90%,0.76%,2.70,256.03,1.23,21.66,-3.17%,314073,2/23/2022 4:30:00 PM,29.67,11/4/1982,21.66,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",103.35,,,,0.49,0.38,2.98,,,,-2.01,24.70%,56.30%,-25.70%,13.00%,-4.10%,6.20%,4.00%,27.27,25.60,6.30%,0.00%,39.90%,-18.62%,14.94%,7.82,-11.60%,-20.20%,-14.30%,1.80,0.90,0.33,0.56,17.80%,-26.80%,-25.60%,-1.93%,-7.53%,-34.07%,-53.89%,-54.12%,-30.74%,1.66,0.28,5.37%,7.45%,-7.82%,-16.52%,-45.25%,-37.38%,6.59%,-61.51%,6.59%,42.14,3.49%,0.88%,2.80,489.46,0.39,3.56,4.40%,192618,2/24/2022 4:30:00 PM,14.37,9/26/2013,3.56,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",2835.57,49.58,27.21,4.13,5.31,6.11,977.78,,0.70%,33.90%,1.09,-26.60%,24.45%,1.80%,12.00%,6.80%,-67.60%,16.80%,52.44,41.66,16.50%,-0.45%,72.70%,2.35%,2.95%,4.95,10.90%,14.50%,11.50%,2.50,1.00,0.10,0.10,25.80%,13.00%,11.00%,-7.29%,-11.19%,-31.73%,-19.22%,-25.78%,-31.65%,0.70,2.16,4.20%,3.38%,-6.44%,-17.84%,-19.99%,-32.44%,3.31%,-35.21%,3.31%,26.61,-0.42%,0.37%,3.00,248.12,0.85,54.29,-0.06%,211389,2/28/2022 4:30:00 PM,71.00,1/3/1991,54.29,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",12398.68,21.12,12.95,1.39,1.13,4.02,20.62,18.73,1.99%,33.90%,9.53,33.70%,13.85%,9.00%,15.25%,2.80%,-21.30%,1.30%,62.45,60.83,0.10%,-5.38%,,-1.96%,4.93%,3.78,5.20%,18.80%,15.60%,1.20,0.30,0.33,0.00,44.80%,7.60%,5.60%,-1.55%,-13.41%,-11.26%,0.94%,14.06%,-16.08%,1.29,7.28,3.75%,3.50%,-6.56%,-11.29%,-7.10%,-17.68%,5.51%,-17.68%,21.84%,35.45,-2.46%,-0.12%,2.20,794.09,1.62,201.31,-2.57%,1289382,2/14/2022 4:30:00 PM,257.59,11/29/2001,200.40,-0.45%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2648440.61,26.45,24.25,1.78,7.00,36.29,41.44,30.35,0.55%,14.20%,6.02,71.40%,6.60%,22.00%,14.85%,11.10%,24.80%,11.20%,16391.72,16308.00,0.07%,-4.12%,59.60%,0.73%,0.67%,1.11,28.70%,149.80%,50.00%,1.00,1.00,1.48,1.71,43.00%,30.90%,26.60%,-3.52%,-7.87%,-1.57%,3.24%,36.90%,-10.29%,1.19,4.73,2.70%,2.58%,-5.25%,-6.62%,4.25%,-12.92%,4.80%,-12.92%,37.08%,37.74,-2.53%,0.17%,1.80,98398.36,0.98,159.30,-2.37%,96126852,1/27/2022 4:30:00 PM,193.05,12/12/1980,158.45,-0.53%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",388.60,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.18,,,,,,,,,,,0.15%,0.36%,-0.05%,1.09%,,-0.05%,,0.01,0.09%,0.14%,0.09%,0.06%,0.07%,-0.87%,0.36%,-2.46%,1.21%,53.51,-0.05%,0.10%,,52.57,1.13,9.72,0.05%,59559,,,5/10/2021,,
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2216.93,78.35,53.71,26.12,5.90,1.79,15.89,,3.24%,245.20%,0.47,2.30%,23.21%,-8.00%,3.00%,5.00%,181.70%,25.10%,60.00,59.55,0.90%,124.03%,97.30%,-1.14%,1.26%,2.77,0.90%,2.30%,3.30%,,,1.33,1.33,65.50%,25.40%,7.60%,1.37%,5.43%,5.86%,-6.86%,2.15%,-1.25%,1.19,0.92,2.14%,2.43%,2.78%,1.31%,-1.04%,-5.46%,8.74%,-9.23%,17.76%,55.57,-1.75%,0.29%,2.80,270.06,0.63,37.06,-1.46%,169773,2/8/2022 4:30:00 PM,38.60,1/13/2011,37.06,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",37.27,12.24,,0.61,2.89,1.69,4.44,20.71,7.33%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.12,9.50%,0.37%,27.20%,-6.07%,0.83%,1.24,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-1.80%,-4.10%,0.61%,-19.24%,51.97%,4.13%,1.02,0.29,3.53%,4.13%,-7.17%,-0.92%,-5.86%,-14.38%,29.45%,-43.44%,61.18%,43.18,-0.76%,-0.15%,,20.79,0.18,6.55,-0.91%,3678,,,5/5/1995,,
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",48.84,,,,,0.72,5.49,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.60%,11.98%,0.60%,1.49,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,13.19%,12.89%,7.28%,-19.63%,-47.71%,13.19%,0.89,0.02,6.74%,7.73%,6.77%,11.96%,-12.98%,-11.95%,27.92%,-54.73%,27.92%,58.39,9.46%,4.98%,,527.60,1.88,0.34,14.92%,990590,,1.00,10/17/2003,0.32,-5.25%
