rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
7,72.16666666666667,FANG,"Diamondback Energy, Inc.",33.0,1.8,97,2.65,105.12,112.32,6.85,$23.63,$107.55,89.49,81.12,76.79,86.5,True
40,66.66666666666667,PXD,Pioneer Natural Resources Company,29.0,1.9,87,1.62,184.66,207.44,12.34,$76.58,$184.87,163.77,154.51,149.65,84.0,True
44,66.33333333333333,CZR,"Caesars Entertainment, Inc.",26.0,1.9,89,1.66,116.15,126.91,9.26,$43.07,$119.81,110.88,100.7,94.16,84.0,True
56,65.0,SBNY,Signature Bank,10.0,1.7,96,2.64,292.76,310.67,6.12,$71.44,$299.58,270.17,258.41,228.87,89.0,True
81,63.666666666666664,ULTA,"Ulta Beauty, Inc.",45.0,2.3,72,1.26,375.03,436.65,16.43,$200.50,$414.98,375.19,369.4,332.05,74.0,True
100,62.5,PWR,"Quanta Services, Inc.",17.0,1.8,84,1.51,113.39,121.33,7.0,$57.81,$119.70,115.69,105.93,91.26,86.5,True
110,62.0,SLB,Schlumberger Limited,19.0,1.9,83,1.48,31.02,35.94,15.86,$13.70,$36.87,29.1,28.45,28.4,84.0,True
111,62.0,LKQ,LKQ Corporation,16.0,1.5,76,1.33,51.96,62.11,19.53,$29.60,$53.17,51.18,51.15,45.86,94.0,True
122,61.5,MPC,Marathon Petroleum Corporation,11.0,1.8,87,1.6,63.5,70.07,10.35,$26.77,$64.84,60.73,58.7,55.29,86.5,True
124,61.333333333333336,AMP,"Ameriprise Financial, Inc.",26.0,1.9,74,1.28,276.35,292.5,5.84,$155.33,$280.89,268.13,267.64,242.48,84.0,True
125,61.333333333333336,SCHW,The Charles Schwab Corporation,20.0,2.1,85,1.57,76.39,83.83,9.74,$37.01,$77.97,73.02,72.5,67.35,79.0,True
132,61.0,CBRE,"CBRE Group, Inc.",19.0,2.1,85,1.55,98.64,116.43,18.04,$43.17,$101.66,97.24,96.15,82.69,79.0,True
137,60.833333333333336,RJF,"Raymond James Financial, Inc.",15.0,1.8,81,1.44,95.86,159.0,65.87,$48.87,$97.24,91.57,91.17,83.38,86.5,True
147,60.333333333333336,EOG,"EOG Resources, Inc.",12.0,2.1,90,1.79,85.79,99.85,16.39,$31.22,$89.48,77.03,72.08,71.4,79.0,True
148,60.166666666666664,CFG,"Citizens Financial Group, Inc.",21.0,2.0,78,1.36,48.66,51.75,6.35,$25.41,$51.14,45.23,44.14,43.98,81.5,True
159,59.166666666666664,APA,APA Corporation,15.0,2.4,91,1.85,22.8,27.5,20.61,$7.45,$24.30,20.97,19.36,19.21,71.5,True
169,58.5,MET,"MetLife, Inc.",21.0,2.0,73,1.27,64.55,71.8,11.23,$35.90,$67.68,61.88,61.25,59.27,81.5,True
171,58.333333333333336,RTX,Raytheon Technologies Corporation,25.0,1.9,66,1.16,90.15,101.61,12.71,$51.92,$90.63,85.89,85.8,80.82,84.0,True
215,54.5,DISH,DISH Network Corporation,17.0,2.4,75,1.3,45.32,53.44,17.92,$24.51,$47.05,43.52,43.27,39.17,71.5,True
219,54.0,HBAN,Huntington Bancshares Incorporated,15.0,2.3,73,1.27,15.97,17.08,6.95,$9.30,$16.91,15.31,15.08,14.92,74.0,True
