date,BSY,DHR,EFX,INTU,KZR,LSI,NAVI,NOTV,NVDA,SWAV,TRNS,portfolio
2021-09-17,31.932843839762985,137.8566626926843,417.25289653769073,422.0437821869381,29.77674962868841,475.90861560187795,17.44767532023462,174.23002751694838,189.8112240792238,323.1653735070699,280.57414908888074,2500.0
2021-09-20,30.100438432819804,137.67801474967,409.06749295491335,416.4475800381569,26.44101919751982,476.4246563060922,16.771754309531616,182.77022835277484,182.99015406322613,304.43444941390516,270.62996970255017,2453.75575752116
2021-09-21,30.514967162411065,137.92897257438054,403.0960461507158,417.0860729007695,27.69574348814287,476.70252437759217,16.59348942758797,247.91408589117216,184.1428888943922,306.6690657380897,269.32152504645404,2517.665381651708
2021-09-22,30.61388879106352,137.68652179457544,408.22556572925623,422.75739185691685,28.430216243629527,473.8047573462353,16.452363062715914,169.3640991337449,190.1665784256735,318.7388405336852,279.6146230077436,2475.8548459252397
2021-09-23,30.712810419715986,138.0650852928676,412.02982948963273,433.70191069017073,28.613834432501193,468.36648223259306,16.563778613930694,167.37800591611082,194.85552236297303,324.06206668174264,279.83269711709295,2494.182023249331
2021-09-24,30.218202276453688,137.84390212532614,412.60670555165706,434.11505313068477,27.297904078920926,459.63348569973687,16.704904978802748,170.4067980730028,191.37998351111145,316.774655484402,281.3156010606686,2478.297195970767
2021-09-27,29.56814585959467,134.2326615629661,407.9137408308647,425.91980944703346,27.450919236313982,446.8515544107382,17.195133404147782,162.11485888938054,187.73110107561587,316.57539033447466,283.58357179790187,2439.1368868490317
2021-09-28,28.74850950790286,129.11142052989013,398.62135885879746,409.39411182647166,27.14488892152787,451.69439794259483,16.60091713100229,156.35518855824176,179.40194188200243,297.6879007663672,276.5615854768526,2371.322221401651
2021-09-29,28.31513856333018,130.33218147382104,398.69931508339533,410.8363545279025,25.98197372534066,456.8945004235228,14.290901369149172,142.10496972171737,177.8245152709331,292.2508088183513,286.11323146635436,2363.6438904438182
2021-09-30,28.564797911834006,129.40916710158058,393.83484666848767,405.26268742133124,26.44101919751982,448.99510810516654,14.65485883645079,145.18341420905014,179.54928392809134,293.0336361930656,281.22837141692884,2346.1571909895065
2021-10-01,28.922799996481,128.50742034160376,398.3251252053255,408.61289702986335,26.410416166041212,452.21043864680905,14.20176892817735,151.73752182724257,179.7746305868155,284.052471221343,285.0664757414775,2357.8219656911797
