rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.0,10.15,11.5,13.3,$1.91,$10.19,8.65,8.42,6.2,81.5,True
2,70.33333333333333,RWT,"Redwood Trust, Inc.",46.0,1.7,76,1.38,13.16,14.04,6.69,$6.52,$12.71,11.96,11.49,9.66,89.0,True
3,70.0,GNRC,Generac Holdings Inc.,20.0,1.5,96,2.43,404.95,497.0,22.73,$134.15,$452.92,419.84,363.63,290.34,94.0,True
4,69.66666666666667,SGH,"SMART Global Holdings, Inc.",50.0,1.7,70,1.27,45.28,69.0,52.39,$23.54,$58.39,49.22,47.16,41.05,89.0,True
5,69.5,IIPR,"Innovative Industrial Properties, Inc.",39.0,2.0,88,1.68,234.18,257.0,9.74,$91.55,$222.08,197.91,186.88,174.04,81.5,True
6,69.0,EPRT,"Essential Properties Realty Trust, Inc.",42.0,1.9,81,1.46,28.39,32.36,13.98,$14.44,$29.29,27.47,26.61,22.54,84.0,True
7,68.83333333333333,SSTK,"Shutterstock, Inc.",21.0,1.6,94,2.01,116.29,126.0,8.35,$37.31,$104.57,100.09,93.19,80.29,91.5,True
8,66.83333333333333,NAVI,Navient Corporation,19.0,1.8,95,2.22,19.12,21.35,11.66,$6.97,$20.60,19.42,18.61,13.19,86.5,True
9,66.66666666666667,UPWK,Upwork Inc.,14.0,1.7,97,2.6,48.03,66.71,38.89,$12.96,$64.49,55.25,49.09,41.33,89.0,True
10,65.66666666666667,OMI,"Owens & Minor, Inc.",24.0,2.3,99,4.37,31.66,46.17,45.83,$7.73,$49.16,42.91,40.93,32.61,74.0,True
11,65.5,NSA,National Storage Affiliates Trust,42.0,2.2,78,1.41,52.84,58.3,10.33,$28.88,$53.98,51.71,48.41,39.68,76.5,True
12,65.5,CROX,"Crocs, Inc.",19.0,2.0,96,2.5,141.13,157.7,11.74,$33.34,$120.92,114.37,108.06,79.43,81.5,True
13,65.33333333333333,NET,"Cloudflare, Inc.",17.0,1.9,95,2.1,114.98,125.13,8.83,$32.69,$111.97,105.54,91.38,76.94,84.0,True
14,65.33333333333333,RDNT,"RadNet, Inc.",13.0,1.3,84,1.54,29.1,43.67,50.07,$13.49,$36.64,34.09,30.23,22.16,99.0,True
18,64.5,ROKU,"Roku, Inc.",18.0,2.0,94,2.07,314.46,470.67,49.68,$143.21,$486.72,423.09,370.15,340.21,81.5,True
19,64.33333333333333,MODV,ModivCare Inc.,13.0,1.5,86,1.59,187.05,211.88,13.27,$77.75,$184.71,170.25,158.8,144.41,94.0,True
20,64.0,MIDD,The Middleby Corporation,20.0,1.9,88,1.68,173.84,214.0,23.1,$81.33,$186.20,174.14,170.94,147.84,84.0,True
21,63.833333333333336,POLY,"Plantronics, Inc.",28.0,2.2,87,1.64,25.88,41.67,61.01,$8.40,$43.37,38.08,30.66,18.76,76.5,True
22,63.666666666666664,AMN,"AMN Healthcare Services, Inc.",19.0,1.7,83,1.51,114.94,121.56,5.76,$46.92,$99.48,96.17,93.66,76.69,89.0,True
23,63.666666666666664,DECK,Deckers Outdoor Corporation,16.0,1.5,81,1.46,365.47,486.5,33.12,$192.58,$396.23,377.82,349.3,312.64,94.0,True
24,63.5,ENSG,"The Ensign Group, Inc.",17.0,1.6,82,1.48,75.62,96.8,28.01,$44.16,$98.66,87.29,84.9,79.72,91.5,True
25,63.5,JYNT,The Joint Corp.,15.0,2.2,99,4.08,95.92,124.6,29.9,$13.60,$89.69,82.82,72.23,43.35,76.5,True
26,63.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,93,1.99,155.36,197.73,27.27,$56.28,$229.04,177.14,152.89,152.23,76.5,True
27,63.333333333333336,DKS,"DICK'S Sporting Goods, Inc.",25.0,2.3,91,1.82,121.72,152.33,25.15,$39.74,$102.92,98.98,94.77,73.87,74.0,True
29,63.166666666666664,AXON,"Axon Enterprise, Inc.",23.0,1.8,80,1.45,178.77,213.0,19.15,$78.28,$212.37,173.53,153.11,141.24,86.5,True
30,63.0,TGT,Target Corporation,19.0,1.9,86,1.63,228.42,279.74,22.47,$119.04,$254.53,245.33,232.29,193.52,84.0,True
