rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
1,70.66666666666667,RWT,"Redwood Trust, Inc.",47.0,1.7,76,1.32,13.16,14.04,6.69,$6.52,$12.71,11.85,11.63,9.79,89.0,True
4,69.0,EPRT,"Essential Properties Realty Trust, Inc.",42.0,1.9,81,1.43,28.39,32.36,13.98,$15.11,$29.51,28.03,27.15,22.85,84.0,True
5,68.5,IIPR,"Innovative Industrial Properties, Inc.",36.0,2.0,88,1.61,234.18,257.0,9.74,$95.66,$222.08,204.16,191.62,176.66,81.5,True
6,67.66666666666667,RDNT,"RadNet, Inc.",13.0,1.3,91,1.7,29.1,43.67,50.07,$13.49,$36.64,33.99,31.54,22.71,99.0,True
8,65.83333333333333,FRGI,"Fiesta Restaurant Group, Inc.",27.0,2.0,89,1.62,11.38,17.0,49.38,$6.05,$18.52,13.73,13.59,13.43,81.5,True
9,65.83333333333333,NAVI,Navient Corporation,17.0,1.8,94,1.94,19.12,21.35,11.66,$7.42,$20.80,19.8,19.02,13.54,86.5,True
11,65.5,NSA,National Storage Affiliates Trust,43.0,2.2,77,1.36,52.84,58.3,10.33,$29.11,$55.22,52.67,49.64,40.31,76.5,True
12,65.5,CROX,"Crocs, Inc.",17.0,2.0,98,2.64,141.13,157.7,11.74,$35.17,$136.50,118.73,110.91,81.83,81.5,True
16,64.83333333333333,AXON,"Axon Enterprise, Inc.",22.0,1.8,86,1.54,178.77,213.0,19.15,$78.28,$212.37,178.06,159.29,143.85,86.5,True
17,64.83333333333333,VVI,Viad Corp,17.0,2.0,96,2.34,47.75,58.0,21.47,$13.94,$52.00,47.58,47.04,38.33,81.5,True
18,64.83333333333333,SSTK,"Shutterstock, Inc.",21.0,1.6,82,1.46,116.29,126.0,8.35,$44.50,$108.96,101.35,95.69,81.76,91.5,True
20,64.33333333333333,MIDD,The Middleby Corporation,21.0,1.9,88,1.61,173.84,214.0,23.1,$82.04,$190.25,179.78,172.32,150.59,84.0,True
21,64.33333333333333,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,99,3.34,90.64,100.0,10.33,$18.24,$86.70,81.65,78.63,59.44,79.0,True
23,64.0,MODV,ModivCare Inc.,14.0,1.5,84,1.5,187.05,211.88,13.27,$78.82,$184.71,167.81,161.38,146.52,94.0,True
24,64.0,RH,RH,21.0,2.1,92,1.77,646.45,764.79,18.31,$278.13,$733.05,683.75,661.79,537.03,79.0,True
25,64.0,OMI,"Owens & Minor, Inc.",23.0,2.3,95,2.14,31.66,46.17,45.83,$12.54,$49.16,44.27,42.65,33.28,74.0,True
27,63.666666666666664,COOP,Mr. Cooper Group Inc.,20.0,2.1,92,1.82,41.57,44.29,6.54,$13.45,$37.91,33.76,33.75,30.69,79.0,True
29,63.5,JYNT,The Joint Corp.,14.0,2.2,100,4.39,95.92,124.6,29.9,$13.60,$89.69,83.85,76.03,45.31,76.5,True
30,63.333333333333336,DECK,Deckers Outdoor Corporation,17.0,1.5,79,1.38,365.47,486.5,33.12,$192.58,$414.55,389.25,357.63,317.4,94.0,True
31,63.333333333333336,DKS,"DICK'S Sporting Goods, Inc.",25.0,2.3,91,1.7,121.72,152.33,25.15,$44.38,$106.57,100.07,96.6,75.13,74.0,True
32,63.166666666666664,THC,Tenet Healthcare Corporation,18.0,2.2,95,2.06,68.82,84.53,22.83,$21.34,$73.65,68.6,67.44,50.67,76.5,True
33,63.0,GPI,"Group 1 Automotive, Inc.",24.0,1.9,81,1.42,188.31,251.4,33.5,$80.66,$181.95,163.56,160.26,146.7,84.0,True
36,62.5,ENSG,"The Ensign Group, Inc.",17.0,1.6,79,1.38,75.62,96.8,28.01,$44.47,$98.66,87.14,85.15,80.57,91.5,True
37,62.333333333333336,YETI,"YETI Holdings, Inc.",16.0,1.9,87,1.55,85.98,114.47,33.14,$43.09,$98.79,92.41,90.44,74.88,84.0,True
38,62.166666666666664,OMCL,"Omnicell, Inc.",17.0,2.0,88,1.6,153.26,166.8,8.83,$66.04,$154.92,151.21,145.05,125.68,81.5,True
40,61.666666666666664,CLF,Cleveland-Cliffs Inc.,13.0,2.3,98,2.88,19.66,29.59,50.51,$5.16,$24.77,21.48,20.97,16.13,74.0,True
41,61.333333333333336,AMN,"AMN Healthcare Services, Inc.",19.0,1.7,76,1.33,114.94,121.56,5.76,$49.87,$100.04,97.3,94.63,77.86,89.0,True
42,61.0,AGYS,"Agilysys, Inc.",18.0,2.5,96,2.24,55.2,62.0,12.32,$17.44,$64.09,56.28,54.41,46.42,69.0,True
45,60.5,TTGT,"TechTarget, Inc.",22.0,2.2,83,1.47,83.12,99.13,19.26,$35.24,$101.12,74.4,71.96,68.12,76.5,True
48,59.833333333333336,TRUP,"Trupanion, Inc.",17.0,2.4,91,1.7,79.69,125.2,57.11,$48.83,$126.53,112.78,101.38,96.47,71.5,True
52,59.666666666666664,AFG,"American Financial Group, Inc.",18.0,2.5,92,1.82,127.47,145.0,13.75,$58.86,$141.25,122.78,120.81,95.22,69.0,True
53,59.666666666666664,JBL,Jabil Inc.,17.0,1.7,73,1.28,59.4,74.0,24.58,$30.42,$58.95,56.85,56.6,47.3,89.0,True
55,59.666666666666664,GMS,GMS Inc.,16.0,2.1,84,1.49,44.74,61.0,36.34,$21.41,$50.62,46.73,45.37,37.19,79.0,True
56,59.666666666666664,DGII,Digi International Inc.,18.0,1.7,72,1.26,21.32,26.75,25.47,$11.51,$25.61,19.79,19.46,19.02,89.0,True
57,59.5,CSL,Carlisle Companies Incorporated,15.0,1.6,72,1.26,201.59,234.29,16.22,$115.54,$202.35,194.27,191.08,163.46,91.5,True
59,59.333333333333336,ABG,"Asbury Automotive Group, Inc.",20.0,2.1,79,1.39,197.77,230.86,16.73,$91.52,$216.88,184.77,183.45,165.2,79.0,True
63,58.166666666666664,LSI,"Life Storage, Inc.",11.0,1.8,77,1.36,115.56,129.4,11.98,$61.93,$116.71,112.04,106.43,87.45,86.5,True
64,58.0,AMG,"Affiliated Managers Group, Inc.",13.0,2.5,92,1.76,153.28,202.0,31.78,$62.19,$180.97,166.86,162.2,130.75,69.0,True
65,57.666666666666664,ODP,The ODP Corporation,17.0,2.5,87,1.58,41.58,59.0,41.9,$17.86,$51.40,46.82,46.36,38.27,69.0,True
76,56.166666666666664,FIVE,"Five Below, Inc.",15.0,2.0,72,1.26,173.65,231.84,33.51,$101.85,$205.28,191.82,188.63,178.38,81.5,True
77,56.0,SKX,"Skechers U.S.A., Inc.",14.0,2.1,75,1.31,42.49,64.08,50.81,$28.03,$55.87,49.91,48.68,40.78,79.0,True
79,55.5,BSIG,BrightSphere Investment Group Inc.,17.0,2.2,73,1.28,26.12,28.75,10.07,$12.35,$24.39,23.81,23.19,20.29,76.5,True
81,54.833333333333336,SAFE,Safehold Inc.,12.0,2.2,76,1.32,72.68,97.88,34.67,$47.55,$88.20,82.73,77.61,72.84,76.5,True
82,54.666666666666664,FOXF,Fox Factory Holding Corp.,17.0,2.3,73,1.27,147.5,176.0,19.32,$69.95,$166.89,155.88,152.43,126.87,74.0,True
