rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
48,66.66666666666667,PXD,Pioneer Natural Resources Company,28.0,1.9,88,1.67,189.93,207.44,9.22,$76.58,$196.64,176.7,160.47,152.43,84.0,True
55,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.62,113.0,126.91,12.31,$43.07,$119.81,113.91,104.35,95.54,84.0,True
63,65.0,ULTA,"Ulta Beauty, Inc.",44.0,2.3,77,1.32,406.35,436.65,7.46,$200.50,$414.98,380.98,377.22,336.72,74.0,True
72,64.66666666666667,SLB,Schlumberger Limited,20.0,1.9,90,1.74,34.16,35.94,5.21,$13.70,$36.87,30.86,29.08,28.8,84.0,True
105,62.666666666666664,LKQ,LKQ Corporation,16.0,1.5,78,1.35,55.56,62.11,11.79,$29.60,$55.65,52.09,51.53,46.49,94.0,True
109,62.166666666666664,MPC,Marathon Petroleum Corporation,10.0,1.8,90,1.8,66.4,70.07,5.53,$26.77,$67.92,63.33,60.09,56.15,86.5,True
110,62.0,CBRE,"CBRE Group, Inc.",19.0,2.1,88,1.64,102.05,116.43,14.09,$43.17,$102.69,98.16,96.66,84.15,79.0,True
124,61.5,COF,Capital One Financial Corporation,19.0,2.2,89,1.68,169.16,183.18,8.29,$70.78,$177.95,165.97,165.73,145.7,76.5,True
125,61.333333333333336,EOG,"EOG Resources, Inc.",13.0,2.1,92,1.89,89.31,99.85,11.8,$31.22,$93.07,84.43,74.87,73.0,79.0,True
128,61.166666666666664,PWR,"Quanta Services, Inc.",17.0,1.8,80,1.39,112.67,121.33,7.69,$58.93,$119.70,114.06,108.89,92.7,86.5,True
135,60.833333333333336,RJF,"Raymond James Financial, Inc.",14.0,1.8,82,1.46,100.37,159.0,58.41,$48.87,$101.16,94.45,92.69,84.61,86.5,True
136,60.833333333333336,CFG,"Citizens Financial Group, Inc.",21.0,2.0,80,1.39,48.38,51.75,6.97,$25.41,$51.14,47.22,45.02,44.51,81.5,True
143,60.333333333333336,KIM,Kimco Realty Corporation,21.0,2.3,86,1.6,22.93,24.15,5.32,$10.04,$22.94,21.8,21.75,20.08,74.0,True
148,60.0,BKR,Baker Hughes Company,10.0,1.9,86,1.57,26.96,28.6,6.08,$13.08,$27.66,25.17,23.58,22.89,84.0,True
155,59.833333333333336,TECH,Bio-Techne Corporation,11.0,1.8,82,1.44,499.49,540.67,8.24,$250.24,$543.85,497.95,497.0,428.92,86.5,True
163,59.5,HES,Hess Corporation,11.0,2.2,91,1.86,89.15,99.36,11.45,$34.82,$92.79,82.22,74.37,73.71,76.5,True
168,59.166666666666664,MET,"MetLife, Inc.",22.0,2.0,74,1.27,65.2,71.8,10.12,$35.90,$67.68,63.21,62.18,59.93,81.5,True
179,58.666666666666664,SYF,Synchrony Financial,19.0,2.1,78,1.34,51.01,56.95,11.64,$24.47,$52.20,49.74,49.43,44.65,79.0,True
195,57.333333333333336,GE,General Electric Company,14.0,2.1,79,1.36,104.12,121.78,16.96,$56.72,$115.36,103.66,103.39,102.66,79.0,True
236,55.0,HBAN,Huntington Bancshares Incorporated,15.0,2.3,76,1.3,16.19,17.08,5.5,$9.51,$16.91,15.65,15.35,15.06,74.0,True
242,54.5,KMX,"CarMax, Inc.",12.0,1.8,65,1.14,137.52,149.45,8.68,$84.70,$147.73,134.9,131.99,126.51,86.5,True
249,53.5,USB,U.S. Bancorp,16.0,2.2,68,1.19,60.58,63.86,5.41,$36.57,$63.00,60.47,58.27,55.6,76.5,True
