,ticker,allocation,companyName,start_price,current_price,initial_investment,shares,cash_now,return,rank
10,AFG,4.664741858140674,"American Financial Group, Inc.",126.98,136.34,116.62,0.92,125.43,7.55,1.0
9,LSI,9.692493745016709,"Life Storage, Inc.",127.25,131.16,242.31,1.9,249.2,2.84,2.0
0,POOL,17.99054770112024,Pool Corporation,496.89,442.1,449.76,0.91,402.31,-10.55,3.0
3,ZTS,7.158754265735203,Zoetis Inc.,209.1,185.29,178.97,0.86,159.35,-10.96,4.0
7,CRAI,1.4748671873115615,"CRA International, Inc.",96.4,84.13,36.87,0.38,31.97,-13.29,5.0
8,UFPT,2.2805040921272894,"UFP Technologies, Inc.",69.13,58.83,57.01,0.82,48.24,-15.38,6.0
6,RPD,3.1385978668887655,"Rapid7, Inc.",124.95,102.51,78.46,0.63,64.58,-17.69,7.0
2,EQIX,14.29398212976183,"Equinix, Inc.",882.83,693.55,357.35,0.4,277.42,-22.37,8.0
4,CARR,21.252960654422466,Carrier Global Corporation,57.12,43.22,531.32,9.3,401.95,-24.35,9.0
5,BSY,1.6565807808898276,"Bentley Systems, Incorporated",67.18,36.44,41.41,0.62,22.59,-45.45,10.0
1,EPAM,16.395969718585448,"EPAM Systems, Inc.",643.39,200.14,409.9,0.64,128.09,-68.75,11.0
