no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
1636,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,122417.29,26.68,11.22,,3.38,2.71,11.65,21.25,1.70%,51.00%,3.36,-139.20%,35.33%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-9.77%,80.40%,0.03%,1.13%,1.88,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,4.71%,22.96%,20.80%,57.51%,118.70%,24.22%,1.44,2.82,4.46%,3.24%,10.54%,18.92%,39.81%,0.53%,36.10%,0.53%,126.47%,71.78,0.80%,2.17%,1.8,7924.1,1.21,89.66,2.99%,9623451,2/3/2022 8:30:00 AM,93.63,1/13/1978,90.6,1.05%,75.0,98,1.91,89.66,81.97,75.86,64.47,39.7,89.74,15.0,4.43,62.666666666666664,True
2177,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,36934.08,29.92,9.83,1.2,4.14,3.89,15.91,13.42,0.85%,19.80%,1.73,3855.60%,55.91%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.26%,90.20%,-1.98%,2.61%,1.45,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,6.40%,16.27%,35.01%,103.54%,220.08%,17.46%,2.88,2.71,8.19%,5.01%,7.49%,17.25%,58.18%,-2.78%,45.54%,-2.78%,241.85%,65.41,-2.65%,2.63%,1.8,11567.32,1.18,51.74,-0.10%,13640287,2/15/2022 4:30:00 PM,53.64,3/17/1992,51.83,0.18%,75.0,99,2.63,51.74,48.51,44.77,33.93,16.17,54.24,31.0,3.67,68.33333333333333,True
2429,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,66045.35,21.22,10.89,0.29,4.25,2.93,15.38,13.09,2.73%,31.00%,5.17,-122.20%,16.60%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.78%,87.80%,-0.47%,0.87%,1.15,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.04%,21.65%,20.70%,52.36%,111.71%,23.55%,1.83,3.95,5.16%,3.78%,10.63%,19.64%,35.83%,-0.14%,36.05%,-0.14%,127.09%,73.14,0.07%,1.99%,2.0,4407.11,1.41,109.75,2.06%,6217520,11/4/2021 4:30:00 PM,114.47,10/4/1989,109.75,0.00%,69.0,98,1.79,109.75,100.2,92.87,82.85,50.08,111.28,15.0,4.3,60.666666666666664,True
2659,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,24080.12,66.76,7.46,1.09,4.34,2.03,52.69,8.37,1.55%,82.70%,1.93,269.40%,53.65%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.35%,89.40%,0.64%,2.82%,1.78,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,5.52%,16.78%,19.58%,61.73%,113.30%,19.28%,2.34,6.28,7.48%,4.85%,6.88%,14.18%,37.26%,-2.36%,35.38%,-2.36%,129.18%,63.52,-2.13%,3.17%,1.9,2859.11,0.94,128.64,0.97%,2673316,11/1/2021 4:30:00 PM,138.97,10/12/2012,128.85,0.16%,72.0,98,1.87,128.64,121.35,113.02,93.96,56.35,134.06,22.0,8.03,64.0,True
3473,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28197.73,69.28,17.95,1.1,1.98,4.86,10.71,28.06,0.58%,40.40%,0.45,-158.60%,60.71%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.11,0.40%,-3.92%,78.00%,-0.33%,1.59%,1.41,1.90%,7.50%,-15.60%,2.4,1.8,1.61,1.61,12.60%,8.10%,2.80%,9.56%,33.75%,22.73%,45.08%,68.75%,34.81%,2.5,1.19,6.80%,4.05%,15.33%,26.98%,36.34%,-2.37%,48.44%,-2.37%,78.93%,78.23,-1.38%,1.49%,2.2,10034.07,1.65,30.83,0.10%,16558437,1/24/2022 8:30:00 AM,30.29,9/15/1948,30.85,0.06%,63.0,95,1.48,30.83,27.13,24.43,22.66,17.5,32.13,7.0,-1.75,55.0,True
5081,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45068.36,95.61,16.31,2.18,0.44,1.61,3.41,,3.23%,16.30%,0.75,-716.80%,151.83%,-39.20%,43.80%,-0.60%,156.30%,85.90%,633.0,590.89,0.10%,0.16%,79.50%,-0.11%,2.82%,2.48,10.40%,36.60%,-18.20%,2.0,1.5,0.96,0.97,8.10%,2.80%,8.90%,-0.13%,11.70%,8.69%,28.55%,60.60%,12.36%,1.93,2.16,3.94%,2.82%,2.59%,9.33%,17.21%,-5.25%,20.74%,-5.25%,69.90%,60.4,-1.01%,2.32%,1.8,6733.28,1.34,71.9,1.30%,9048977,2/2/2022 8:30:00 AM,79.47,6/23/2011,71.9,0.00%,75.0,95,1.41,71.9,70.48,65.88,61.43,42.32,75.88,16.0,10.53,62.0,True
5106,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15949.28,,9.95,,3.55,1.45,,11.66,1.21%,,-0.05,-409.20%,50.72%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.30%,75.40%,0.42%,2.83%,1.25,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,6.26%,20.45%,22.53%,68.08%,162.57%,20.89%,2.82,0.88,6.60%,4.47%,9.32%,18.37%,42.45%,-2.00%,38.87%,-2.00%,175.69%,67.35,-1.24%,2.50%,2.2,17312.36,1.33,19.85,1.22%,22971196,2/16/2022 4:30:00 PM,20.9,11/26/1965,19.92,0.35%,63.0,99,2.3,19.85,18.32,16.83,13.98,7.2,20.58,20.0,5.29,60.666666666666664,True
5754,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36037.5,,12.09,,1.61,3.83,17.5,5.82,0.11%,,-0.79,155.00%,42.84%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.02,0.10%,2.11%,70.90%,0.37%,3.61%,2.14,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,6.61%,26.39%,11.89%,39.13%,77.85%,28.53%,2.14,1.81,7.54%,5.18%,11.34%,19.20%,28.75%,-2.66%,43.03%,-2.66%,91.47%,67.03,-2.23%,2.83%,2.5,15769.74,1.31,37.26,0.54%,20724745,11/4/2021 4:30:00 PM,42.04,7/2/1962,37.46,0.54%,53.0,96,1.56,37.26,33.87,31.36,29.0,19.73,38.93,8.0,12.83,52.333333333333336,True
6251,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54249.47,42.02,10.49,,3.79,2.25,74.83,15.67,1.08%,59.00%,5.09,-126.30%,53.46%,7.50%,,19.50%,889.30%,167.20%,244.0,242.62,0.30%,0.20%,86.60%,0.09%,2.85%,3.25,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,-0.53%,16.34%,15.29%,47.86%,77.38%,17.58%,1.65,7.19,5.08%,3.18%,6.00%,13.50%,28.78%,-3.69%,28.08%,-3.69%,88.86%,66.05,-1.63%,2.33%,1.9,2127.13,1.16,213.85,0.66%,2466968,11/3/2021 4:30:00 PM,233.67,12/22/1987,213.85,0.00%,72.0,96,1.53,213.85,203.26,189.59,168.5,115.15,222.04,28.0,9.27,65.33333333333333,True
6763,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,173826.04,31.75,18.74,1.26,9.15,3.57,5.06,29.64,0.80%,30.30%,2.83,-20.60%,22.22%,15.60%,25.30%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.85%,87.70%,0.12%,0.99%,2.52,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-1.89%,4.91%,10.54%,30.82%,66.91%,6.66%,0.95,2.77,3.83%,2.91%,-0.44%,5.62%,17.90%,-6.19%,17.32%,-6.19%,76.70%,53.31,-1.72%,1.40%,2.0,6303.1,1.71,89.7,-0.34%,10802587,1/18/2022 8:30:00 AM,103.38,9/22/1987,89.77,0.08%,69.0,95,1.46,89.7,90.33,85.08,76.2,50.77,95.62,20.0,15.25,61.333333333333336,True
