Company,Recommendations
VVR,1.0
GSL,1.3
NCNA,1.4
DNMR,1.5
EVRI,1.5
TBBK,1.5
LRN,1.6
ARAY,1.6
CDXS,1.6
BTRS,1.6
LX,1.6
PRPL,1.7
PACK,1.7
DAO,1.8
TLMD,1.8
BRBR,1.8
BZUN,1.8
NEX,1.9
HARP,1.9
ERF,2.0
KOS,2.0
LZB,2.0
JT,2.0
IMAX,2.0
HTBK,2.0
PING,2.0
TTMI,2.0
PLYA,2.0
PRVB,2.0
RAAS,2.0
ENVA,2.0
SPH,2.0
BHR,2.0
BGFV,2.0
AZRE,2.0
APPH,2.0
AGS,2.1
ECPG,2.2
VLDR,2.2
SAND,2.2
LPI,2.3
NTGR,2.4
HZO,2.4
FNKO,2.4
AVID,2.4
CHMA,2.4
GPMT,2.4
REAL,2.4
DHT,2.4
SFL,2.5
FGEN,2.5
SEAC,2.5
BRMK,2.5
CBD,2.5
RGS,2.5
GOL,2.6
NS,2.6
LLNW,2.7
DK,2.7
TGI,2.7
YELL,2.7
LC,2.7
DBI,2.8
BEST,2.8
INSG,2.8
CCO,2.9
SSYS,2.9
LL,3.0
SPWH,3.0
FSM,3.0
GCP,3.0
GNW,3.0
PEI,3.0
HYLN,3.0
CENX,3.0
MFGP,3.0
BTU,3.0
LTRPA,3.0
CANG,3.0
WPG,3.0
ELP,3.0
NWHM,3.0
BGS,3.1
HT,3.2
ORBC,3.2
TCS,3.3
DHC,3.3
YPF,3.6
SKT,3.6
GCI,4.3
SCR,6.0
NH,6.0
KNDI,6.0
INST,6.0
HUT,6.0
GSAH,6.0
GILT,6.0
DMYI,6.0
CAP,6.0
ACTG,6.0
