Company,Recommendations
TEF,1.0
BCS,1.0
BBVA,1.0
HLF,1.4
QFIN,1.4
ASX,1.5
FBP,1.5
JEF,1.5
BLDR,1.5
LRN,1.6
SBSW,1.6
ALLY,1.6
FLWS,1.7
ASO,1.7
TDS,1.7
SLM,1.7
ET,1.8
GM,1.8
FLEX,1.8
NAVI,1.8
SYF,1.9
FITB,1.9
FHN,1.9
DHI,1.9
ACGL,1.9
CI,1.9
STLD,2.0
FNF,2.0
BMRN,2.0
AMKR,2.0
VALE,2.0
BGFV,2.0
CFG,2.1
C,2.1
HOG,2.1
FL,2.1
AMX,2.1
BJ,2.1
DGX,2.1
KGC,2.1
LPX,2.2
KSS,2.2
GS,2.2
NYCB,2.2
LEN,2.2
DFS,2.2
RF,2.2
BAC,2.2
CB,2.2
TD,2.2
AGI,2.2
TPH,2.2
WFC,2.2
PHM,2.2
SSRM,2.3
TMHC,2.3
KBH,2.3
KNX,2.3
CIG,2.3
IBKR,2.3
DKS,2.3
CE,2.3
ENB,2.3
BXMT,2.4
IRWD,2.4
IPG,2.4
VIRT,2.4
STX,2.4
NTGR,2.4
FE,2.4
GGB,2.5
CBD,2.5
SSB,2.5
MDC,2.5
NUE,2.5
FSLR,2.6
HPQ,2.6
GFI,2.6
VIAC,2.7
UMC,2.7
ZION,2.7
KEY,2.7
PFG,2.7
AU,2.8
IVZ,2.8
WRB,2.8
SHLX,2.9
CMA,2.9
HSBC,3.0
ELP,3.0
SNBR,3.0
FSM,3.0
GNW,3.0
SPWR,3.1
CEF,6.0
GILT,6.0
MUFG,6.0
HUT,6.0
FOX,6.0
SMFG,6.0
