Company,Recommendations
QFIN,1.4
ZLAB,1.5
LEGN,1.5
RCKT,1.6
ALEC,1.6
BILI,1.6
GH,1.6
DADA,1.6
NOVA,1.7
NOAH,1.7
NARI,1.7
KC,1.7
JD,1.7
IMAB,1.7
NTES,1.7
EXAS,1.7
TUYA,1.7
ADPT,1.7
BABA,1.7
CD,1.7
BNR,1.7
NFE,1.8
ZIM,1.8
BBIO,1.8
RBLX,1.8
GTLS,1.8
GDS,1.8
FUTU,1.8
TGTX,1.9
BIDU,1.9
OCFT,1.9
FATE,1.9
ZTO,2.0
RLX,2.0
VCYT,2.0
TBLA,2.0
TIL,2.0
HTHT,2.0
XPEL,2.0
PDD,2.0
MLCO,2.0
BEKE,2.0
TCOM,2.1
IIVI,2.1
MOMO,2.1
DNLI,2.1
WB,2.1
OLO,2.1
PCG,2.1
PODD,2.2
CRTO,2.2
STNE,2.2
TAL,2.2
WLTW,2.3
COMP,2.3
BGNE,2.3
QDEL,2.5
BODY,2.5
TWTR,2.7
JKS,2.8
GOTU,3.0
DDD,3.1
RXRX,6.0
AAGH,6.0
SHCR,6.0
TCEHY,6.0
TCTZF,6.0
WDH,6.0
WXXWY,6.0
YMM,6.0
ZH,6.0
SCHYY,6.0
TSP,6.0
LNVGY,6.0
PNGAY,6.0
ATAI,6.0
BABAF,6.0
BIPC,6.0
CANO,6.0
CHUC,6.0
CPNG,6.0
DDL,6.0
DFIFF,6.0
DV,6.0
ENVX,6.0
FNMAM,6.0
GCPEF,6.0
HKXCY,6.0
HLMN,6.0
HTZZ,6.0
KNBE,6.0
LFST,6.0
LKNCY,6.0
ME,6.0
MPNGF,6.0
MPNGY,6.0
NJDCY,6.0
NPSNY,6.0
PROSY,6.0
ZY,6.0
