"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",45040.44,36.86,27.18,2.63,7.13,8.11,28.60,42.45,0.58%,19.10%,3.94,71.00%,10.37%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.27%,90.70%,0.22%,1.42%,2.66,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-2.65%,-4.42%,-4.86%,-2.52%,15.19%,-9.07%,1.01,3.89,2.74%,2.44%,-5.32%,-6.46%,-3.97%,-12.38%,3.06%,-19.16%,29.07%,37.30,-2.87%,-0.03%,,1603.79,1.08,145.17,-2.90%,1730046,11/22/2021 4:30:00 PM,175.32,11/18/1999,145.17,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10609.82,14.09,9.40,,0.95,2.92,7.31,235.77,0.66%,0.00%,4.29,85.00%,3.26%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.17,0.10%,-51.17%,77.40%,0.04%,8.01%,1.71,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,3.52%,19.92%,24.51%,83.64%,141.17%,1.56%,2.44,2.91,5.01%,4.67%,3.77%,16.15%,38.84%,-6.00%,39.88%,-6.00%,249.77%,61.03,-2.01%,-0.21%,1.80,8631.98,0.66,60.51,-2.21%,5739602,1/19/2022 4:30:00 PM,59.66,10/18/2016,60.42,-0.15%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91%,2.84%,1.37%,0.56%,-1.58%,-0.39%,,0.14,0.66%,0.70%,0.94%,0.85%,1.15%,-2.50%,3.78%,-4.68%,8.51%,56.02,0.11%,-0.44%,,200.72,0.62,18.11,-0.33%,124819,,,8/15/2018,18.10,-0.06%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.73,43.57,,,,1.30,1354.15,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,,0.08%,0.30,,,,1.70,1.70,0.00,0.00,,,,0.00%,-0.31%,0.00%,0.00%,,0.21%,,0.03,0.25%,0.25%,-0.01%,-0.31%,-0.22%,-1.01%,0.31%,-2.40%,2.74%,45.71,-0.20%,0.20%,,264.58,0.13,9.76,0.00%,33525,,,3/25/2021,9.82,0.61%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",43.75,,,,1.47,1.94,3.71,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.01%,0.01,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-6.06%,30.99%,-18.42%,-40.00%,47.62%,73.75%,1.44,0.35,25.06%,21.68%,18.54%,6.80%,-28.49%,-36.73%,86.00%,-90.58%,86.00%,51.95,-4.12%,-3.48%,1.50,640.09,0.45,1.86,-7.46%,290569,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.88,1.08%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",213.76,,,,,224.09,305.38,,,,-0.02,,,,,,,,21.68,17.41,25.41%,0.00%,42.00%,248.13%,0.02%,0.04,,,,4.40,4.40,0.00,0.00,,,,0.61%,1.02%,,,,0.72%,,0.04,0.28%,0.31%,0.43%,0.75%,0.75%,-0.50%,5.57%,-0.50%,5.57%,54.83,0.10%,-0.10%,,79.33,0.47,9.86,0.00%,37576,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,229.32,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,1.82%,0.75%,2.64%,,,0.60%,,0.08,0.32%,0.57%,0.67%,1.23%,1.53%,-4.18%,2.96%,-4.18%,3.38%,57.94,0.00%,0.00%,,71.16,0.01,10.09,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,102.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.31%,10.91%,,,,-8.79%,,0.05,7.76%,10.22%,-3.39%,-1.46%,-1.46%,-23.80%,13.37%,-23.80%,13.37%,47.60,0.04%,-0.06%,,60.69,0.01,0.51,-0.02%,500,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",504.51,,,,5045.09,1.47,3.13,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,52.70%,-2.94%,5.11%,3.43,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,3.01%,-3.16%,-13.14%,-24.72%,27.10%,-3.69%,1.48,1.55,7.30%,6.39%,-4.35%,-2.66%,-10.58%,-28.43%,24.05%,-53.29%,62.53%,47.49,-2.19%,-0.92%,1.70,184.42,0.66,23.26,-3.08%,121493,,50.00,8/8/2017,23.26,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36%,3.19%,-0.71%,-1.62%,5.45%,-0.06%,,0.74,1.05%,0.77%,1.32%,0.78%,-1.35%,-3.14%,5.57%,-7.42%,9.80%,54.12,-1.22%,0.30%,,2.53,0.46,64.21,-0.92%,1161,,,7/21/2010,63.80,-0.64%
