rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
10,71.83333333333333,FANG,"Diamondback Energy, Inc.",32.0,1.8,97,2.84,104.16,112.32,7.83,$23.63,$107.55,86.54,79.99,75.6,86.5,True
40,66.33333333333333,PXD,Pioneer Natural Resources Company,29.0,1.9,86,1.64,181.96,207.44,14.0,$76.58,$184.69,159.84,151.67,146.63,84.0,True
57,65.33333333333333,CZR,"Caesars Entertainment, Inc.",26.0,1.9,86,1.61,114.76,126.91,10.59,$43.07,$119.81,109.98,99.79,93.75,84.0,True
61,65.0,SBNY,Signature Bank,10.0,1.7,96,2.67,289.16,310.67,7.44,$71.44,$294.34,266.92,255.95,226.61,89.0,True
93,63.333333333333336,ULTA,"Ulta Beauty, Inc.",45.0,2.3,71,1.28,373.77,436.65,16.82,$200.50,$414.98,375.26,368.65,331.52,74.0,True
107,62.166666666666664,PWR,"Quanta Services, Inc.",17.0,1.8,83,1.54,112.66,121.33,7.7,$56.24,$119.70,115.9,104.94,90.71,86.5,True
110,62.166666666666664,MPC,Marathon Petroleum Corporation,10.0,1.8,90,1.78,63.25,70.07,10.78,$26.77,$64.84,60.13,58.19,54.27,86.5,True
114,62.0,SLB,Schlumberger Limited,19.0,1.9,83,1.54,30.59,35.94,17.49,$13.70,$36.87,28.72,28.34,28.12,84.0,True
120,61.666666666666664,AMP,"Ameriprise Financial, Inc.",26.0,1.9,75,1.35,272.93,292.5,7.17,$155.33,$279.00,267.58,266.5,240.18,84.0,True
121,61.666666666666664,SCHW,The Charles Schwab Corporation,20.0,2.1,86,1.62,75.9,83.83,10.45,$36.07,$77.97,72.61,72.12,66.87,79.0,True
129,61.333333333333336,CBRE,"CBRE Group, Inc.",20.0,2.1,85,1.59,99.88,116.43,16.57,$43.17,$101.02,95.41,91.56,79.35,79.0,True
131,61.333333333333336,LKQ,LKQ Corporation,16.0,1.5,74,1.34,51.11,62.11,21.52,$29.40,$53.17,51.18,51.11,45.71,94.0,True
142,60.833333333333336,CFG,"Citizens Financial Group, Inc.",21.0,2.0,80,1.46,48.99,51.75,5.63,$25.41,$51.14,44.93,44.04,43.4,81.5,True
145,60.833333333333336,RJF,"Raymond James Financial, Inc.",15.0,1.8,81,1.48,94.54,159.0,68.18,$48.87,$96.10,91.02,90.58,82.58,86.5,True
155,59.666666666666664,SYF,Synchrony Financial,20.0,2.1,80,1.45,50.16,56.95,13.54,$24.47,$52.14,50.01,48.6,42.14,79.0,True
159,59.5,MET,"MetLife, Inc.",23.0,2.0,74,1.34,64.27,71.8,11.72,$35.90,$67.68,61.55,60.9,58.45,81.5,True
160,59.5,HES,Hess Corporation,13.0,2.2,89,1.74,84.11,99.36,18.13,$34.82,$91.09,73.93,71.77,71.74,76.5,True
168,59.166666666666664,APA,APA Corporation,15.0,2.4,91,1.84,22.21,27.5,23.82,$7.45,$24.30,20.62,19.21,19.11,71.5,True
182,58.166666666666664,EPAM,"EPAM Systems, Inc.",19.0,2.0,74,1.33,577.65,653.4,13.11,$305.83,$644.14,617.63,576.66,445.13,81.5,True
186,58.0,IVZ,Invesco Ltd.,17.0,2.5,88,1.71,25.37,30.85,21.6,$11.80,$29.71,24.78,24.71,24.35,69.0,True
187,57.833333333333336,SPG,"Simon Property Group, Inc.",13.0,2.2,84,1.55,131.39,149.76,13.98,$59.35,$137.38,131.87,130.62,116.0,76.5,True
223,55.0,HBAN,Huntington Bancshares Incorporated,16.0,2.3,75,1.36,16.04,17.08,6.48,$9.30,$16.91,15.23,14.93,14.63,74.0,True
234,53.166666666666664,DISH,DISH Network Corporation,18.0,2.4,70,1.27,45.17,53.44,18.31,$24.51,$47.05,43.52,43.22,39.09,71.5,True
238,52.666666666666664,AXP,American Express Company,14.0,2.5,75,1.35,174.76,183.52,5.01,$89.11,$179.67,166.83,166.48,150.64,69.0,True
