"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46951.82,39.74,29.45,2.84,7.43,8.74,29.81,44.25,0.50%,19.10%,3.94,71.00%,9.79%,22.90%,14.00%,8.50%,102.30%,11.90%,304.70,302.06,0.30%,-14.13%,90.50%,-0.02%,1.33%,2.66,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-1.42%,3.64%,2.70%,5.03%,31.89%,-1.99%,1.00,3.74,1.70%,2.25%,0.81%,-0.01%,4.22%,-5.55%,5.93%,-12.86%,39.13%,50.27,-1.58%,-0.41%,2.00,1513.04,1.06,156.48,-1.99%,1600751,11/22/2021 4:30:00 PM,177.31,11/18/1999,156.48,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",11284.30,14.05,9.78,,1.01,2.91,7.77,250.76,0.66%,0.00%,4.29,85.00%,1.36%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.57%,77.50%,-1.61%,6.03%,1.30,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,0.89%,34.67%,22.73%,65.51%,159.61%,1.31%,2.44,2.60,2.98%,4.61%,13.30%,20.39%,42.38%,-2.00%,39.53%,-2.00%,248.90%,71.06,-0.05%,1.36%,2.20,8552.17,0.72,60.36,1.31%,6195749,10/14/2021 4:30:00 PM,59.02,10/18/2016,60.50,0.23%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56%,1.88%,1.82%,0.22%,-7.44%,-1.49%,,0.15,0.66%,0.64%,0.43%,-0.14%,0.22%,-3.58%,2.64%,-7.87%,7.31%,50.42,-0.33%,-1.16%,,208.73,0.93,17.91,-1.49%,195008,,,8/15/2018,17.87,-0.22%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1220.10,59.51,,,,1.30,1355.66,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.76%,0.10%,0.37,,,,1.70,1.70,0.00,0.00,,,,0.21%,-0.20%,-0.10%,0.10%,,0.21%,,0.02,0.18%,0.22%,-0.10%,-0.41%,-0.24%,-1.01%,0.31%,-2.40%,2.74%,45.31,0.10%,0.10%,,268.07,0.77,9.76,0.21%,205721,,,3/25/2021,9.76,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",36.76,,,,1.23,1.24,3.12,,,,-0.41,40.00%,-6.30%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,5.34%,0.10%,0.63,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,0.85%,-20.67%,-49.79%,-58.54%,0.85%,11.16%,1.74,0.14,9.53%,13.06%,-8.00%,-32.77%,-55.87%,-54.23%,19.00%,-93.97%,19.00%,37.70,1.71%,9.29%,1.00,47.36,2.70,1.19,11.16%,127698,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.22,2.52%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,,25.41%,,,,,0.02,,,,,,,,,,,1.12%,1.28%,,,,1.23%,,0.06,0.45%,0.35%,1.29%,1.44%,1.44%,0.20%,6.10%,0.20%,6.10%,62.96,1.02%,0.20%,,78.82,1.42,9.91,1.23%,112300,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,1.20%,1.60%,3.68%,,,1.20%,,0.08,0.34%,0.58%,1.46%,1.97%,2.22%,-3.61%,3.57%,-3.61%,4.00%,64.74,0.50%,0.70%,,70.26,0.02,10.15,1.20%,1208,,,8/13/2021,10.03,-1.18%
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89%,10.02%,,,,-1.70%,,0.05,5.70%,9.63%,7.89%,7.86%,7.86%,-17.87%,22.20%,-17.87%,22.20%,54.83,-0.02%,-1.68%,,72.05,0.13,0.55,-1.70%,9090,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",501.65,,,,5016.47,1.57,3.11,,,,-11.63,82.30%,-30.90%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,495.27%,,1.31,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,1.55%,24.54%,-13.96%,-4.88%,58.54%,3.40%,1.47,1.71,4.92%,6.69%,5.02%,1.91%,-3.95%,-23.17%,33.17%,-49.86%,74.48%,53.74,2.09%,1.28%,2.00,179.50,0.35,24.97,3.40%,62017,,50.00,8/8/2017,25.00,0.12%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72%,3.30%,3.00%,-3.79%,7.27%,0.25%,,0.73,0.28%,0.67%,2.42%,0.75%,-1.04%,-2.93%,5.91%,-7.13%,10.15%,58.14,0.10%,0.15%,,2.48,1.57,64.41,0.25%,3899,,,7/21/2010,64.41,-0.00%
