Company,Recommendations
CNXC,1.0
IAA,1.3
WH,1.4
LHCG,1.5
RBC,1.5
BLDR,1.5
LOPE,1.5
SCI,1.5
JEF,1.5
FCN,1.5
ACIW,1.5
DECK,1.5
PEN,1.6
PGNY,1.6
RCM,1.6
CHDN,1.6
AVNT,1.6
CSL,1.6
TNL,1.6
TREE,1.6
ACM,1.6
NCR,1.7
MTZ,1.7
MRCY,1.7
CHE,1.7
CHX,1.7
JBL,1.7
TDS,1.7
JAZZ,1.7
HRC,1.7
HAE,1.7
ENS,1.7
EHC,1.7
DAR,1.7
VAC,1.7
UGI,1.7
MLHR,1.7
SLM,1.7
SBNY,1.7
PRG,1.7
RGEN,1.7
JCOM,1.8
SYNH,1.8
TKR,1.8
WTFC,1.8
FICO,1.8
AXON,1.8
CIEN,1.8
SAIL,1.8
RUN,1.8
VMI,1.8
CDK,1.8
OSK,1.8
CW,1.8
PZZA,1.8
TECH,1.8
LSI,1.8
AMED,1.8
MTG,1.8
NAVI,1.8
NVST,1.8
EXP,1.9
EXEL,1.9
MIDD,1.9
FHN,1.9
STAA,1.9
DY,1.9
XPO,1.9
ESNT,1.9
SNX,1.9
SMTC,1.9
FNB,1.9
OFC,1.9
HWC,1.9
WBS,1.9
TRGP,1.9
NBIX,1.9
REXR,1.9
VVV,1.9
VNT,1.9
LSCC,1.9
PACW,1.9
POST,1.9
YETI,1.9
CRNC,1.9
BC,1.9
BKH,1.9
CROX,2.0
EVR,2.0
SMG,2.0
MAN,2.0
BCO,2.0
GHC,2.0
HOMB,2.0
PPC,2.0
BRKS,2.0
PNFP,2.0
FIVE,2.0
BYD,2.0
OLN,2.0
CACI,2.0
NSP,2.0
CRUS,2.0
MASI,2.0
SNV,2.0
MPW,2.0
SR,2.0
ASH,2.0
CUZ,2.0
CVLT,2.0
CLH,2.0
ICUI,2.0
ITT,2.0
VSAT,2.0
AGCO,2.0
EQT,2.0
AMKR,2.0
JLL,2.0
KBR,2.0
LAD,2.0
ELY,2.0
LIVN,2.0
SYNA,2.0
STLD,2.0
STL,2.0
CR,2.0
G,2.0
LGND,2.1
MANH,2.1
IIVI,2.1
CFX,2.1
MAT,2.1
BJ,2.1
CBT,2.1
ACHC,2.1
WTRG,2.1
WING,2.1
AEO,2.1
UTHR,2.1
TPX,2.1
MKSI,2.1
TGNA,2.1
ASGN,2.1
SKX,2.1
SIX,2.1
RH,2.1
PII,2.1
NGVT,2.1
ARWR,2.1
HOG,2.1
ACC,2.1
FL,2.1
CRI,2.1
DAN,2.1
EWBC,2.1
GT,2.1
NNN,2.2
NWE,2.2
NVT,2.2
NSA,2.2
NKTR,2.2
NJR,2.2
NDSN,2.2
CC,2.2
GATX,2.2
MDU,2.2
WEN,2.2
CDAY,2.2
LPX,2.2
GMED,2.2
LITE,2.2
ADS,2.2
MTX,2.2
OHI,2.2
DOC,2.2
PCTY,2.2
EBS,2.2
THO,2.2
THG,2.2
THC,2.2
EME,2.2
SXT,2.2
CPRI,2.2
OLED,2.2
ENV,2.2
SGMS,2.2
SF,2.2
SAIC,2.2
TTEK,2.2
COLM,2.2
RAMP,2.2
HIW,2.2
SLGN,2.2
LFUS,2.2
NYCB,2.2
TPH,2.2
IDA,2.2
KMPR,2.2
XEC,2.2
KEX,2.2
KRC,2.2
JACK,2.2
WW,2.2
HQY,2.2
KSS,2.2
HALO,2.2
NYT,2.3
CLF,2.3
ORI,2.3
HAIN,2.3
FOXF,2.3
UMPQ,2.3
WWE,2.3
BLD,2.3
UMBF,2.3
FR,2.3
FAF,2.3
AZPN,2.3
SEIC,2.3
IBKR,2.3
AYI,2.3
ATR,2.3
SRC,2.3
SRCL,2.3
Y,2.3
TEX,2.3
HPP,2.3
TMHC,2.3
NFG,2.3
NEOG,2.3
LEA,2.3
KNX,2.3
MEDP,2.3
GNTX,2.3
LECO,2.3
KBH,2.3
DKS,2.3
KAR,2.3
BXS,2.4
ENR,2.4
OGE,2.4
STOR,2.4
HUBB,2.4
UNVR,2.4
MSA,2.4
IART,2.4
MOH,2.4
CONE,2.4
KNSL,2.4
HRB,2.4
TREX,2.4
SAFM,2.4
ADNT,2.4
SBRA,2.4
SEDG,2.4
GEF,2.4
MMS,2.4
CPT,2.4
GGG,2.5
VSH,2.5
R,2.5
QDEL,2.5
SLAB,2.5
TRN,2.5
SAM,2.5
CNX,2.5
WERN,2.5
CREE,2.5
PRI,2.5
WEX,2.5
RGLD,2.5
SSD,2.5
CASY,2.5
CAR,2.5
VLY,2.5
JW-A,2.5
CNK,2.5
HR,2.5
DCI,2.5
MSM,2.5
NUS,2.5
WWD,2.5
AMG,2.5
OZK,2.5
AFG,2.5
PB,2.5
PCH,2.5
OC,2.5
BDC,2.5
TDC,2.6
SWX,2.6
COTY,2.6
GO,2.6
HELE,2.6
AN,2.6
HCSG,2.6
CATY,2.6
RPM,2.6
AIRC,2.6
NUVA,2.6
JBLU,2.6
TOL,2.6
CABO,2.6
OLLI,2.6
FSLR,2.6
PEB,2.6
RS,2.6
URBN,2.6
IRDM,2.6
PK,2.6
TXRH,2.6
GBCI,2.7
TCBI,2.7
FCFS,2.7
CMP,2.7
OGS,2.7
RNR,2.7
EGP,2.7
UBSI,2.7
DEI,2.7
PDCO,2.7
LAMR,2.7
UE,2.7
ETRN,2.7
AVT,2.7
WSM,2.7
LANC,2.7
THS,2.7
COR,2.7
TTC,2.7
BRO,2.7
CHH,2.7
VC,2.8
ALE,2.8
SABR,2.8
MUR,2.8
FLS,2.8
MUSA,2.8
BLKB,2.8
CIT,2.8
SFM,2.8
FLO,2.8
RGA,2.8
TRIP,2.8
WSO,2.8
FHI,2.8
BOH,2.8
NATI,2.8
BRX,2.8
X,2.9
COHR,2.9
QLYS,2.9
ARW,2.9
EPR,2.9
YELP,2.9
SLG,2.9
SIGI,2.9
RLI,2.9
CGNX,2.9
CNO,2.9
KMT,2.9
FLR,2.9
CCMP,3.0
FULT,3.0
NEU,3.0
NTCT,3.0
PNM,3.0
HFC,3.0
WAFD,3.0
JWN,3.0
JBGS,3.0
TRMK,3.0
