Company,Recommendations
VVR,1.0
GSL,1.3
NCNA,1.4
EVRI,1.5
GFF,1.5
HTGC,1.5
DNMR,1.5
NUVB,1.5
VIVO,1.5
LX,1.6
LRN,1.6
CDXS,1.6
ARAY,1.6
PRPL,1.7
ATEN,1.7
INN,1.7
UCTT,1.7
ADCT,1.8
BZUN,1.8
NEX,1.9
MCRB,1.9
DEA,1.9
ARCB,1.9
HARP,1.9
IMAX,2.0
MAXR,2.0
PLYA,2.0
PERI,2.0
LEJU,2.0
KOS,2.0
PING,2.0
PRVB,2.0
ERF,2.0
BZH,2.0
ACRE,2.0
APPH,2.0
AVNW,2.0
BGFV,2.0
RAAS,2.0
COE,2.0
BNED,2.0
CEIX,2.0
SAND,2.2
BRKL,2.2
DX,2.2
VLDR,2.2
CHMA,2.4
FNKO,2.4
REAL,2.4
AVID,2.4
DHT,2.4
KN,2.4
CBD,2.5
RGS,2.5
SFL,2.5
CEQP,2.5
LBRT,2.6
FCF,2.6
YELL,2.7
DK,2.7
TGI,2.7
LLNW,2.7
ELVT,2.7
DBI,2.8
INSG,2.8
NWBI,2.8
HMLP,2.8
BEST,2.8
SSYS,2.9
PEI,3.0
HMN,3.0
SPWH,3.0
HYLN,3.0
HA,3.0
WPG,3.0
SHEN,3.0
GNW,3.0
FSM,3.0
MFGP,3.0
ELP,3.0
CANG,3.0
CENX,3.0
BGS,3.1
FOE,3.2
PBF,3.3
DHC,3.3
TCS,3.3
GSKY,3.5
YPF,3.6
ORPH,4.0
GCI,4.3
LITB,6.0
LEE,6.0
KNDI,6.0
HUT,6.0
GSAH,6.0
WKSP,6.0
ACTG,6.0
SPOK,6.0
ABVC,6.0
