Company,Recommendations
IAA,1.3
ATRC,1.4
LHCG,1.5
SID,1.5
TXG,1.6
RIO,1.6
PTGX,1.6
CD,1.7
DSEY,1.7
TENB,1.7
GDDY,1.7
UPWK,1.7
MED,1.7
NVRO,1.7
NTES,1.7
WIX,1.7
CNC,1.8
AMED,1.8
ETSY,1.8
QTWO,1.8
NSTG,1.8
LI,1.8
FVRR,1.9
MCK,1.9
ITRI,1.9
LESL,1.9
DOCN,1.9
OCDX,1.9
RVLV,1.9
DRVN,1.9
CI,1.9
TMX,1.9
XRAY,1.9
ANTM,1.9
FMC,2.0
MPLN,2.0
FTDR,2.0
BEKE,2.0
PCG,2.1
PLMR,2.1
APTV,2.1
EA,2.1
BDX,2.1
JACK,2.2
WMS,2.2
AGI,2.2
COMM,2.3
AMD,2.3
KTB,2.3
SBRA,2.4
MOH,2.4
ADNT,2.4
BNTX,2.5
DXC,2.5
CAH,2.5
NKLA,2.6
GFI,2.6
ACAD,2.6
ADT,2.7
THS,2.7
LMND,2.8
AU,2.8
DVA,2.9
FSLY,3.0
CCMP,3.0
HMY,4.0
MORN,6.0
YOU,6.0
YMM,6.0
ADDYY,6.0
AGL,6.0
ALBHF,6.0
WDH,6.0
AUOTY,6.0
AZZVF,6.0
BAYRY,6.0
BCAUY,6.0
BHG,6.0
SWIM,6.0
CGAU,6.0
SEMR,6.0
CMCLF,6.0
COUR,6.0
DIDI,6.0
LFST,6.0
NAPA,6.0
NGLOY,6.0
KUASF,6.0
NLLSF,6.0
NOKPF,6.0
MCG,6.0
IMPUY,6.0
ZIP,6.0
HLPPY,6.0
GCPEF,6.0
FNMAT,6.0
FNMAS,6.0
ESALF,6.0
HOOD,6.0
ZLNDY,6.0
