Company,Recommendations
EBR,1.0
TEF,1.0
STLA,1.0
BTI,1.0
BBVA,1.0
BCS,1.0
SLF,1.5
ASX,1.5
MFC,1.5
ING,1.5
SBSW,1.6
LKQ,1.6
ALLY,1.6
LH,1.7
ET,1.8
BNS,1.8
MT,1.8
GM,1.8
KMX,1.8
KKR,1.9
SYF,1.9
GOLD,1.9
FITB,1.9
ACGL,1.9
COF,1.9
CI,1.9
LBTYK,2.0
FNF,2.0
FCX,2.0
MPLX,2.0
STLD,2.0
BMRN,2.0
BG,2.1
PKI,2.1
LOGI,2.1
AMX,2.1
CFG,2.1
DGX,2.1
APO,2.2
PHM,2.2
RF,2.2
ATUS,2.2
LEN,2.2
LBTYA,2.2
NLY,2.2
LU,2.2
DFS,2.2
HBAN,2.2
CB,2.2
PBR-A,2.3
CLF,2.3
CE,2.3
ENB,2.3
BP,2.3
IPG,2.4
SC,2.4
STX,2.4
VIV,2.4
FE,2.4
PBR,2.4
STT,2.4
CMI,2.4
UWMC,2.4
PPL,2.5
NUE,2.5
LB,2.5
PNC,2.5
LYB,2.5
F,2.5
LNC,2.5
WLK,2.6
AN,2.6
BMO,2.6
PCAR,2.6
MTB,2.6
HPQ,2.6
RKT,2.7
DISCA,2.7
VIAC,2.7
UMC,2.7
PGR,2.7
PFG,2.7
ATH,2.7
DOW,2.7
KEY,2.7
WRB,2.8
PRU,2.8
IVZ,2.8
DVA,2.9
L,3.0
DISCK,3.0
BEN,3.2
LYG,4.0
SAN,4.0
SMFG,6.0
NWG,6.0
MUFG,6.0
FOX,6.0
DLO,6.0
KL,6.0
