Company,Recommendations
AZN,1.5
MSFT,1.6
BABA,1.7
SKLZ,1.7
DVN,1.7
BBD,1.8
ET,1.8
LI,1.8
UBER,1.8
ETSY,1.8
FB,1.8
GM,1.8
MU,1.9
AES,1.9
NVDA,1.9
WISH,1.9
ZI,1.9
ZNGA,1.9
ROKU,2.0
FCX,2.0
NIO,2.0
RLX,2.0
NVAX,2.0
BEKE,2.0
VALE,2.0
BCRX,2.0
AAPL,2.0
LVS,2.1
SIRI,2.1
C,2.1
CVS,2.1
SNAP,2.1
DAL,2.1
SLB,2.1
PCG,2.1
DKNG,2.1
LYFT,2.2
TAL,2.2
WFC,2.2
HBAN,2.2
NLY,2.2
BAC,2.2
PINS,2.2
DDOG,2.2
HIMX,2.2
AMD,2.3
MRO,2.3
APA,2.3
PBR-A,2.3
PLUG,2.3
ITUB,2.3
COMM,2.3
BP,2.3
SQ,2.3
CLF,2.3
NCLH,2.4
PBR,2.4
PENN,2.4
EBAY,2.4
UAL,2.5
MRNA,2.5
CCL,2.5
BNTX,2.5
F,2.5
NKLA,2.6
XOM,2.6
WRI,2.6
PFE,2.6
AUY,2.6
SPCE,2.6
VZ,2.7
VIAC,2.7
UMC,2.7
TLRY,2.7
NOK,2.7
OXY,2.7
INTC,2.8
T,2.8
TSLA,2.8
X,2.9
TEVA,2.9
MVIS,3.0
FSLY,3.0
KMI,3.0
ABEV,3.1
VNE,3.2
PLTR,3.2
CLOV,3.3
FCEL,3.3
M,3.4
AAL,3.4
RIG,3.5
LUMN,3.6
AMC,3.6
BB,4.1
HOOD,6.0
RYCEY,6.0
SOFI,6.0
ASTR,6.0
DIDI,6.0
