Company,Recommendations
KE,1.0
QNST,1.3
COGT,1.3
MRSN,1.5
EVC,1.5
DS,1.5
GBIO,1.6
KZR,1.6
BDTX,1.6
MCS,1.7
HYFM,1.7
ACLS,1.8
BALY,1.8
SYRS,1.9
NEX,1.9
PLYA,2.0
EZPW,2.0
KOS,2.0
ACOR,2.0
VREX,2.0
PRVB,2.0
AMPY,2.0
APRN,2.0
CEIX,2.0
TUP,2.0
LEJU,2.0
BELFB,2.0
BXC,2.0
BW,2.0
SCVL,2.0
BGFV,2.0
AVNW,2.0
AVRO,2.0
PING,2.0
GPRK,2.1
INFI,2.1
EVLO,2.1
CARS,2.1
DSX,2.1
AGS,2.1
ELF,2.1
NETI,2.2
WLL,2.2
PVAC,2.2
IMVT,2.2
ZUMZ,2.2
ABUS,2.2
IVC,2.3
DFIN,2.3
ACEL,2.4
IFRX,2.4
PUMP,2.5
RGR,2.5
BGCP,2.5
CCRN,2.6
APTS,2.6
INO,2.6
AUD,2.6
GOGO,2.6
WSR,2.7
YELL,2.7
DK,2.7
AHT,2.7
INSG,2.8
HMLP,2.8
DRH,2.8
CPE,2.8
CCO,2.9
SSYS,2.9
BTU,3.0
HMHC,3.0
LTRPA,3.0
EXPR,3.0
QUAD,3.0
UAN,3.0
GOEV,3.0
HA,3.0
NGL,3.3
WMC,3.3
PBF,3.3
FOSL,4.0
CCLP,5.0
TEDU,5.0
RLYB,6.0
SD,6.0
HCHC,6.0
OGI,6.0
NEBC,6.0
NAUT,6.0
LGO,6.0
LAC,6.0
HIL,6.0
FREY,6.0
ELMS,6.0
EGLX,6.0
CRBU,6.0
ARC,6.0
ACB,6.0
PDAC,6.0
ZY,6.0
