Company,Recommendations
KT,1.0
TEF,1.0
BCS,1.0
QFIN,1.4
ASX,1.5
FBP,1.5
BLDR,1.5
RIO,1.6
ALLY,1.6
LKQ,1.6
ORCC,1.6
SBSW,1.6
LH,1.7
FLWS,1.7
JAZZ,1.7
SLM,1.7
ARCC,1.7
TDS,1.7
ET,1.8
NAVI,1.8
GM,1.8
KMX,1.8
FLEX,1.8
FHN,1.9
FITB,1.9
ACGL,1.9
CI,1.9
SYF,1.9
KKR,1.9
QCOM,2.0
STLD,2.0
FNF,2.0
VALE,2.0
PFSI,2.0
ISBC,2.0
AMKR,2.0
BGFV,2.0
COE,2.0
HOG,2.1
DAN,2.1
CRI,2.1
C,2.1
BJ,2.1
KGC,2.1
TGNA,2.1
CFG,2.1
TPX,2.1
FL,2.1
AMX,2.1
PHM,2.2
LPX,2.2
CB,2.2
LEN,2.2
DFS,2.2
WFC,2.2
RF,2.2
BAC,2.2
ATUS,2.2
GS,2.2
TPH,2.2
TROX,2.2
NYCB,2.2
DKS,2.3
KNX,2.3
SSRM,2.3
CIG,2.3
ENB,2.3
ORI,2.3
SC,2.4
STX,2.4
FE,2.4
JELD,2.4
IRWD,2.4
IPG,2.4
NUE,2.5
LYB,2.5
GGB,2.5
VSH,2.5
AXP,2.5
CBD,2.5
FSLR,2.6
GFI,2.6
AN,2.6
HPQ,2.6
VIAC,2.7
UMC,2.7
PFG,2.7
SBH,2.7
KEY,2.7
HMLP,2.8
IVZ,2.8
AU,2.8
SHLX,2.9
GNW,3.0
FSM,3.0
SPWR,3.1
TCS,3.3
LITB,6.0
MUFG,6.0
HUT,6.0
