rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
97,63.5,ALGN,"Align Technology, Inc.",17.0,1.8,87,1.68,662.06,745.36,12.58,$307.17,$731.73,698.58,661.33,582.85,86.5,True
108,63.0,ULTA,"Ulta Beauty, Inc.",45.0,2.3,70,1.3,368.03,436.65,18.65,$200.50,$414.98,379.13,363.61,327.91,74.0,True
129,62.333333333333336,LKQ,LKQ Corporation,16.0,1.5,77,1.43,51.25,62.11,21.19,$26.73,$53.17,51.3,50.95,45.21,94.0,True
134,62.166666666666664,HCA,"HCA Healthcare, Inc.",21.0,2.0,84,1.59,247.79,266.62,7.6,$115.74,$263.92,255.16,249.1,203.43,81.5,True
142,61.666666666666664,AMP,"Ameriprise Financial, Inc.",25.0,1.9,76,1.4,268.53,292.5,8.93,$142.64,$277.95,269.64,257.49,231.38,84.0,True
156,61.0,MRO,Marathon Oil Corporation,14.0,2.3,95,2.34,14.24,15.96,12.08,$3.73,$14.33,11.84,11.68,10.81,74.0,True
157,61.0,CBRE,"CBRE Group, Inc.",22.0,2.1,82,1.54,100.45,116.43,15.91,$43.17,$99.73,96.72,94.15,81.36,79.0,True
161,60.833333333333336,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,82,1.54,416.69,448.0,7.51,$209.59,$450.67,426.06,402.69,318.65,86.5,True
163,60.833333333333336,TECH,Bio-Techne Corporation,12.0,1.8,84,1.58,493.82,540.67,9.49,$230.35,$521.46,485.47,471.86,398.33,86.5,True
166,60.666666666666664,SCHW,The Charles Schwab Corporation,18.0,2.1,85,1.62,74.42,83.83,12.64,$33.96,$76.37,71.96,71.12,66.0,79.0,True
174,60.166666666666664,EPAM,"EPAM Systems, Inc.",21.0,2.0,78,1.44,575.44,653.4,13.55,$305.83,$648.72,626.06,601.71,463.34,81.5,True
175,60.166666666666664,MS,Morgan Stanley,13.0,2.0,86,1.66,99.05,104.51,5.51,$45.92,$105.81,103.02,100.35,84.66,81.5,True
176,60.166666666666664,ZBRA,Zebra Technologies Corporation,17.0,2.2,87,1.7,510.98,580.0,13.51,$250.05,$594.77,575.46,552.83,475.96,76.5,True
188,59.833333333333336,CFG,"Citizens Financial Group, Inc.",21.0,2.0,77,1.43,48.27,51.75,7.21,$23.54,$51.14,43.42,43.33,42.93,81.5,True
191,59.666666666666664,TXT,Textron Inc.,20.0,2.1,80,1.49,71.03,83.75,17.91,$31.82,$74.80,70.81,70.65,60.64,79.0,True
210,59.0,JCI,Johnson Controls International plc,24.0,2.1,74,1.36,69.02,81.25,17.72,$40.15,$76.83,74.4,72.94,62.23,79.0,True
227,58.333333333333336,IQV,IQVIA Holdings Inc.,16.0,1.7,70,1.29,241.55,278.16,15.16,$146.03,$265.34,255.63,250.47,213.24,89.0,True
230,58.333333333333336,KIM,Kimco Realty Corporation,21.0,2.3,80,1.48,21.74,24.15,11.09,$10.04,$22.45,21.7,21.34,19.24,74.0,True
232,58.166666666666664,SPG,"Simon Property Group, Inc.",12.0,2.2,86,1.67,133.14,149.76,12.48,$59.35,$137.38,132.13,129.28,114.33,76.5,True
236,58.0,EOG,"EOG Resources, Inc.",10.0,2.1,85,1.61,83.91,99.85,19.0,$31.22,$87.99,70.65,70.35,69.06,79.0,True
237,58.0,INTU,Intuit Inc.,18.0,1.9,72,1.32,543.97,596.52,9.66,$307.77,$582.96,548.72,525.49,429.16,84.0,True
238,58.0,ETSY,"Etsy, Inc.",15.0,1.9,75,1.38,204.37,221.37,8.32,$113.01,$251.86,201.29,197.07,192.31,84.0,True
240,57.833333333333336,MET,"MetLife, Inc.",22.0,2.0,70,1.3,62.52,71.8,14.84,$35.38,$67.68,61.15,60.11,57.85,81.5,True
245,57.666666666666664,KEYS,"Keysight Technologies, Inc.",21.0,2.1,73,1.35,165.42,179.67,8.61,$95.48,$182.49,178.8,170.23,149.51,79.0,True
248,57.333333333333336,CTLT,"Catalent, Inc.",14.0,1.7,69,1.28,131.93,150.25,13.89,$79.65,$142.64,137.28,126.63,113.16,89.0,True
249,57.333333333333336,IVZ,Invesco Ltd.,14.0,2.5,89,1.76,24.59,30.85,25.46,$10.42,$29.71,24.93,24.73,24.09,69.0,True
271,56.5,GRMN,Garmin Ltd.,22.0,2.4,76,1.39,155.11,163.29,5.27,$91.84,$178.81,171.73,165.33,139.49,71.5,True
277,56.0,CDW,CDW Corporation,20.0,2.1,69,1.28,185.71,201.6,8.56,$109.67,$203.82,196.38,191.37,166.45,79.0,True
285,55.5,NXPI,NXP Semiconductors N.V.,12.0,2.0,73,1.35,192.89,234.26,21.45,$117.25,$228.72,212.95,208.87,192.82,81.5,True
288,55.5,KLAC,KLA Corporation,11.0,2.2,79,1.47,335.02,387.53,15.67,$181.58,$374.60,352.79,337.4,311.92,76.5,True
291,55.166666666666664,MOS,The Mosaic Company,19.0,2.2,70,1.29,37.8,40.42,6.93,$16.01,$38.23,32.13,31.24,30.06,76.5,True
295,54.833333333333336,MCHP,Microchip Technology Incorporated,16.0,2.0,67,1.25,152.71,180.26,18.04,$95.53,$166.67,159.09,150.28,148.68,81.5,True
300,54.5,NVDA,NVIDIA Corporation,11.0,2.0,71,1.31,207.42,226.4,9.15,$115.67,$230.43,211.25,202.99,158.08,81.5,True
304,54.0,HBAN,Huntington Bancshares Incorporated,16.0,2.3,72,1.33,15.86,17.08,7.69,$8.52,$16.91,15.04,14.63,14.5,74.0,True
307,53.833333333333336,USB,U.S. Bancorp,15.0,2.2,70,1.3,60.76,63.86,5.1,$34.21,$62.47,56.91,56.67,53.96,76.5,True
309,53.833333333333336,AVY,Avery Dennison Corporation,11.0,2.2,74,1.36,209.65,233.0,11.14,$115.77,$228.88,221.49,215.5,193.83,76.5,True
312,53.333333333333336,C,Citigroup Inc.,11.0,2.1,70,1.3,71.18,84.22,18.32,$40.49,$80.29,70.28,69.92,68.7,79.0,True
320,51.666666666666664,SEE,Sealed Air Corporation,11.0,2.1,65,1.21,55.2,65.38,18.44,$37.00,$62.04,60.21,58.3,50.44,79.0,True
321,51.333333333333336,FFIV,"F5 Networks, Inc.",12.0,2.3,68,1.26,201.39,232.75,15.57,$118.00,$216.15,203.27,202.29,194.55,74.0,True
325,51.0,EFX,Equifax Inc.,11.0,2.3,68,1.27,256.31,277.94,8.44,$135.98,$279.59,270.6,262.62,217.05,74.0,True
