Company,Recommendations
VVR,1.0
GSL,1.3
HTGC,1.5
DNMR,1.5
TBBK,1.5
OIIM,1.5
NUVB,1.5
CURO,1.6
COWN,1.6
BTRS,1.6
LX,1.6
KNSA,1.6
ARAY,1.6
LRN,1.6
ALLT,1.7
ATEN,1.7
RCUS,1.7
DLTH,1.7
PRPL,1.7
DAO,1.8
HARP,1.9
ARCB,1.9
NEX,1.9
DEA,1.9
RAAS,2.0
PRVB,2.0
KOS,2.0
HVT,2.0
NR,2.0
IMAX,2.0
PING,2.0
PLYA,2.0
ACRE,2.0
LZB,2.0
AVNW,2.0
BZH,2.0
BGFV,2.0
APPH,2.0
ERF,2.0
COE,2.0
SPH,2.0
BNED,2.0
VLDR,2.2
SAND,2.2
DX,2.2
EPAY,2.3
GPMT,2.4
DHT,2.4
REAL,2.4
FNKO,2.4
KN,2.4
CBD,2.5
BRMK,2.5
FGEN,2.5
SFL,2.5
LBRT,2.6
FCF,2.6
TGI,2.7
DK,2.7
LLNW,2.7
ELVT,2.7
AFIN,2.7
BJRI,2.7
YELL,2.7
NWBI,2.8
PRA,2.8
HMLP,2.8
BEST,2.8
INSG,2.8
DBI,2.8
SSYS,2.9
LTRPA,3.0
WPG,3.0
HYLN,3.0
CANG,3.0
CENX,3.0
HA,3.0
SPWH,3.0
GNW,3.0
MFGP,3.0
FSM,3.0
BGS,3.1
FOE,3.2
ORBC,3.2
PBF,3.3
TCS,3.3
DHC,3.3
GSKY,3.5
YPF,3.6
SKT,3.6
ORPH,4.0
GCI,4.3
SPOK,6.0
FHS,6.0
REV,6.0
HUT,6.0
KNDI,6.0
NH,6.0
GSAH,6.0
GILT,6.0
