Company,Recommendations
BCS,1.0
TEF,1.0
QFIN,1.4
JEF,1.5
FBP,1.5
ASX,1.5
BLDR,1.5
ALLY,1.6
LKQ,1.6
LRN,1.6
RIO,1.6
SBSW,1.6
FLWS,1.7
SLM,1.7
TDS,1.7
ASO,1.7
ARCC,1.7
NAVI,1.8
FLEX,1.8
ET,1.8
GM,1.8
FITB,1.9
FHN,1.9
ACGL,1.9
SYF,1.9
CI,1.9
FNF,2.0
QCOM,2.0
VALE,2.0
ISBC,2.0
AMKR,2.0
STLD,2.0
BJ,2.1
TPX,2.1
C,2.1
CRI,2.1
AMX,2.1
FL,2.1
CFG,2.1
KGC,2.1
TGNA,2.1
HOG,2.1
LPX,2.2
ATUS,2.2
WFC,2.2
LEN,2.2
NYCB,2.2
BAC,2.2
PHM,2.2
GS,2.2
TROX,2.2
DFS,2.2
RF,2.2
CB,2.2
TPH,2.2
TD,2.2
KSS,2.2
TMHC,2.3
ORI,2.3
IBKR,2.3
KBH,2.3
KNX,2.3
ENB,2.3
DKS,2.3
CIG,2.3
CE,2.3
FE,2.4
IRWD,2.4
IPG,2.4
STX,2.4
GGB,2.5
CBD,2.5
AXP,2.5
VSH,2.5
NUE,2.5
LYB,2.5
WERN,2.5
GFI,2.6
FSLR,2.6
HPQ,2.6
UMC,2.7
VIAC,2.7
KEY,2.7
ZION,2.7
SBH,2.7
PFG,2.7
HMLP,2.8
AU,2.8
IVZ,2.8
SHLX,2.9
CMA,2.9
FSM,3.0
GNW,3.0
BKE,3.0
VGR,3.0
HSBC,3.0
SPWR,3.1
TCS,3.3
GILT,6.0
HUT,6.0
