Company,Recommendations
PSO,1.0
SNN,1.0
FTAI,1.3
ZNTL,1.4
GNRC,1.5
PFGC,1.7
BHVN,1.7
NOVA,1.7
ARVN,1.7
VAC,1.7
TDS,1.7
HAYW,1.8
USM,1.8
MT,1.8
RUN,1.8
TKR,1.8
FISV,1.8
EEFT,1.9
FIS,1.9
MMSI,1.9
TGTX,1.9
PTC,1.9
GPN,1.9
FVRR,1.9
FCX,2.0
ICUI,2.0
NMRK,2.0
VSAT,2.0
EQT,2.0
AIMC,2.0
CYTK,2.0
CRUS,2.0
MTDR,2.1
NTLA,2.1
GMS,2.1
JAMF,2.1
WES,2.1
REGI,2.1
PINS,2.2
TAL,2.2
TROX,2.2
ENPH,2.2
SWAV,2.2
EBS,2.2
CERT,2.2
HES,2.2
KMPR,2.2
POSH,2.3
MOS,2.3
TWST,2.3
CLF,2.3
COMM,2.3
AR,2.4
PEB,2.6
NKLA,2.6
ATI,2.6
AMWL,2.7
BSAC,2.7
SABR,2.8
BIG,2.8
MUR,2.8
BCH,2.9
RRC,2.9
X,2.9
IRBT,3.0
PSMT,3.0
WOR,3.0
SHEN,3.0
H,3.1
CMC,3.2
DDS,3.5
AMC,3.6
TGLVY,6.0
SWPFF,6.0
ALIZY,6.0
ALBHF,6.0
SPGYF,6.0
TIXT,6.0
TDI,6.0
BCAUY,6.0
ERAS,6.0
SHWGF,6.0
EVGO,6.0
DSNKY,6.0
DOCS,6.0
FNMAJ,6.0
FNMAT,6.0
GLBE,6.0
HTZZ,6.0
SMNUF,6.0
LEV,6.0
MNDY,6.0
MZDAY,6.0
BJCHY,6.0
OSCR,6.0
PATH,6.0
BJCHF,6.0
BDRAF,6.0
CIG-C,6.0
OTGLY,6.0
