Company,Recommendations
ABCL,1.6
PRTA,1.6
BILI,1.6
ALEC,1.6
TSEM,1.7
TENB,1.7
TUYA,1.7
AVIR,1.7
KC,1.7
FUTU,1.8
XPEV,1.8
TIGR,1.8
CRCT,1.8
ALXO,1.9
XPO,1.9
WISH,1.9
DOCN,1.9
RLX,2.0
TBIO,2.0
ABCM,2.0
SAVA,2.0
UPST,2.0
MOMO,2.1
ON,2.1
FTNT,2.2
PIPR,2.3
MYTE,2.3
SQ,2.3
AFRM,2.4
YSG,2.4
RL,2.4
HSKA,2.5
CAR,2.5
BODY,2.5
SLAB,2.5
DXC,2.5
BIGC,2.6
SPCE,2.6
RKT,2.7
LC,2.7
ALKS,3.0
TAC,3.0
DFH,3.0
CACC,3.3
HNP,4.0
PCFBY,6.0
WEICF,6.0
WEICY,6.0
OTLY,6.0
PWSC,6.0
RERE,6.0
VERV,6.0
YOU,6.0
ROSYY,6.0
RYCEF,6.0
YAHOF,6.0
S,6.0
YMM,6.0
SHWGY,6.0
SNPHY,6.0
VTEX,6.0
LRENY,6.0
NGCRF,6.0
CRLBF,6.0
CMCLF,6.0
CLPXY,6.0
CICOF,6.0
CHUC,6.0
CFLT,6.0
BYDDY,6.0
BYDDF,6.0
BGAOF,6.0
AXAHY,6.0
ASGLY,6.0
ALPMY,6.0
AHCHY,6.0
AFTPY,6.0
AFTPF,6.0
CTKB,6.0
CURV,6.0
CXM,6.0
DCBO,6.0
NEGG,6.0
NAPA,6.0
MKTW,6.0
MEGGF,6.0
ME,6.0
MCW,6.0
MCG,6.0
NOKPF,6.0
ZH,6.0
LKNCY,6.0
KNBE,6.0
JBSAY,6.0
HLPPF,6.0
GTBIF,6.0
FFIE,6.0
EVCM,6.0
LNVGY,6.0
ZTCOF,6.0
