rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
1,77.16666666666667,OPCH,"Option Care Health, Inc.",57.0,1.6,83,1.57,24.82,27.81,12.05,$11.68,$28.21,26.13,23.37,19.9,91.5,True
5,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.35,10.15,11.5,13.3,$2.10,$11.40,9.74,8.73,7.57,81.5,True
6,73.33333333333333,GDEN,"Golden Entertainment, Inc.",35.0,1.7,96,2.71,49.26,61.5,24.85,$12.25,$54.86,46.51,46.41,34.18,89.0,True
7,72.83333333333333,ONTO,Onto Innovation Inc.,40.0,1.8,92,1.98,73.06,90.2,23.46,$28.25,$79.99,76.54,72.27,65.03,86.5,True
8,72.33333333333333,DAR,Darling Ingredients Inc.,42.0,1.7,86,1.65,73.71,96.21,30.53,$31.45,$79.65,74.06,72.28,68.9,89.0,True
9,72.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,75,1.38,45.28,69.0,52.39,$23.60,$58.39,48.42,47.3,45.54,89.0,True
10,71.83333333333333,LQDT,"Liquidity Services, Inc.",13.0,1.0,96,2.57,21.68,32.5,49.91,$6.63,$30.00,24.24,22.67,20.56,106.5,True
14,70.83333333333333,PDCE,"PDC Energy, Inc.",29.0,1.8,97,3.14,43.38,60.06,38.45,$10.60,$49.92,42.57,40.36,35.67,86.5,True
15,70.83333333333333,RWT,"Redwood Trust, Inc.",48.0,1.6,73,1.35,13.16,14.04,6.69,$7.11,$12.85,12.33,12.03,10.46,91.5,True
19,70.16666666666667,FANG,"Diamondback Energy, Inc.",31.0,1.8,93,2.2,98.86,112.32,13.62,$23.63,$102.53,77.95,76.89,73.61,86.5,True
20,69.5,OLN,Olin Corporation,25.0,1.8,97,3.16,49.31,62.25,26.24,$11.51,$52.01,48.54,46.66,38.95,86.5,True
22,69.0,UTHR,United Therapeutics Corporation,39.0,1.7,79,1.46,185.9,231.89,24.74,$98.37,$216.90,207.3,199.85,181.49,89.0,True
26,68.33333333333333,ASIX,AdvanSix Inc.,17.0,1.5,94,2.32,42.13,44.5,5.63,$11.73,$38.39,36.75,34.74,28.94,94.0,True
36,67.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,77,1.42,107.41,114.5,6.6,$52.22,$105.51,101.28,98.89,89.47,84.0,True
