rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
18,66.83333333333333,ARE,"Alexandria Real Estate Equities, Inc.",24.0,1.6,85,1.62,194.03,216.68,11.67,$150.08,$209.76,205.88,197.39,176.86,91.5,True
20,66.66666666666667,EQIX,"Equinix, Inc. (REIT)",17.0,1.7,94,2.3,789.32,895.58,13.46,$586.73,$869.88,823.69,818.49,732.51,89.0,True
24,66.0,BBY,"Best Buy Co., Inc.",47.0,2.5,82,1.55,105.31,130.12,23.56,$95.93,$128.57,115.46,113.54,112.24,69.0,True
25,66.0,CNP,"CenterPoint Energy, Inc.",28.0,2.1,91,1.93,24.9,27.83,11.77,$18.60,$27.20,26.1,25.43,23.23,79.0,True
27,65.66666666666667,CBRE,"CBRE Group, Inc.",22.0,2.1,96,2.57,100.45,116.43,15.91,$43.17,$98.93,94.93,90.55,78.55,79.0,True
29,65.5,EPAM,"EPAM Systems, Inc.",21.0,2.0,94,2.33,575.44,653.4,13.55,$301.67,$642.63,617.66,568.61,438.38,81.5,True
30,65.33333333333333,CMCSA,Comcast Corporation,13.0,1.9,99,7.06,57.21,66.74,16.66,$40.97,$61.52,59.3,58.26,54.37,84.0,True
42,64.83333333333333,VMC,Vulcan Materials Company,18.0,2.2,100,13.35,172.94,203.78,17.83,$119.68,$194.17,186.01,179.74,167.64,76.5,True
43,64.5,GOOG,Alphabet Inc.,10.0,1.6,92,2.0,2729.25,3103.33,13.71,$1406.55,$2936.41,2802.59,2699.56,2238.14,91.5,True
44,64.5,AMT,American Tower Corporation (REIT),15.0,2.0,97,2.83,266.61,305.0,14.4,$197.50,$298.40,285.0,281.06,245.0,81.5,True
47,64.33333333333333,CTAS,Cintas Corporation,22.0,2.3,97,2.96,387.32,407.1,5.11,$307.65,$398.58,391.56,387.35,355.86,74.0,True
48,64.33333333333333,DLR,"Digital Realty Trust, Inc.",16.0,2.1,98,3.24,145.06,166.14,14.53,$124.65,$166.77,160.04,156.45,144.75,79.0,True
52,64.16666666666667,JNJ,Johnson & Johnson,14.0,2.0,97,2.92,160.47,187.17,16.64,$133.65,$179.92,174.68,170.62,161.57,81.5,True
59,63.666666666666664,AVGO,Broadcom Inc.,10.0,1.9,97,3.02,487.35,551.83,13.23,$343.48,$507.85,484.84,479.34,453.5,84.0,True
65,63.166666666666664,CARR,Carrier Global Corporation,17.0,2.0,91,1.96,52.46,59.82,14.03,$28.58,$58.89,56.58,52.74,43.64,81.5,True
75,62.166666666666664,AIZ,"Assurant, Inc.",15.0,1.6,80,1.5,159.0,191.6,20.5,$116.11,$171.03,165.01,159.2,145.66,91.5,True
80,61.833333333333336,FBHS,"Fortune Brands Home & Security, Inc.",27.0,2.4,87,1.68,89.89,118.46,31.78,$78.81,$114.01,99.78,98.33,94.05,71.5,True
88,61.0,TYL,"Tyler Technologies, Inc.",18.0,2.1,86,1.66,464.33,532.42,14.66,$319.58,$498.98,478.23,477.05,440.4,79.0,True
90,61.0,ZTS,Zoetis Inc.,18.0,1.7,76,1.41,196.19,225.0,14.68,$141.41,$208.56,203.59,199.56,172.84,89.0,True
91,60.833333333333336,PHM,"PulteGroup, Inc.",13.0,2.2,93,2.11,46.13,68.1,47.63,$39.92,$63.91,53.61,53.56,50.42,76.5,True
94,60.666666666666664,NKE,"NIKE, Inc.",13.0,1.9,85,1.63,147.06,184.13,25.21,$110.21,$174.38,169.32,163.57,142.79,84.0,True
96,60.5,APH,Amphenol Corporation,18.0,2.2,87,1.69,74.61,78.77,5.58,$50.85,$77.25,74.79,71.86,67.23,76.5,True
