rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
35,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.71,191.62,207.44,8.26,$76.99,$196.64,183.96,163.57,153.78,84.0,True
52,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.56,112.05,126.91,13.26,$43.07,$119.81,114.61,106.05,96.3,84.0,True
72,64.33333333333333,SLB,Schlumberger Limited,20.0,1.9,89,1.68,33.91,35.94,5.99,$13.70,$36.87,32.14,29.55,29.01,84.0,True
96,62.333333333333336,LKQ,LKQ Corporation,16.0,1.5,77,1.31,56.35,62.11,10.22,$29.60,$56.99,53.05,51.93,46.88,94.0,True
99,62.166666666666664,RJF,"Raymond James Financial, Inc.",17.0,1.8,83,1.45,102.53,159.0,55.08,$48.87,$102.94,96.89,93.48,85.34,86.5,True
103,62.0,CBRE,"CBRE Group, Inc.",18.0,2.1,89,1.7,103.92,116.43,12.04,$43.17,$104.26,99.57,97.18,84.99,79.0,True
110,61.666666666666664,TXT,Textron Inc.,18.0,2.1,88,1.62,74.62,83.75,12.24,$31.82,$75.59,72.34,71.68,63.15,79.0,True
115,61.333333333333336,EOG,"EOG Resources, Inc.",13.0,2.1,92,1.87,92.0,99.85,8.53,$31.22,$93.43,87.65,76.65,73.75,79.0,True
125,60.5,COF,Capital One Financial Corporation,17.0,2.2,88,1.64,167.84,183.18,9.14,$70.78,$177.95,167.38,165.49,147.0,76.5,True
134,60.0,KIM,Kimco Realty Corporation,21.0,2.3,85,1.52,22.96,24.15,5.18,$10.04,$23.28,22.05,21.83,20.24,74.0,True
148,59.166666666666664,HES,Hess Corporation,11.0,2.2,90,1.72,88.64,99.36,12.09,$34.82,$92.79,85.61,75.71,74.34,76.5,True
163,58.5,MET,"MetLife, Inc.",22.0,2.0,72,1.23,65.87,71.8,9.0,$35.90,$67.68,64.38,62.51,60.29,81.5,True
199,56.0,GE,General Electric Company,13.0,2.1,76,1.3,104.05,121.78,17.04,$56.72,$115.36,104.45,103.31,103.0,79.0,True
