rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
19,70.16666666666667,FANG,"Diamondback Energy, Inc.",31.0,1.8,93,2.2,98.86,112.32,13.62,$23.63,$102.53,77.95,76.89,73.61,86.5,True
71,64.66666666666667,CZR,"Caesars Entertainment, Inc.",28.0,1.9,82,1.54,119.49,126.91,6.21,$43.07,$114.60,105.07,96.02,92.08,84.0,True
85,63.833333333333336,GNRC,Generac Holdings Inc.,10.0,1.6,90,1.86,404.95,497.0,22.73,$173.80,$466.92,440.88,428.02,340.9,91.5,True
92,63.5,ALGN,"Align Technology, Inc.",17.0,1.8,87,1.7,662.06,745.36,12.58,$297.44,$737.45,715.48,687.91,599.4,86.5,True
106,63.0,ULTA,"Ulta Beauty, Inc.",45.0,2.3,70,1.29,368.03,436.65,18.65,$200.50,$414.98,373.78,354.52,321.06,74.0,True
113,62.666666666666664,PXD,Pioneer Natural Resources Company,30.0,1.9,74,1.37,174.68,207.44,18.75,$76.58,$175.37,150.93,147.23,144.77,84.0,True
134,61.833333333333336,TECH,Bio-Techne Corporation,12.0,1.8,87,1.69,493.82,540.67,9.49,$228.67,$543.85,515.21,490.71,413.26,86.5,True
139,61.666666666666664,LKQ,LKQ Corporation,16.0,1.5,75,1.39,51.25,62.11,21.19,$26.73,$53.17,51.26,50.9,45.13,94.0,True
144,61.333333333333336,AMP,"Ameriprise Financial, Inc.",25.0,1.9,75,1.38,268.53,292.5,8.93,$141.82,$277.95,268.54,262.65,236.93,84.0,True
148,61.166666666666664,MS,Morgan Stanley,13.0,2.0,89,1.79,99.05,104.51,5.51,$45.86,$105.81,103.2,96.94,81.59,81.5,True
149,61.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,83,1.57,416.69,448.0,7.51,$205.97,$458.27,442.16,420.29,333.04,86.5,True
154,61.0,CBRE,"CBRE Group, Inc.",22.0,2.1,82,1.54,100.45,116.43,15.91,$43.17,$99.73,96.58,93.89,81.21,79.0,True
156,60.833333333333336,AMAT,"Applied Materials, Inc.",12.0,2.0,89,1.8,129.13,162.47,25.82,$56.65,$146.00,137.07,135.68,123.0,81.5,True
164,60.5,EPAM,"EPAM Systems, Inc.",21.0,2.0,79,1.46,575.44,653.4,13.55,$305.83,$648.72,625.7,599.88,461.84,81.5,True
165,60.5,ZBRA,Zebra Technologies Corporation,17.0,2.2,88,1.72,510.98,580.0,13.51,$247.31,$594.77,575.46,552.83,475.96,76.5,True
168,60.333333333333336,MRO,Marathon Oil Corporation,14.0,2.3,93,2.19,14.24,15.96,12.08,$3.73,$14.33,11.77,11.67,10.78,74.0,True
