rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
12,71.5,FANG,"Diamondback Energy, Inc.",31.0,1.8,97,2.78,111.61,125.62,12.55,$24.57,$114.73,108.36,91.69,81.3,86.5,True
24,69.5,DVN,Devon Energy Corporation,24.0,1.8,98,3.05,41.99,45.52,8.41,$8.67,$41.98,39.88,34.13,26.84,86.5,True
54,66.66666666666667,CZR,"Caesars Entertainment, Inc.",27.0,1.9,89,1.68,112.06,133.83,19.43,$44.57,$119.81,113.55,108.56,97.13,84.0,True
58,66.33333333333333,PXD,Pioneer Natural Resources Company,27.0,1.9,88,1.62,189.89,222.73,17.29,$77.10,$196.64,189.01,168.03,155.23,84.0,True
118,63.0,MRO,Marathon Oil Corporation,18.0,2.3,97,2.82,17.03,18.1,6.28,$3.86,$17.33,16.07,13.68,11.94,74.0,True
120,63.0,SLB,Schlumberger Limited,20.0,1.9,85,1.49,33.3,39.16,17.6,$14.78,$36.87,32.9,30.15,29.21,84.0,True
123,62.833333333333336,COP,ConocoPhillips,12.0,1.8,90,1.77,74.59,84.31,13.03,$28.51,$77.98,74.19,65.13,56.81,86.5,True
136,62.0,AMP,"Ameriprise Financial, Inc.",24.0,1.9,78,1.32,305.77,330.33,8.03,$161.94,$307.55,287.39,276.19,250.19,84.0,True
145,61.333333333333336,SIVB,SVB Financial Group,21.0,2.3,89,1.68,727.99,791.9,8.78,$291.62,$759.02,693.25,636.16,563.78,74.0,True
152,61.166666666666664,MOS,The Mosaic Company,21.0,2.2,86,1.52,41.46,43.89,5.86,$16.01,$43.24,41.06,36.34,33.0,76.5,True
153,61.166666666666664,RJF,"Raymond James Financial, Inc.",17.0,1.8,80,1.35,99.61,118.88,19.35,$50.70,$103.46,98.6,94.45,86.14,86.5,True
155,61.0,EOG,"EOG Resources, Inc.",12.0,2.1,92,1.89,93.46,106.06,13.48,$33.40,$95.64,90.55,79.42,74.57,79.0,True
