rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
44,66.16666666666667,GNRC,Generac Holdings Inc.,17.0,1.6,90,1.79,404.95,497.0,22.73,$173.80,$466.92,432.04,428.16,334.11,91.5,True
66,65.0,GE,General Electric Company,16.0,2.1,100,11.27,105.82,121.78,15.08,$6.00,$107.36,103.84,58.3,23.82,79.0,True
91,63.5,ALGN,"Align Technology, Inc.",17.0,1.8,87,1.63,662.06,745.36,12.58,$297.44,$735.17,708.17,677.23,593.03,86.5,True
125,62.333333333333336,ULTA,"Ulta Beauty, Inc.",45.0,2.3,68,1.23,368.03,436.65,18.65,$200.50,$414.98,373.78,354.52,321.06,74.0,True
136,61.833333333333336,EPAM,"EPAM Systems, Inc.",21.0,2.0,83,1.51,575.44,653.4,13.55,$305.83,$644.14,622.1,573.44,441.48,81.5,True
143,61.5,TECH,Bio-Techne Corporation,11.0,1.8,87,1.64,493.82,540.67,9.49,$228.67,$532.94,500.51,481.62,406.37,86.5,True
155,61.166666666666664,ETSY,"Etsy, Inc.",14.0,1.8,83,1.52,204.37,221.37,8.32,$104.30,$251.86,201.29,197.07,192.31,86.5,True
157,61.166666666666664,CRL,"Charles River Laboratories International, Inc.",15.0,1.8,82,1.5,416.69,448.0,7.51,$205.97,$450.84,436.93,413.18,326.86,86.5,True
158,61.0,AMP,"Ameriprise Financial, Inc.",24.0,1.9,75,1.34,268.53,292.5,8.93,$141.82,$277.95,269.64,257.49,231.38,84.0,True
160,60.833333333333336,GOOG,Alphabet Inc.,11.0,1.6,80,1.44,2729.25,3103.33,13.71,$1406.55,$2936.41,2860.12,2761.39,2288.61,91.5,True
165,60.666666666666664,INTU,Intuit Inc.,20.0,1.9,78,1.39,543.97,596.52,9.66,$295.37,$582.96,548.72,525.49,429.16,84.0,True
167,60.666666666666664,CBRE,"CBRE Group, Inc.",21.0,2.1,82,1.5,100.45,116.43,15.91,$43.17,$98.93,94.96,90.84,78.75,79.0,True
168,60.5,ZBRA,Zebra Technologies Corporation,16.0,2.2,89,1.73,510.98,580.0,13.51,$246.83,$594.77,579.51,560.38,484.61,76.5,True
176,60.333333333333336,GOOGL,Alphabet Inc.,11.0,1.7,81,1.46,2730.86,3141.61,15.04,$1402.15,$2925.08,2798.81,2666.23,2220.07,89.0,True
180,60.166666666666664,MS,Morgan Stanley,14.0,2.0,85,1.56,99.05,104.51,5.51,$45.86,$105.81,103.34,98.87,83.31,81.5,True
187,60.0,LKQ,LKQ Corporation,16.0,1.5,70,1.26,51.25,62.11,21.19,$26.73,$53.17,51.35,50.88,44.7,94.0,True
188,60.0,JCI,Johnson Controls International plc,25.0,2.1,76,1.35,69.02,81.25,17.72,$39.80,$75.68,73.8,71.42,60.07,79.0,True
195,59.833333333333336,WFC,Wells Fargo & Company,25.0,2.2,78,1.39,47.02,50.35,7.08,$20.76,$51.41,46.42,46.2,40.26,76.5,True
196,59.833333333333336,RJF,"Raymond James Financial, Inc.",15.0,1.8,78,1.4,94.68,159.0,67.93,$67.66,$143.14,137.81,134.19,121.08,86.5,True
199,59.666666666666664,SCHW,The Charles Schwab Corporation,16.0,2.1,84,1.54,74.42,83.83,12.64,$33.96,$76.37,73.37,71.26,64.34,79.0,True
201,59.666666666666664,KEYS,"Keysight Technologies, Inc.",22.0,2.1,78,1.39,165.42,179.67,8.61,$95.44,$182.14,171.59,163.46,145.2,79.0,True
204,59.5,HCA,"HCA Healthcare, Inc.",19.0,2.0,78,1.41,247.79,266.62,7.6,$114.38,$261.80,252.41,244.03,200.15,81.5,True
205,59.5,TRMB,Trimble Inc.,17.0,2.0,80,1.44,84.14,95.25,13.2,$46.78,$96.49,91.68,86.61,76.54,81.5,True
221,58.833333333333336,CARR,Carrier Global Corporation,17.0,2.0,78,1.41,52.46,59.82,14.03,$28.79,$58.89,56.65,54.3,44.43,81.5,True
228,58.333333333333336,CDW,CDW Corporation,20.0,2.1,76,1.35,185.71,201.6,8.56,$105.87,$203.82,197.58,186.37,162.37,79.0,True
231,58.333333333333336,CTLT,"Catalent, Inc.",16.0,1.7,70,1.26,131.93,150.25,13.89,$79.65,$140.72,126.05,118.78,110.17,89.0,True
240,57.833333333333336,NVDA,NVIDIA Corporation,16.0,2.0,76,1.35,207.42,226.4,9.15,$115.67,$230.43,219.72,206.16,161.25,81.5,True
242,57.833333333333336,MSI,"Motorola Solutions, Inc.",21.0,1.8,66,1.19,234.31,253.36,8.13,$149.81,$246.97,241.57,230.89,196.75,86.5,True
246,57.666666666666664,SNPS,"Synopsys, Inc.",19.0,1.9,70,1.26,302.49,325.59,7.64,$193.55,$340.66,313.36,293.74,260.85,84.0,True
250,57.333333333333336,IQV,IQVIA Holdings Inc.,16.0,1.7,67,1.21,241.55,278.16,15.16,$146.00,$265.34,259.31,252.55,216.77,89.0,True
253,57.166666666666664,KLAC,KLA Corporation,11.0,2.2,84,1.55,335.02,387.53,15.67,$174.70,$367.54,339.02,329.22,308.14,76.5,True
254,57.166666666666664,GRMN,Garmin Ltd.,23.0,2.4,77,1.37,155.11,163.29,5.27,$91.84,$178.81,170.79,159.32,136.2,71.5,True
258,56.666666666666664,LH,Laboratory Corporation of America Holdings,10.0,1.7,71,1.27,279.48,327.86,17.31,$176.49,$309.28,303.27,290.3,251.86,89.0,True
259,56.666666666666664,NUE,Nucor Corporation,11.0,2.5,90,1.79,97.65,109.64,12.28,$44.05,$128.81,115.83,108.15,82.32,69.0,True
261,56.666666666666664,DHR,Danaher Corporation,18.0,1.9,68,1.22,302.32,322.74,6.75,$201.44,$333.29,319.57,298.19,250.81,84.0,True
265,56.166666666666664,DE,Deere & Company,16.0,2.2,76,1.35,342.2,411.48,20.25,$210.18,$400.34,375.97,361.98,336.58,76.5,True
268,56.166666666666664,A,"Agilent Technologies, Inc.",10.0,2.0,77,1.37,155.99,173.35,11.13,$95.44,$179.57,167.75,157.13,133.92,81.5,True
271,56.0,KIM,Kimco Realty Corporation,21.0,2.3,73,1.31,21.74,24.15,11.09,$10.04,$22.45,21.56,21.23,18.99,74.0,True
274,55.833333333333336,SPG,"Simon Property Group, Inc.",12.0,2.2,79,1.43,133.14,149.76,12.48,$59.35,$137.38,130.84,128.39,112.64,76.5,True
276,55.833333333333336,MET,"MetLife, Inc.",18.0,2.0,68,1.22,62.52,71.8,14.84,$35.19,$67.68,61.66,59.57,56.75,81.5,True
281,55.333333333333336,EL,The Estée Lauder Companies Inc.,20.0,2.1,67,1.21,310.68,365.32,17.59,$204.23,$347.82,332.77,326.67,290.98,79.0,True
286,55.166666666666664,MOS,The Mosaic Company,18.0,2.2,71,1.27,37.8,40.42,6.93,$16.01,$38.23,32.13,31.24,30.06,76.5,True
288,54.833333333333336,IDXX,"IDEXX Laboratories, Inc.",12.0,2.4,81,1.47,623.98,717.5,14.99,$347.54,$706.95,676.93,672.12,552.57,71.5,True
293,54.666666666666664,ETN,Eaton Corporation plc,17.0,2.1,68,1.22,150.65,177.68,17.94,$96.24,$171.32,167.7,158.95,137.94,79.0,True
294,54.5,STX,Seagate Technology Holdings plc,12.0,2.4,80,1.45,84.41,104.81,24.17,$46.89,$106.22,89.26,87.97,78.5,71.5,True
297,54.166666666666664,NXPI,NXP Semiconductors N.V.,11.0,2.0,70,1.26,192.89,234.26,21.45,$117.25,$228.72,212.74,207.27,191.03,81.5,True
301,54.166666666666664,AVY,Avery Dennison Corporation,11.0,2.2,75,1.34,209.65,233.0,11.14,$115.77,$228.88,219.96,212.33,188.58,76.5,True
307,53.666666666666664,EMR,Emerson Electric Co.,22.0,2.3,65,1.18,95.16,109.6,15.17,$63.16,$105.99,103.54,99.8,89.97,74.0,True
315,53.0,EFX,Equifax Inc.,11.0,2.3,74,1.33,256.31,277.94,8.44,$135.98,$279.59,263.19,254.92,209.52,74.0,True
318,52.0,SEE,Sealed Air Corporation,11.0,2.1,66,1.2,55.2,65.38,18.44,$36.27,$62.04,60.21,58.3,50.44,79.0,True
319,52.0,FFIV,"F5 Networks, Inc.",13.0,2.3,69,1.25,201.39,232.75,15.57,$116.79,$216.15,204.12,198.12,191.8,74.0,True
322,51.333333333333336,POOL,Pool Corporation,11.0,2.3,69,1.24,437.4,511.38,16.91,$293.38,$498.95,485.53,474.44,399.05,74.0,True
