rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
18,68.33333333333333,GNRC,Generac Holdings Inc.,21.0,1.5,90,1.7,404.95,497.0,22.73,$169.34,$457.00,422.71,408.43,311.93,94.0,True
28,66.66666666666667,COF,Capital One Financial Corporation,22.0,1.9,94,2.03,166.54,183.18,9.99,$63.39,$177.95,164.72,159.94,127.77,84.0,True
47,65.0,ULTA,"Ulta Beauty, Inc.",49.0,2.3,72,1.25,368.03,436.65,18.65,$200.50,$374.47,348.47,342.85,311.24,74.0,True
59,64.16666666666667,DFS,Discover Financial Services,22.0,2.2,94,1.98,127.19,135.94,6.88,$48.92,$135.69,127.44,123.3,101.44,76.5,True
67,63.666666666666664,TPR,"Tapestry, Inc.",22.0,2.3,95,2.09,38.02,53.5,40.72,$14.14,$49.67,42.32,42.25,38.68,74.0,True
71,63.5,WFC,Wells Fargo & Company,28.0,2.2,86,1.55,47.02,50.35,7.08,$20.76,$51.41,47.02,45.44,37.91,76.5,True
78,63.166666666666664,CBRE,"CBRE Group, Inc.",21.0,2.0,87,1.58,100.45,116.43,15.91,$43.17,$98.93,93.31,89.15,76.14,81.5,True
84,62.833333333333336,ALGN,"Align Technology, Inc.",17.0,2.0,90,1.68,662.06,745.36,12.58,$289.52,$714.15,670.37,635.29,567.28,81.5,True
95,62.5,EPAM,"EPAM Systems, Inc.",21.0,2.0,85,1.52,575.44,653.4,13.55,$300.96,$618.97,575.38,540.12,421.37,81.5,True
96,62.5,AMP,"Ameriprise Financial, Inc.",24.0,1.8,77,1.32,268.53,292.5,8.93,$141.82,$273.59,258.54,252.48,224.93,86.5,True
110,61.666666666666664,TGT,Target Corporation,18.0,1.9,83,1.46,228.42,279.74,22.47,$134.67,$267.06,260.28,248.67,203.57,84.0,True
118,61.166666666666664,JCI,Johnson Controls International plc,27.0,2.2,80,1.39,69.02,81.25,17.72,$39.80,$73.68,71.41,69.21,57.88,76.5,True
121,61.166666666666664,INTU,Intuit Inc.,19.0,1.8,78,1.34,543.97,596.52,9.66,$295.37,$542.96,527.95,502.12,414.1,86.5,True
126,60.833333333333336,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,82,1.44,416.69,448.0,7.51,$197.33,$420.25,401.71,380.05,304.88,86.5,True
138,60.5,MHK,"Mohawk Industries, Inc.",20.0,2.4,90,1.71,179.23,227.33,26.84,$88.15,$231.80,197.14,194.08,174.57,71.5,True
142,60.166666666666664,CDW,CDW Corporation,21.0,2.0,78,1.34,185.71,201.6,8.56,$105.87,$199.05,186.59,178.02,157.8,81.5,True
145,60.166666666666664,CARR,Carrier Global Corporation,16.0,2.0,83,1.45,52.46,59.82,14.03,$28.58,$57.90,54.36,50.19,42.44,81.5,True
147,60.166666666666664,MS,Morgan Stanley,12.0,2.0,87,1.56,99.05,104.51,5.51,$45.86,$104.77,98.01,92.89,78.25,81.5,True
155,59.833333333333336,ZBRA,Zebra Technologies Corporation,13.0,2.0,85,1.51,510.98,580.0,13.51,$246.83,$576.00,553.61,533.24,459.69,81.5,True
159,59.666666666666664,TRMB,Trimble Inc.,17.0,1.9,78,1.34,84.14,95.25,13.2,$46.78,$90.25,86.06,82.67,73.89,84.0,True
161,59.5,DE,Deere & Company,17.0,2.2,85,1.52,342.2,411.48,20.25,$189.38,$400.34,364.47,352.85,327.38,76.5,True
