date,ANDE,CEIX,DVN,GDEN,THC,TRGP,portfolio
2022-02-25,345.3542359199787,90.43346906800217,26.35070653372439,1108.0717027785342,530.8712519320115,398.9186337677491,2500.0000000000005
2022-02-28,358.8913456619182,93.91637779140382,28.427256019764833,1225.3792334551806,532.6055105260208,409.12004233395203,2648.33976578824
2022-03-01,350.7061269888688,95.90224669812753,28.284046024350644,1180.608619795243,545.7363998528087,410.2465794209876,2611.484018780386
2022-03-02,376.993346054316,104.05959597810941,27.99762603352227,1220.6438579811024,556.7613699904408,423.0139360756769,2709.469732113168
2022-03-03,379.5905705306171,107.42029451534843,28.093098149789135,1176.088533447483,564.8752429502706,425.64255444461656,2681.7102940381246
2022-03-04,379.9840857514764,109.74222977941459,28.436803595594295,1152.4118202945792,564.4416783017683,435.1554971527505,2670.1721148755832
2022-03-07,366.604388102538,105.89270215212981,28.58956116683795,1055.76761187233,539.6664475187739,429.4602608090823,2525.980971621692
2022-03-08,347.4792541405633,106.289879429856,28.393840414868652,1072.5566330491786,535.5785590121812,419.38402568303803,2509.6821917296857
2022-03-09,344.7245875479743,103.90682741810369,28.136061330514778,1158.2233950740178,555.0890627047897,427.5826830810947,2617.662617156495
2022-03-10,345.82644217569515,110.38382742946607,28.914171460984182,1169.6312555065767,555.9561920017944,436.0942860167443,2646.806174591261
2022-03-11,345.5116480129798,101.70710234020018,27.992851335100593,1151.766035024368,551.496642900055,428.77181882540583,2607.246098438109
