date,CEIX,DVN,GDEN,TRGP,portfolio
2022-02-23,132.62821783051746,7.226110595054927,1499.1118823817196,861.0337891927084,2500.0000000000005
2022-02-24,129.79661990460335,7.1181575970097235,1544.6960652340497,874.5534433892534,2556.164286124916
2022-02-25,135.18578424967922,7.448764071766067,1564.4491415807831,897.6495864612641,2604.733276363492
2022-02-28,140.39226092358686,8.035758852534707,1730.0716957962304,920.60486958325,2799.104585155602
2022-03-01,143.36086589184953,7.995276542612817,1666.8615732629114,923.1398114603934,2741.357527157767
2022-03-02,155.5549979004721,7.9143119227690395,1723.3859785480524,951.8690094751388,2838.7242978464324
2022-03-03,160.57878690321155,7.9412997862099655,1660.4798154859625,957.7839454849139,2786.783847660298
2022-03-04,164.04976554513158,8.038457741830898,1627.0514610982157,979.1900377682784,2778.3297221534567
2022-03-07,158.2952432797745,8.08163894104898,1490.6027560858824,966.3745758771969,2623.354214183903
2022-03-08,158.8889695000436,8.026312997378282,1514.306609999163,943.7009589329303,2624.922851429515
2022-03-09,155.3266296004842,7.9534445306625825,1635.2566279228238,962.1496369337375,2760.686338987708
2022-03-10,165.0088671077371,8.173399118077528,1651.3630021008107,981.3025072400081,2805.8477755666336
2022-03-11,152.0383386297324,7.9129622207406936,1626.1396986111004,964.8254387609057,2750.9164382224794
