date,CEIX,GDEN,PXD,THC,TRGP,portfolio
2022-02-22,17.822289052236076,1049.4480543339273,973.7590860465651,122.19743096178104,336.7731396054903,2500.0
2022-02-23,18.43159871082436,1000.565766572729,982.7899487664362,121.38431749031531,338.71211119969513,2461.8837427400003
2022-02-24,18.03808609688315,1030.9904289313317,985.5384074438174,124.57540277580259,344.03045140083293,2503.172776648668
2022-02-25,18.787028638824363,1044.1744028623757,1017.3070854627606,131.49455737871176,353.1159756609501,2564.8790500036225
2022-02-28,19.51058272347144,1154.7173582400826,1063.0965857630515,131.92412587647752,362.146088656544,2731.394741259627
2022-03-01,19.923135469794982,1112.5284559633396,1066.9567227211155,135.17659146720416,363.143280085908,2697.728185707362
2022-03-02,21.617777465942154,1150.2550496678339,1074.8545131081298,137.9074298071697,374.44472659681907,2759.079496645895
2022-03-03,22.315943093295097,1108.2690218028754,1056.3523816260101,139.91720172380113,376.77153477627564,2703.6260830222573
2022-03-04,22.798311676000967,1085.9576336894672,1070.0182386682823,139.80980959935968,385.1922295281411,2703.776223161251
2022-03-07,21.998594640648022,994.886443651526,1049.9187974616711,133.67309002016026,380.15090338320863,2580.627829157214
2022-03-08,22.081105916265695,1010.7073206922632,1053.2021074434003,132.66053737612148,371.23159178345577,2589.882663211506
2022-03-09,21.586040683736208,1091.4340821988858,1022.2764634044244,137.49320638571376,378.48890357879833,2651.2786962515584
2022-03-10,22.931599866206913,1102.1841048059384,1054.8881754033348,137.70799063459665,386.02322943034625,2703.735100140423
2022-03-11,21.12906055832448,1085.349087828031,1031.5497694813675,136.60337923756256,379.5415062726856,2654.172803377971
