rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
3,70.0,GNRC,Generac Holdings Inc.,20.0,1.5,96,2.43,404.95,497.0,22.73,$134.15,$452.92,419.84,363.63,290.34,94.0,True
26,63.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,93,1.99,155.36,197.73,27.27,$56.28,$229.04,177.14,152.89,152.23,76.5,True
30,63.0,TGT,Target Corporation,19.0,1.9,86,1.63,228.42,279.74,22.47,$119.04,$254.53,245.33,232.29,193.52,84.0,True
33,60.833333333333336,JCI,Johnson Controls International plc,27.0,2.2,79,1.44,69.02,81.25,17.72,$36.41,$70.81,68.54,66.68,55.08,76.5,True
34,60.5,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,81,1.46,416.69,448.0,7.51,$192.13,$386.57,374.99,351.49,289.01,86.5,True
36,59.5,HCA,"HCA Healthcare, Inc.",11.0,2.0,86,1.59,247.79,266.62,7.6,$103.17,$221.71,213.12,210.56,177.16,81.5,True
37,58.833333333333336,INTU,Intuit Inc.,19.0,1.8,71,1.28,543.97,596.52,9.66,$286.35,$511.69,494.52,462.01,395.55,86.5,True
40,58.166666666666664,CARR,Carrier Global Corporation,15.0,2.0,78,1.41,52.46,59.82,14.03,$25.60,$49.81,48.09,46.25,40.23,81.5,True
41,58.0,NVDA,NVIDIA Corporation,15.0,1.9,75,1.37,207.42,226.4,9.15,$391.08,$835.00,785.71,699.65,584.7,84.0,True
42,57.666666666666664,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,79,1.42,623.98,717.5,14.99,$347.54,$670.84,644.26,590.33,509.5,84.0,True
46,55.333333333333336,NKE,"NIKE, Inc.",12.0,1.9,70,1.27,147.06,184.13,25.21,$95.11,$162.73,153.52,141.56,136.39,84.0,True
49,55.0,EXR,Extra Space Storage Inc.,11.0,2.1,75,1.37,168.94,192.86,14.16,$94.10,$174.89,168.21,157.71,129.38,79.0,True
50,54.833333333333336,WELL,Welltower Inc.,13.0,2.2,75,1.36,83.85,89.35,6.56,$48.90,$89.80,84.93,79.56,68.44,76.5,True
